scaffold	representative	dereplication_status
NZ_FMSA01000002.1	GCF_001639785.1	redundant
NZ_UHBI01000001.1	GCF_001639785.1	redundant
NZ_FMQU01000003.1	GCF_001639785.1	redundant
NZ_JANVJM010000012.1	GCF_001639785.1	redundant
NZ_JAANCE010000004.1	GCF_001639785.1	redundant
NZ_FMRI01000003.1	GCF_001639785.1	redundant
NZ_JAJUET010000002.1	GCF_001639785.1	redundant
NZ_JAHCOV010000003.1	GCF_001639785.1	redundant
NZ_JAANBR010000005.1	GCF_001639785.1	redundant
NZ_JAHCPI010000002.1	GCF_001639785.1	redundant
NZ_JAANBI010000004.1	GCF_001639785.1	redundant
NZ_FMRB01000003.1	GCF_001639785.1	redundant
NZ_JAANBK010000004.1	GCF_001639785.1	redundant
NZ_FMQZ01000003.1	GCF_001639785.1	redundant
NZ_JZIO01000002.1	GCF_001639785.1	redundant
NZ_QFCV01000003.1	GCF_001639785.1	redundant
NZ_LS483300.1	GCF_001639785.1	redundant
NZ_FMQW01000003.1	GCF_001639785.1	redundant
NZ_SZYX01000001.1	GCF_001639785.1	redundant
NZ_JAANBG010000004.1	GCF_001639785.1	redundant
NZ_FMRK01000003.1	GCF_001639785.1	redundant
NZ_FMQS01000002.1	GCF_001639785.1	redundant
NZ_JAHCOT010000004.1	GCF_001639785.1	redundant
NZ_JAANBY010000014.1	GCF_001639785.1	redundant
NZ_FMRG01000004.1	GCF_001639785.1	redundant
NZ_JABUAB010000028.1	GCF_001639785.1	redundant
NZ_JAANCG010000009.1	GCF_001639785.1	redundant
PZAX01000146.1	GCF_003039935.1	dereplication_representative
NZ_JAVFYF010000001.1	GCF_003039935.1	redundant
WJGV01000006.1	GCF_009648335.1	dereplication_representative
NZ_JARAPR010000001.1	GCF_009648335.1	redundant
NZ_QXEE01000004.1	GCF_009648335.1	redundant
JAUJZU010000003.1	GCF_009648335.1	redundant
NZ_JVTT01000025.1	GCF_009648335.1	redundant
NZ_JAHZTZ010000002.1	GCF_009648335.1	redundant
NZ_JAOBSP010000001.1	GCF_009648335.1	redundant
NZ_JAHZUB010000002.1	GCF_009648335.1	redundant
NZ_CP042048.1	GCF_009648335.1	redundant
DAPQBZ010000003.1	GCF_009648335.1	redundant
NZ_CP051479.1	GCF_009648335.1	redundant
DAOYSU010000096.1	GCF_009648335.1	redundant
NZ_JAHZUG010000002.1	GCF_009648335.1	redundant
NZ_JALJCG010000003.1	GCF_009648335.1	redundant
NZ_JAHZUH010000002.1	GCF_009648335.1	redundant
NZ_JARAQX010000002.1	GCF_009648335.1	redundant
JAMRAG010000007.1	GCF_009648335.1	redundant
NZ_JAKYYB010000009.1	GCF_009648335.1	redundant
NZ_JAHZUD010000002.1	GCF_009648335.1	redundant
NZ_PZUH01000012.1	GCF_009648335.1	redundant
NZ_JAKYZA010000009.1	GCF_009648335.1	redundant
JAUKCO010000003.1	GCF_009648335.1	redundant
DAQCNM010000004.1	GCF_009648335.1	redundant
JALJBX010000002.1	GCF_009648335.1	redundant
NZ_JAHZUI010000002.1	GCF_009648335.1	redundant
NZ_JAHZUJ010000002.1	GCF_009648335.1	redundant
NZ_JAKYYE010000010.1	GCF_009648335.1	redundant
NZ_JAHZUA010000001.1	GCF_009648335.1	redundant
NZ_JARDYV010000001.1	GCF_009648335.1	redundant
NZ_JAKDEK010000002.1	GCF_009648335.1	redundant
DARLUU010000004.1	GCF_009648335.1	redundant
NZ_JAHZUE010000002.1	GCF_009648335.1	redundant
NZ_JAOBSN010000005.1	GCF_009648335.1	redundant
DAOKMO010000029.1	GCF_009648335.1	redundant
JARDYO010000004.1	GCF_009648335.1	redundant
NZ_JARARP010000011.1	GCF_009648335.1	redundant
NZ_RCVX01000003.1	GCF_009648335.1	redundant
NZ_JAHZUK010000003.1	GCF_009648335.1	redundant
JAUKAL010000001.1	GCF_009648335.1	redundant
DALRAP010000002.1	GCF_009648335.1	redundant
JAKNXS010000001.1	GCF_009648335.1	redundant
JAAJFH010000002.1	GCF_009648335.1	redundant
DALRAR010000002.1	GCF_009648335.1	redundant
DAKENH010000119.1	GCF_009648335.1	redundant
DADYRV010000005.1	GCF_009648335.1	redundant
NZ_JARDYQ010000001.1	GCF_009648335.1	redundant
NZ_CP042008.1	GCF_009648335.1	redundant
NZ_JAESLN010000001.1	GCF_017892645.1	dereplication_representative
NZ_CP048008.1	GCF_020882195.1	dereplication_representative
JAWGAS010000038.1	GCF_020882195.1	readded_by_cluster_content
NZ_KV832751.1	GCF_020882195.1	redundant
NZ_JAHAVK010000003.1	GCF_020882195.1	redundant
NZ_JAHAVH010000004.1	GCF_020882195.1	redundant
NZ_JAHAVE010000003.1	GCF_020882195.1	redundant
NZ_LS483312.1	GCF_020882195.1	redundant
NZ_JALCXI010000006.1	GCF_020882195.1	redundant
NZ_CP084434.1	GCF_020882195.1	redundant
NZ_JAHAVG010000004.1	GCF_020882195.1	redundant
NZ_LS483482.1	GCF_020882195.1	redundant
NZ_JAHAVJ010000004.1	GCF_020882195.1	redundant
NZ_JAHAVF010000003.1	GCF_020882195.1	redundant
NZ_CP084440.1	GCF_020882195.1	redundant
NZ_KV830918.1	GCF_020882195.1	redundant
NZ_JIBS01000001.1	GCF_020882195.1	redundant
NZ_PPPV01000016.1	GCF_020882195.1	redundant
NZ_CP020764.1	GCF_020882195.1	redundant
NZ_CP020763.1	GCF_020882195.1	redundant
NZ_JAKRKS010000002.1	GCF_020882195.1	redundant
NZ_KV799491.1	GCF_020882195.1	redundant
NZ_CP020406.2	GCF_020882195.1	redundant
NZ_JAKRKM010000002.1	GCF_020882195.1	redundant
NZ_KV832945.1	GCF_020882195.1	redundant
NZ_JAKRKD010000003.1	GCF_020882195.1	redundant
NZ_KV830801.1	GCF_020882195.1	redundant
NZ_JAKRKV010000002.1	GCF_020882195.1	redundant
NZ_KV809470.1	GCF_020882195.1	redundant
NZ_CP020735.1	GCF_020882195.1	redundant
NZ_JAKRKP010000003.1	GCF_020882195.1	redundant
NZ_KV841249.1	GCF_020882195.1	redundant
NZ_JAKRKL010000003.1	GCF_020882195.1	redundant
NZ_JAKRKR010000003.1	GCF_020882195.1	redundant
NZ_KV839521.1	GCF_020882195.1	redundant
NZ_JALCXX010000005.1	GCF_020882195.1	redundant
NZ_CP020769.1	GCF_020882195.1	redundant
NZ_KV831208.1	GCF_020882195.1	redundant
NZ_CP014023.2	GCF_020882195.1	redundant
NZ_JALCXQ010000006.1	GCF_020882195.1	redundant
NZ_CP020768.1	GCF_020882195.1	redundant
NZ_JALCXL010000002.1	GCF_022689365.1	dereplication_representative
JAWHHA010000002.1	GCF_022689365.1	readded_by_cluster_content
NZ_KV840185.1	GCF_022689365.1	redundant
NZ_CP084443.1	GCF_022689365.1	redundant
NZ_JAHAVI010000004.1	GCF_022689365.1	redundant
NZ_JALCXJ010000006.1	GCF_022689365.1	redundant
NZ_JASOVY010000004.1	GCF_022689365.1	redundant
NZ_JALCXO010000003.1	GCF_022689365.1	redundant
NZ_JAHAVD010000003.1	GCF_022689365.1	redundant
NZ_JALCXH010000002.1	GCF_022689365.1	redundant
NZ_JALCXK010000015.1	GCF_022689365.1	redundant
NZ_JALCXS010000002.1	GCF_022689365.1	redundant
NC_017353.1	GCF_022689365.1	redundant
NZ_JALCXY010000006.1	GCF_022689365.1	redundant
NZ_CP041723.1	GCF_022689365.1	redundant
NZ_KV808842.1	GCF_022689365.1	redundant
NZ_JAKRKO010000007.1	GCF_022689365.1	redundant
JAWEJO010000013.1	GCF_022689365.1	redundant
NZ_KV840608.1	GCF_022689365.1	redundant
NZ_JALCXM010000002.1	GCF_022689365.1	redundant
NZ_JALCXT010000012.1	GCF_022689365.1	redundant
NZ_CP041727.1	GCF_022689365.1	redundant
NZ_KB373323.1	GCF_022689365.1	redundant
NZ_CP041724.1	GCF_022689365.1	redundant
NZ_JAKRKQ010000001.1	GCF_022689365.1	redundant
NZ_CP020761.1	GCF_022689365.1	redundant
NZ_CP041722.1	GCF_022689365.1	redundant
NZ_JAKRKH010000002.1	GCF_022689365.1	redundant
NZ_CP041725.1	GCF_022689365.1	redundant
NZ_JALCXN010000002.1	GCF_022689365.1	redundant
NZ_KV840970.1	GCF_022689365.1	redundant
NZ_BPSC01000001.1	GCF_022834285.1	dereplication_representative
JAJAGR010000001.1	GCF_022834285.1	redundant
NZ_BPRU01000001.1	GCF_022834285.1	redundant
NZ_BPSB01000001.1	GCF_022834285.1	redundant
NZ_BPRR01000012.1	GCF_022834285.1	redundant
NZ_BPRS01000002.1	GCF_022834285.1	redundant
NZ_JAVKRQ010000001.1	GCF_022834285.1	redundant
NZ_JAVKRM010000001.1	GCF_022834285.1	redundant
NZ_FQMG01000001.1	GCF_022834285.1	redundant
NZ_BPSG01000001.1	GCF_022834285.1	redundant
NZ_BPRX01000001.1	GCF_022834285.1	redundant
NZ_FQRW01000001.1	GCF_022834285.1	redundant
NZ_FQMS01000001.1	GCF_022834285.1	redundant
NZ_KZ984531.1	GCF_022834285.1	redundant
NZ_JAGSCR010000002.1	GCF_023657275.1	dereplication_representative
NZ_JAGSBW010000002.1	GCF_023657275.1	redundant
NZ_JAGSBO010000002.1	GCF_023657275.1	redundant
NZ_JAGSBR010000002.1	GCF_023657275.1	redundant
NZ_JAGSBN010000002.1	GCF_023657275.1	redundant
NZ_JAGSBJ010000002.1	GCF_023657275.1	redundant
NZ_JAGSAT010000002.1	GCF_023657275.1	redundant
NZ_JAGSBF010000002.1	GCF_023657275.1	redundant
NZ_JAGSCQ010000002.1	GCF_023657275.1	redundant
NZ_JAGSCB010000002.1	GCF_023657275.1	redundant
NZ_JAGSAZ010000002.1	GCF_023657275.1	redundant
NZ_JAGSCM010000002.1	GCF_023657275.1	redundant
NZ_JAGSBI010000002.1	GCF_023657275.1	redundant
NZ_JAGSAU010000002.1	GCF_023657275.1	redundant
NZ_JAGSBE010000002.1	GCF_023657275.1	redundant
NZ_JAGSBU010000002.1	GCF_023657275.1	redundant
NZ_JAGSAS010000002.1	GCF_023657275.1	redundant
NZ_JAGSBC010000002.1	GCF_023657275.1	redundant
NZ_JAGSCN010000002.1	GCF_023657275.1	redundant
NZ_JAGSBS010000002.1	GCF_023657275.1	redundant
NZ_JAGSBZ010000002.1	GCF_023657275.1	redundant
NZ_JAGSAW010000002.1	GCF_023657275.1	redundant
NZ_JAGSCH010000002.1	GCF_023657275.1	redundant
NZ_JAGSBG010000002.1	GCF_023657275.1	redundant
NZ_JAGSBQ010000002.1	GCF_023657275.1	redundant
NZ_JAGSAR010000002.1	GCF_023657275.1	redundant
NZ_JAGSCD010000002.1	GCF_023657275.1	redundant
NZ_JAGSBD010000002.1	GCF_023657275.1	redundant
NZ_JAGSCP010000002.1	GCF_023657275.1	redundant
NZ_JAGSBT010000002.1	GCF_023657275.1	redundant
NZ_JAGSCA010000002.1	GCF_023657275.1	redundant
NZ_JAGSAY010000002.1	GCF_023657275.1	redundant
NZ_JAGSCG010000002.1	GCF_023657275.1	redundant
NZ_JAGSBH010000002.1	GCF_023657275.1	redundant
NZ_JAGSBV010000002.1	GCF_023657275.1	redundant
NZ_JAGSBY010000002.1	GCF_023657275.1	redundant
NZ_JAGSBL010000002.1	GCF_023657275.1	redundant
NZ_JAGSCF010000002.1	GCF_023657275.1	redundant
NZ_JAGSCC010000001.1	GCF_023657275.1	redundant
NZ_JAGSBX010000002.1	GCF_023657275.1	redundant
NZ_JAGSBP010000002.1	GCF_023657275.1	redundant
NZ_JAGSBM010000002.1	GCF_023657275.1	redundant
NZ_CP102956.1	GCF_024741435.1	dereplication_representative
NZ_CP102961.1	GCF_024741435.1	redundant
NZ_CP102959.1	GCF_024741495.1	dereplication_representative
NZ_CP102967.1	GCF_024741615.1	dereplication_representative
NZ_CP102974.1	GCF_024741715.1	dereplication_representative
JANVII010000001.1	GCF_024916345.1	dereplication_representative
JANVJO010000005.1	GCF_024916995.1	dereplication_representative
NZ_FMRA01000002.1	GCF_024916995.1	redundant
JARUXY010000003.1	GCF_024916995.1	redundant
NZ_UHCG01000001.1	GCF_024916995.1	redundant
NZ_FMQT01000003.1	GCF_024916995.1	redundant
JARUYE010000003.1	GCF_024916995.1	redundant
NZ_JAHVYO010000003.1	GCF_024916995.1	redundant
JARUYB010000002.1	GCF_024916995.1	redundant
NZ_JANVGI010000002.1	GCF_024916995.1	redundant
JARUXZ010000004.1	GCF_024916995.1	redundant
NZ_MAQR01000124.1	GCF_024916995.1	redundant
NZ_JAHCOR010000002.1	GCF_024916995.1	redundant
JARUYD010000003.1	GCF_024916995.1	redundant
NZ_FMRC01000004.1	GCF_024916995.1	redundant
JARUYA010000003.1	GCF_024916995.1	redundant
NZ_WOCR01000002.1	GCF_024916995.1	redundant
NZ_JANVGH010000009.1	GCF_024916995.1	redundant
NZ_WOCJ01000002.1	GCF_024916995.1	redundant
NZ_SZZB01000002.1	GCF_024916995.1	redundant
LR134088.1	GCF_024916995.1	redundant
JARUYF010000003.1	GCF_024916995.1	redundant
NZ_MAQG01000003.1	GCF_024916995.1	redundant
JARUYC010000003.1	GCF_024916995.1	redundant
NZ_UGZS01000001.1	GCF_024916995.1	redundant
JARZXT010000011.1	GCF_029951485.1	dereplication_representative
CP030479.1	GCF_029951485.1	redundant
NZ_JARAQT010000002.1	GCF_029951485.1	redundant
NZ_JARARZ010000002.1	GCF_029951485.1	redundant
DALRWL010000006.1	GCF_029951485.1	redundant
DAKOTY010000007.1	GCF_029951485.1	redundant
DALTFC010000005.1	GCF_029951485.1	redundant
NZ_JAGGIM010000001.1	GCF_029951485.1	redundant
JAMQZU010000004.1	GCF_029951485.1	redundant
NZ_OFVG01000049.1	GCF_029951485.1	redundant
NZ_JARAPM010000004.1	GCF_029951485.1	redundant
DANHXZ010000007.1	GCF_029951485.1	redundant
NZ_PZRO01000015.1	GCF_029951485.1	redundant
NZ_JARAQS010000001.1	GCF_029951485.1	redundant
JAFJQO010000001.1	GCF_029951485.1	redundant
JAUJZW010000004.1	GCF_029951485.1	redundant
NZ_JAKYYU010000010.1	GCF_029951485.1	redundant
NZ_JARART010000013.1	GCF_029951485.1	redundant
DAKJYW010000006.1	GCF_029951485.1	redundant
DALTDU010000005.1	GCF_029951485.1	redundant
JAMQYV010000001.1	GCF_029951485.1	redundant
NZ_JAOBSL010000001.1	GCF_029951485.1	redundant
NZ_JAKDEU010000005.1	GCF_029951485.1	redundant
NZ_JARAPK010000001.1	GCF_029951485.1	redundant
NZ_JARAQP010000001.1	GCF_029951485.1	redundant
DAOUOG010000005.1	GCF_029951485.1	redundant
NZ_JAKZAE010000009.1	GCF_029951485.1	redundant
NZ_JARARU010000009.1	GCF_029951485.1	redundant
NZ_JARIGJ010000004.1	GCF_029951485.1	redundant
DALSWX010000009.1	GCF_029951485.1	redundant
JAVUQM010000004.1	GCF_029951485.1	redundant
DAMKTC010000010.1	GCF_029951485.1	redundant
NZ_JANVGL010000005.1	GCF_029951485.1	redundant
NZ_JAQYUP010000001.1	GCF_029951485.1	redundant
NZ_JAURVG010000004.1	GCF_029951485.1	redundant
NZ_JARAQD010000001.1	GCF_029951485.1	redundant
NZ_JARARH010000002.1	GCF_029951485.1	redundant
NZ_JARIGI010000001.1	GCF_029951485.1	redundant
DALSTH010000006.1	GCF_029951485.1	redundant
JAKKAG010000004.1	GCF_029951485.1	redundant
NZ_FQIN01000001.1	GCF_029951485.1	redundant
NZ_CP096274.1	GCF_029951485.1	redundant
NZ_CATOWO010000004.1	GCF_029951485.1	redundant
NZ_JARAQB010000001.1	GCF_029951485.1	redundant
DAOIAH010000007.1	GCF_029951485.1	redundant
NZ_SZYK01000001.1	GCF_029951485.1	redundant
NZ_JARARE010000012.1	GCF_029951485.1	redundant
NZ_JARDYR010000004.1	GCF_029951485.1	redundant
DALSPU010000005.1	GCF_029951485.1	redundant
DAQCNN010000003.1	GCF_029951485.1	redundant
DAMJNH010000006.1	GCF_029951485.1	redundant
CAIHOM010000001.1	GCF_029951485.1	redundant
NZ_FQEH01000001.1	GCF_029951485.1	redundant
NZ_JAPVNL010000001.1	GCF_029951485.1	redundant
NZ_JARAPW010000004.1	GCF_029951485.1	redundant
DALTCR010000005.1	GCF_029951485.1	redundant
DARLSD010000008.1	GCF_029951485.1	redundant
NZ_JANAWG010000001.1	GCF_029951485.1	redundant
NZ_SZYL01000001.1	GCF_029951485.1	redundant
NZ_JARARB010000006.1	GCF_029951485.1	redundant
NZ_JAOBSK010000004.1	GCF_029951485.1	redundant
NZ_FQRQ01000002.1	GCF_029951485.1	redundant
JAUKBI010000002.1	GCF_029951485.1	redundant
NZ_JARDYT010000011.1	GCF_029951485.1	redundant
NZ_JARAPE010000004.1	GCF_029951485.1	redundant
DALSME010000005.1	GCF_029951485.1	redundant
NZ_JARAQL010000001.1	GCF_029951485.1	redundant
CP141492.1	GCF_029951485.1	redundant
NZ_JAHMRQ010000004.1	GCF_029951485.1	redundant
JAMRBY010000001.1	GCF_029951485.1	redundant
DAOKMN010000018.1	GCF_029951485.1	redundant
NZ_JARARR010000010.1	GCF_029951485.1	redundant
NZ_CP077916.1	GCF_029951485.1	redundant
NZ_WKGG01000001.1	GCF_029951485.1	redundant
NZ_JARZEZ010000001.1	GCF_029951485.1	redundant
NZ_JARAPV010000004.1	GCF_029951485.1	redundant
DALTBW010000004.1	GCF_029951485.1	redundant
DARIHS010000001.1	GCF_029951485.1	redundant
NZ_JARAQY010000004.1	GCF_029951485.1	redundant
DAMPSP010000002.1	GCF_029951485.1	redundant
JAUKAN010000003.1	GCF_029951485.1	redundant
NZ_JARDYN010000004.1	GCF_029951485.1	redundant
NZ_JARAPD010000004.1	GCF_029951485.1	redundant
DALSCW010000003.1	GCF_029951485.1	redundant
NZ_JARAQG010000001.1	GCF_029951485.1	redundant
DALWLO010000001.1	GCF_029951485.1	redundant
DASKWU010000006.1	GCF_029951485.1	redundant
JAMRBV010000001.1	GCF_029951485.1	redundant
NZ_JARARN010000012.1	GCF_029951485.1	redundant
NZ_CP015646.1	GCF_029951485.1	redundant
NZ_JAEAGF010000006.1	GCF_029951485.1	redundant
NZ_JARZFP010000002.1	GCF_029951485.1	redundant
NZ_JARAPS010000002.1	GCF_029951485.1	redundant
DALSZB010000006.1	GCF_029951485.1	redundant
DAQSJX010000011.1	GCF_029951485.1	redundant
RCVW01000003.1	GCF_029951485.1	redundant
DAMLLI010000004.1	GCF_029951485.1	redundant
NZ_JANVGM010000005.1	GCF_029951485.1	redundant
JAUJZP010000001.1	GCF_029951485.1	redundant
NZ_JARASB010000005.1	GCF_029951485.1	redundant
NZ_JARAPB010000004.1	GCF_029951485.1	redundant
DALRXX010000008.1	GCF_029951485.1	redundant
NZ_JASGBC010000005.1	GCF_029951485.1	redundant
NZ_JARAQF010000001.1	GCF_029951485.1	redundant
DALTFH010000007.1	GCF_029951485.1	redundant
JADGYC010000002.1	GCF_029951485.1	redundant
NZ_JARARJ010000006.1	GCF_029951485.1	redundant
JAIGAS010000001.1	GCF_029951485.1	redundant
NZ_JAPDGJ010000001.1	GCF_029951485.1	redundant
NZ_JARIGH010000004.1	GCF_029951485.1	redundant
NZ_JARAPO010000004.1	GCF_029951485.1	redundant
DALSVB010000007.1	GCF_029951485.1	redundant
DANHZY010000005.1	GCF_029951485.1	redundant
NZ_JARAQU010000004.1	GCF_029951485.1	redundant
NZ_GG697985.1	GCF_029951485.1	redundant
NZ_FQIS01000001.1	GCF_029951485.1	redundant
JAUJZX010000002.1	GCF_029951485.1	redundant
NZ_JARARY010000002.1	GCF_029951485.1	redundant
NZ_JAQYUO010000001.1	GCF_029951485.1	redundant
DALRVQ010000005.1	GCF_029951485.1	redundant
DAPWXC010000002.1	GCF_029951485.1	redundant
NZ_JARAQC010000001.1	GCF_029951485.1	redundant
DALTFF010000005.1	GCF_029951485.1	redundant
NZ_JAGFCF010000009.1	GCF_029951485.1	redundant
JAMQYX010000001.1	GCF_029951485.1	redundant
NZ_JARARI010000006.1	GCF_029951485.1	redundant
NZ_JAOBSO010000001.1	GCF_029951485.1	redundant
JAVHZW010000007.1	GCF_029951485.1	redundant
NZ_JARDYS010000004.1	GCF_029951485.1	redundant
NZ_JARAPL010000007.1	GCF_029951485.1	redundant
DALSRX010000006.1	GCF_029951485.1	redundant
DANHVE010000006.1	GCF_029951485.1	redundant
NZ_JARAQO010000002.1	GCF_029951485.1	redundant
CAIIML010000001.1	GCF_029951485.1	redundant
NZ_FQFR01000001.1	GCF_029951485.1	redundant
CP127822.1	GCF_029951485.1	redundant
NZ_JARARW010000006.1	GCF_029951485.1	redundant
NZ_CP096272.1	GCF_029951485.1	redundant
DALRHE010000002.1	GCF_029951485.1	redundant
NZ_JARAQA010000001.1	GCF_029951485.1	redundant
DALTDW010000006.1	GCF_029951485.1	redundant
DARMER010000004.1	GCF_029951485.1	redundant
NZ_JAFEJN010000002.1	GCF_029951485.1	redundant
JAMQYW010000001.1	GCF_029951485.1	redundant
DAOAON010000004.1	GCF_029951485.1	redundant
NZ_JARARF010000002.1	GCF_029951485.1	redundant
DAMSCE010000004.1	GCF_029951485.1	redundant
NZ_JAHZUC010000001.1	GCF_029951485.1	redundant
NZ_JAOBSH010000001.1	GCF_029951485.1	redundant
NZ_JARDYU010000004.1	GCF_029951485.1	redundant
NZ_JAKDEV010000003.1	GCF_029951485.1	redundant
NZ_JARAPI010000001.1	GCF_029951485.1	redundant
DALSNV010000008.1	GCF_029951485.1	redundant
NZ_CP038183.1	GCF_029951485.1	redundant
NZ_JARAQM010000001.1	GCF_029951485.1	redundant
DAMHEB010000005.1	GCF_029951485.1	redundant
CAIHAC010000001.1	GCF_029951485.1	redundant
JAHNUI010000002.1	GCF_029951485.1	redundant
NZ_FQDN01000003.1	GCF_029951485.1	redundant
DAOKOD010000004.1	GCF_029951485.1	redundant
NZ_JARARS010000003.1	GCF_029951485.1	redundant
NZ_CP077920.1	GCF_029951485.1	redundant
NZ_JAPMSU010000002.1	GCF_029951485.1	redundant
NZ_CP125895.1	GCF_029951485.1	redundant
NZ_JARAPY010000011.1	GCF_029951485.1	redundant
DALTCC010000006.1	GCF_029951485.1	redundant
DARLSF010000016.1	GCF_029951485.1	redundant
DANLNJ010000002.1	GCF_029951485.1	redundant
NZ_JARARC010000005.1	GCF_029951485.1	redundant
DAMQCN010000015.1	GCF_029951485.1	redundant
NZ_JAOBSJ010000001.1	GCF_029951485.1	redundant
JAUKAY010000001.1	GCF_029951485.1	redundant
NZ_JARDYP010000004.1	GCF_029951485.1	redundant
NZ_JARAPF010000004.1	GCF_029951485.1	redundant
DALSES010000007.1	GCF_029951485.1	redundant
NZ_JARAQK010000001.1	GCF_029951485.1	redundant
DAMFCJ010000007.1	GCF_029951485.1	redundant
CP141474.1	GCF_029951485.1	redundant
JAEVLD010000001.1	GCF_029951485.1	redundant
JAMRBW010000003.1	GCF_029951485.1	redundant
DAOKMC010000001.1	GCF_029951485.1	redundant
NZ_JALJBO010000004.1	GCF_029951485.1	redundant
NZ_JARARO010000038.1	GCF_029951485.1	redundant
NZ_JAINYG010000019.1	GCF_029951485.1	redundant
NZ_JARZFE010000003.1	GCF_029951485.1	redundant
NZ_JARAPT010000004.1	GCF_029951485.1	redundant
DALTAV010000005.1	GCF_029951485.1	redundant
DARFSH010000005.1	GCF_029951485.1	redundant
NZ_CP063801.1	GCF_029951485.1	redundant
NZ_JARARA010000003.1	GCF_029951485.1	redundant
JAUKAM010000003.1	GCF_029951485.1	redundant
NZ_JARDYM010000003.1	GCF_029951485.1	redundant
NZ_JARAPC010000005.1	GCF_029951485.1	redundant
DALSCI010000004.1	GCF_029951485.1	redundant
NZ_JARAQI010000001.1	GCF_029951485.1	redundant
DALUTZ010000001.1	GCF_029951485.1	redundant
JAMRAI010000004.1	GCF_029951485.1	redundant
NZ_JARARM010000006.1	GCF_029951485.1	redundant
JAFVKH010000001.1	GCF_029951485.1	redundant
NZ_JARZFR010000001.1	GCF_029951485.1	redundant
NZ_JARAPQ010000004.1	GCF_029951485.1	redundant
DALSXP010000007.1	GCF_029951485.1	redundant
JAVUVO010000001.1	GCF_029951485.1	redundant
NZ_RCVV01000002.1	GCF_029951485.1	redundant
NZ_JARAQV010000006.1	GCF_029951485.1	redundant
DAMLHZ010000003.1	GCF_029951485.1	redundant
NZ_JABTVH010000001.1	GCF_029951485.1	redundant
NZ_JANVGN010000001.1	GCF_029951485.1	redundant
JAUJZK010000080.1	GCF_029951485.1	redundant
NZ_JARASA010000005.1	GCF_029951485.1	redundant
NZ_JARAOZ010000008.1	GCF_029951485.1	redundant
DALRXM010000005.1	GCF_029951485.1	redundant
DAPZMO010000027.1	GCF_029951485.1	redundant
NZ_JASGBD010000014.1	GCF_029951485.1	redundant
NZ_JARAQE010000003.1	GCF_029951485.1	redundant
DALTFI010000006.1	GCF_029951485.1	redundant
JADGST010000001.1	GCF_029951485.1	redundant
JAMQZZ010000001.1	GCF_029951485.1	redundant
NZ_JARARK010000007.1	GCF_029951485.1	redundant
NZ_JAFCXQ010000005.1	GCF_029951485.1	redundant
NZ_OFVN01000037.1	GCF_029951485.1	redundant
DAPQKG010000007.1	GCF_029951485.1	redundant
NZ_JARIGG010000004.1	GCF_029951485.1	redundant
NZ_JARAPN010000004.1	GCF_029951485.1	redundant
DALSUE010000008.1	GCF_029951485.1	redundant
DANHYK010000005.1	GCF_029951485.1	redundant
NZ_BECT01000001.1	GCF_029951485.1	redundant
NZ_JARAQR010000004.1	GCF_029951485.1	redundant
NZ_FQIP01000001.1	GCF_029951485.1	redundant
JAUJZV010000003.1	GCF_029951485.1	redundant
NZ_JARARX010000032.1	GCF_029951485.1	redundant
NZ_JAQYUN010000001.1	GCF_029951485.1	redundant
NZ_CATOXL010000002.1	GCF_029951485.1	redundant
DALRUI010000009.1	GCF_029951485.1	redundant
NZ_JARAPZ010000006.1	GCF_029951485.1	redundant
DALTEE010000007.1	GCF_029951485.1	redundant
NZ_JAGFCN010000005.1	GCF_029951485.1	redundant
JAMQYY010000001.1	GCF_029951485.1	redundant
DAOIBC010000006.1	GCF_029951485.1	redundant
NZ_VDPG01000003.1	GCF_029951485.1	redundant
NZ_JARARG010000016.1	GCF_029951485.1	redundant
NZ_JAOBSM010000001.1	GCF_029951485.1	redundant
NZ_JARAPJ010000005.1	GCF_029951485.1	redundant
DALSRY010000003.1	GCF_029951485.1	redundant
NZ_JABVAB010000003.1	GCF_029951485.1	redundant
NZ_JAMWTB010000001.1	GCF_029951485.1	redundant
DANHSU010000006.1	GCF_029951485.1	redundant
NZ_PZTO01000003.1	GCF_029951485.1	redundant
NZ_JARAQQ010000001.1	GCF_029951485.1	redundant
CAIHQY010000001.1	GCF_029951485.1	redundant
NZ_FQFN01000001.1	GCF_029951485.1	redundant
NZ_JAKYZJ010000009.1	GCF_029951485.1	redundant
NZ_JARARV010000003.1	GCF_029951485.1	redundant
NZ_JAQFXG010000001.1	GCF_029951485.1	redundant
NZ_JARAPX010000003.1	GCF_029951485.1	redundant
DALTDT010000004.1	GCF_029951485.1	redundant
NZ_CP075562.1	GCF_029951485.1	redundant
DAOAMN010000005.1	GCF_029951485.1	redundant
NZ_JARARD010000005.1	GCF_029951485.1	redundant
JAUKCJ010000002.1	GCF_029951485.1	redundant
NZ_JARAPH010000001.1	GCF_029951485.1	redundant
DALSMJ010000007.1	GCF_029951485.1	redundant
DAQCNL010000005.1	GCF_029951485.1	redundant
NZ_JARAQN010000001.1	GCF_029951485.1	redundant
JAHNPY010000001.1	GCF_029951485.1	redundant
NZ_FQDA01000002.1	GCF_029951485.1	redundant
NZ_JALJBJ010000004.1	GCF_029951485.1	redundant
NZ_JARARQ010000007.1	GCF_029951485.1	redundant
NZ_CP077917.1	GCF_029951485.1	redundant
NZ_JAPMSV010000001.1	GCF_029951485.1	redundant
