representative	cluster_size
GCF_007679945.1_ASM767994v1_genomic.fna.gz	2
GCF_007827595.1_ASM782759v1_genomic.fna.gz	5
GCF_007829925.1_ASM782992v1_genomic.fna.gz	1
GCF_007845675.1_ASM784567v1_genomic.fna.gz	2
GCF_007896895.1_ASM789689v1_genomic.fna.gz	1
GCF_008042075.1_ASM804207v1_genomic.fna.gz	1
GCF_008042275.1_ASM804227v1_genomic.fna.gz	2
GCF_008065375.1_ASM806537v1_genomic.fna.gz	1
GCF_008085895.1_ASM808589v1_genomic.fna.gz	2
GCF_008085905.1_ASM808590v1_genomic.fna.gz	2
GCF_008086045.1_ASM808604v1_genomic.fna.gz	1
GCF_008121305.1_ASM812130v1_genomic.fna.gz	1
GCF_008180165.1_ASM818016v1_genomic.fna.gz	2
GCF_008271805.1_ASM827180v1_genomic.fna.gz	1
GCF_008386495.1_ASM838649v1_genomic.fna.gz	2
GCF_008386585.1_ASM838658v1_genomic.fna.gz	1
GCF_008634025.1_ASM863402v1_genomic.fna.gz	1
GCF_008642335.1_ASM864233v1_genomic.fna.gz	1
GCF_008704205.1_ASM870420v1_genomic.fna.gz	1
GCF_008806595.1_ASM880659v1_genomic.fna.gz	2
GCF_008868685.1_ASM886868v1_genomic.fna.gz	1
GCF_008923185.1_ASM892318v1_genomic.fna.gz	1
GCF_008923205.2_ASM892320v2_genomic.fna.gz	1
GCF_008923365.1_ASM892336v1_genomic.fna.gz	2
GCF_008932075.1_ASM893207v1_genomic.fna.gz	1
GCF_009208535.1_ASM920853v1_genomic.fna.gz	4
GCF_009296285.1_ASM929628v1_genomic.fna.gz	3
GCF_009299385.1_ASM929938v1_genomic.fna.gz	10
GCF_009377235.1_ASM937723v1_genomic.fna.gz	1
GCF_009498275.1_ASM949827v1_genomic.fna.gz	1
GCF_009569385.1_ASM956938v1_genomic.fna.gz	1
GCF_009604455.1_ASM960445v1_genomic.fna.gz	1
GCF_009649815.1_ASM964981v1_genomic.fna.gz	1
GCF_009707865.1_ASM970786v1_genomic.fna.gz	1
GCF_009709575.1_ASM970957v1_genomic.fna.gz	1
GCF_009720365.1_ASM972036v1_genomic.fna.gz	1
GCF_009720385.1_ASM972038v1_genomic.fna.gz	1
GCF_009728995.1_ASM972899v1_genomic.fna.gz	1
GCF_009739465.1_ASM973946v1_genomic.fna.gz	1
GCF_009739905.1_ASM973990v1_genomic.fna.gz	1
GCF_009760925.1_ASM976092v1_genomic.fna.gz	1
GCF_009765355.1_ASM976535v1_genomic.fna.gz	2
GCF_009769385.1_ASM976938v1_genomic.fna.gz	1
GCF_009769735.1_ASM976973v1_genomic.fna.gz	1
GCF_009827025.1_ASM982702v1_genomic.fna.gz	3
GCF_009829305.1_ASM982930v1_genomic.fna.gz	3
GCF_009829325.1_ASM982932v1_genomic.fna.gz	1
GCF_009832925.1_ASM983292v1_genomic.fna.gz	1
GCF_009852415.1_ASM985241v1_genomic.fna.gz	1
GCF_009857135.1_ASM985713v1_genomic.fna.gz	1
GCF_009862125.1_ASM986212v1_genomic.fna.gz	1
GCF_009862145.1_ASM986214v1_genomic.fna.gz	5
GCF_009862225.1_ASM986222v1_genomic.fna.gz	2
GCF_009862305.1_ASM986230v1_genomic.fna.gz	2
GCF_009862825.1_ASM986282v1_genomic.fna.gz	6
GCF_009862925.1_ASM986292v1_genomic.fna.gz	3
GCF_009862985.1_ASM986298v1_genomic.fna.gz	3
GCF_009863265.1_ASM986326v1_genomic.fna.gz	6
GCF_009864845.1_ASM986484v1_genomic.fna.gz	2
GCF_009865135.1_ASM986513v1_genomic.fna.gz	1
GCF_009865305.1_ASM986530v1_genomic.fna.gz	2
GCF_009865325.1_ASM986532v1_genomic.fna.gz	2
GCF_009865605.1_ASM986560v1_genomic.fna.gz	10
GCF_009908215.1_ASM990821v1_genomic.fna.gz	2
GCF_010122465.1_ASM1012246v1_genomic.fna.gz	1
GCF_010548065.1_ASM1054806v1_genomic.fna.gz	1
GCF_010548115.1_ASM1054811v1_genomic.fna.gz	1
GCF_010548245.1_ASM1054824v1_genomic.fna.gz	1
GCF_010548385.1_ASM1054838v1_genomic.fna.gz	1
GCF_010548505.1_ASM1054850v1_genomic.fna.gz	1
GCF_010548575.1_ASM1054857v1_genomic.fna.gz	9
GCF_010548715.1_ASM1054871v1_genomic.fna.gz	1
GCF_010550405.1_ASM1055040v1_genomic.fna.gz	6
GCF_010550415.1_ASM1055041v1_genomic.fna.gz	1
GCF_010550475.1_ASM1055047v1_genomic.fna.gz	1
GCF_010550525.1_ASM1055052v1_genomic.fna.gz	2
GCF_010993745.1_ASM1099374v1_genomic.fna.gz	1
GCF_011045025.1_ASM1104502v1_genomic.fna.gz	1
GCF_011045075.1_ASM1104507v1_genomic.fna.gz	2
GCF_011055525.1_ASM1105552v1_genomic.fna.gz	7
GCF_011067745.1_ASM1106774v1_genomic.fna.gz	1
GCF_011291845.1_ASM1129184v1_genomic.fna.gz	2
GCF_011297315.1_ASM1129731v1_genomic.fna.gz	3
GCF_011320225.1_ASM1132022v1_genomic.fna.gz	1
GCF_011421595.1_ASM1142159v1_genomic.fna.gz	1
GCF_011694815.1_ASM1169481v1_genomic.fna.gz	1
GCF_011801125.1_ASM1180112v1_genomic.fna.gz	1
GCF_011801145.1_ASM1180114v1_genomic.fna.gz	3
GCF_011801165.1_ASM1180116v1_genomic.fna.gz	2
GCF_011947195.1_ASM1194719v1_genomic.fna.gz	1
GCF_012034175.1_ASM1203417v1_genomic.fna.gz	1
GCF_012184385.1_ASM1218438v1_genomic.fna.gz	1
GCF_012273655.1_ASM1227365v1_genomic.fna.gz	1
GCF_012396055.1_ASM1239605v1_genomic.fna.gz	3
GCF_012396365.1_ASM1239636v1_genomic.fna.gz	2
GCF_012726175.1_ASM1272617v1_genomic.fna.gz	1
GCF_012726235.1_ASM1272623v1_genomic.fna.gz	1
GCF_012726265.1_ASM1272626v1_genomic.fna.gz	1
GCF_012927245.1_ASM1292724v1_genomic.fna.gz	2
GCF_013018355.1_ASM1301835v1_genomic.fna.gz	2
GCF_013055795.1_ASM1305579v1_genomic.fna.gz	2
GCF_013280595.1_4NS15_2019_02_14_genomic.fna.gz	1
GCF_013315795.1_ASM1331579v1_genomic.fna.gz	1
GCF_013345665.1_ASM1334566v1_genomic.fna.gz	1
GCF_013363975.1_ASM1336397v1_genomic.fna.gz	1
GCF_013364155.1_ASM1336415v1_genomic.fna.gz	1
GCF_013364235.1_ASM1336423v1_genomic.fna.gz	1
GCF_013375055.1_ASM1337505v1_genomic.fna.gz	2
GCF_013394065.1_ASM1339406v1_genomic.fna.gz	2
GCF_013401435.1_ASM1340143v1_genomic.fna.gz	1
GCF_013407765.1_ASM1340776v1_genomic.fna.gz	1
GCF_013408175.1_ASM1340817v1_genomic.fna.gz	2
GCF_013410185.1_ASM1341018v1_genomic.fna.gz	1
GCF_013410445.1_ASM1341044v1_genomic.fna.gz	1
GCF_013410645.1_ASM1341064v1_genomic.fna.gz	1
GCF_013410755.1_ASM1341075v1_genomic.fna.gz	1
GCF_013416675.1_ASM1341667v1_genomic.fna.gz	1
GCF_013433285.1_ASM1343328v1_genomic.fna.gz	3
GCF_013449725.1_ASM1344972v1_genomic.fna.gz	2
GCF_013618545.1_ASM1361854v1_genomic.fna.gz	3
GCF_013694245.2_ASM1369424v2_genomic.fna.gz	1
GCF_013839485.1_ASM1383948v1_genomic.fna.gz	1
GCF_013870515.1_ASM1387051v1_genomic.fna.gz	1
GCF_013870535.1_ASM1387053v1_genomic.fna.gz	1
GCF_013870595.1_ASM1387059v1_genomic.fna.gz	1
GCF_014070435.1_ASM1407043v1_genomic.fna.gz	6
GCF_014076605.1_ASM1407660v1_genomic.fna.gz	1
GCF_014138835.1_ASM1413883v1_genomic.fna.gz	1
GCF_014141525.1_ASM1414152v1_genomic.fna.gz	1
GCF_014141535.1_ASM1414153v1_genomic.fna.gz	1
GCF_014145675.1_ASM1414567v1_genomic.fna.gz	2
GCF_014161375.1_ASM1416137v1_genomic.fna.gz	1
GCF_014191075.1_ASM1419107v1_genomic.fna.gz	2
GCF_014203235.1_ASM1420323v1_genomic.fna.gz	1
GCF_014203395.1_ASM1420339v1_genomic.fna.gz	1
GCF_014203505.1_ASM1420350v1_genomic.fna.gz	9
GCF_014203545.1_ASM1420354v1_genomic.fna.gz	3
GCF_014203625.1_ASM1420362v1_genomic.fna.gz	2
GCF_014203705.1_ASM1420370v1_genomic.fna.gz	1
GCF_014203715.1_ASM1420371v1_genomic.fna.gz	1
GCF_014203855.1_ASM1420385v1_genomic.fna.gz	1
GCF_014204795.1_ASM1420479v1_genomic.fna.gz	1
GCF_014205015.1_ASM1420501v1_genomic.fna.gz	1
GCF_014205155.1_ASM1420515v1_genomic.fna.gz	2
GCF_014257025.1_ASM1425702v1_genomic.fna.gz	1
GCF_014280945.1_ASM1428094v1_genomic.fna.gz	1
GCF_014323665.1_ASM1432366v1_genomic.fna.gz	1
GCF_014472385.1_ASM1447238v1_genomic.fna.gz	1
GCF_014489635.1_ASM1448963v1_genomic.fna.gz	2
GCF_014596445.1_ASM1459644v1_genomic.fna.gz	2
GCF_014596465.1_ASM1459646v1_genomic.fna.gz	1
GCF_014596475.1_ASM1459647v1_genomic.fna.gz	3
GCF_014596525.1_ASM1459652v1_genomic.fna.gz	2
GCF_014596915.1_ASM1459691v1_genomic.fna.gz	3
GCF_014621695.1_ASM1462169v1_genomic.fna.gz	1
GCF_014645735.1_ASM1464573v1_genomic.fna.gz	2
GCF_014645775.1_ASM1464577v1_genomic.fna.gz	2
GCF_014645795.1_ASM1464579v1_genomic.fna.gz	1
GCF_014645815.1_ASM1464581v1_genomic.fna.gz	1
GCF_014645835.1_ASM1464583v1_genomic.fna.gz	1
GCF_014645855.1_ASM1464585v1_genomic.fna.gz	3
GCF_014646055.1_ASM1464605v1_genomic.fna.gz	1
GCF_014646095.1_ASM1464609v1_genomic.fna.gz	2
GCF_014646115.1_ASM1464611v1_genomic.fna.gz	1
GCF_014646255.1_ASM1464625v1_genomic.fna.gz	1
GCF_014646275.1_ASM1464627v1_genomic.fna.gz	1
GCF_014648075.1_ASM1464807v1_genomic.fna.gz	2
GCF_014648455.1_ASM1464845v1_genomic.fna.gz	2
GCF_014648555.1_ASM1464855v1_genomic.fna.gz	2
GCF_014648635.1_ASM1464863v1_genomic.fna.gz	1
GCF_014648675.1_ASM1464867v1_genomic.fna.gz	3
GCF_014648775.1_ASM1464877v1_genomic.fna.gz	2
GCF_014648815.1_ASM1464881v1_genomic.fna.gz	1
GCF_014648915.1_ASM1464891v1_genomic.fna.gz	1
GCF_014648975.1_ASM1464897v1_genomic.fna.gz	1
GCF_014649415.1_ASM1464941v1_genomic.fna.gz	4
GCF_014649435.1_ASM1464943v1_genomic.fna.gz	2
GCF_014649455.1_ASM1464945v1_genomic.fna.gz	3
GCF_014649495.1_ASM1464949v1_genomic.fna.gz	1
GCF_014649535.1_ASM1464953v1_genomic.fna.gz	1
GCF_014649655.1_ASM1464965v1_genomic.fna.gz	1
GCF_014649675.1_ASM1464967v1_genomic.fna.gz	1
GCF_014649715.1_ASM1464971v1_genomic.fna.gz	4
GCF_014649735.1_ASM1464973v1_genomic.fna.gz	1
GCF_014649755.1_ASM1464975v1_genomic.fna.gz	1
GCF_014649775.1_ASM1464977v1_genomic.fna.gz	1
GCF_014649795.1_ASM1464979v1_genomic.fna.gz	1
GCF_014649815.1_ASM1464981v1_genomic.fna.gz	2
GCF_014649855.1_ASM1464985v1_genomic.fna.gz	1
GCF_014649955.1_ASM1464995v1_genomic.fna.gz	2
GCF_014650195.1_ASM1465019v1_genomic.fna.gz	1
GCF_014650275.1_ASM1465027v1_genomic.fna.gz	1
GCF_014650335.1_ASM1465033v1_genomic.fna.gz	1
GCF_014650375.1_ASM1465037v1_genomic.fna.gz	4
GCF_014650415.1_ASM1465041v1_genomic.fna.gz	1
GCF_014650435.1_ASM1465043v1_genomic.fna.gz	1
GCF_014650455.1_ASM1465045v1_genomic.fna.gz	3
GCF_014650475.1_ASM1465047v1_genomic.fna.gz	1
GCF_014650715.1_ASM1465071v1_genomic.fna.gz	1
GCF_014650775.1_ASM1465077v1_genomic.fna.gz	3
GCF_014650995.1_ASM1465099v1_genomic.fna.gz	2
GCF_014651195.1_ASM1465119v1_genomic.fna.gz	4
GCF_014653695.1_ASM1465369v1_genomic.fna.gz	1
GCF_014653855.1_ASM1465385v1_genomic.fna.gz	2
GCF_014654365.1_ASM1465436v1_genomic.fna.gz	1
GCF_014654785.1_ASM1465478v1_genomic.fna.gz	1
GCF_014654935.1_ASM1465493v1_genomic.fna.gz	1
GCF_014655295.1_ASM1465529v1_genomic.fna.gz	4
GCF_014655595.1_ASM1465559v1_genomic.fna.gz	4
GCF_014655715.1_ASM1465571v1_genomic.fna.gz	2
GCF_014655855.1_ASM1465585v1_genomic.fna.gz	2
GCF_014655955.1_ASM1465595v1_genomic.fna.gz	1
GCF_014656055.1_ASM1465605v1_genomic.fna.gz	1
GCF_014656095.1_ASM1465609v1_genomic.fna.gz	1
GCF_014656195.1_ASM1465619v1_genomic.fna.gz	1
GCF_014656235.1_ASM1465623v1_genomic.fna.gz	2
GCF_014656275.1_ASM1465627v1_genomic.fna.gz	2
GCF_014656315.1_ASM1465631v1_genomic.fna.gz	3
GCF_014706005.1_ASM1470600v1_genomic.fna.gz	3
GCF_014873115.1_ASM1487311v1_genomic.fna.gz	2
GCF_014873935.1_ASM1487393v1_genomic.fna.gz	1
GCF_014905535.1_ASM1490553v1_genomic.fna.gz	1
GCF_014905555.1_ASM1490555v1_genomic.fna.gz	2
GCF_014930405.1_ASM1493040v1_genomic.fna.gz	15
GCF_015160855.1_ASM1516085v1_genomic.fna.gz	1
GCF_015163075.1_ASM1516307v1_genomic.fna.gz	1
GCF_015355715.1_ASM1535571v1_genomic.fna.gz	1
GCF_015476965.1_ASM1547696v1_genomic.fna.gz	2
GCF_015476985.1_ASM1547698v1_genomic.fna.gz	1
GCF_015477085.1_ASM1547708v1_genomic.fna.gz	5
GCF_015477305.1_ASM1547730v1_genomic.fna.gz	4
GCF_015477435.1_ASM1547743v1_genomic.fna.gz	1
GCF_015477605.1_ASM1547760v1_genomic.fna.gz	1
GCF_015477765.1_ASM1547776v1_genomic.fna.gz	1
GCF_015477775.1_ASM1547777v1_genomic.fna.gz	2
GCF_015477835.1_ASM1547783v1_genomic.fna.gz	1
GCF_015478285.1_ASM1547828v1_genomic.fna.gz	1
GCF_015478325.1_ASM1547832v1_genomic.fna.gz	1
GCF_015645445.1_ASM1564544v1_genomic.fna.gz	1
GCF_015710995.1_ASM1571099v1_genomic.fna.gz	3
GCF_015712165.1_ASM1571216v1_genomic.fna.gz	1
GCF_015776785.2_ASM1577678v2_genomic.fna.gz	1
GCF_015910445.1_ASM1591044v1_genomic.fna.gz	1
GCF_016464305.1_ASM1646430v1_genomic.fna.gz	1
GCF_016482685.1_ASM1648268v1_genomic.fna.gz	1
GCF_016491645.1_ASM1649164v1_genomic.fna.gz	12
GCF_016598485.1_ASM1659848v1_genomic.fna.gz	1
GCF_016598615.1_ASM1659861v1_genomic.fna.gz	1
GCF_016612605.1_ASM1661260v1_genomic.fna.gz	4
GCF_016612755.1_ASM1661275v1_genomic.fna.gz	24
GCF_016695385.1_ASM1669538v1_genomic.fna.gz	1
GCF_016741855.1_ASM1674185v1_genomic.fna.gz	2
GCF_016756395.1_ASM1675639v1_genomic.fna.gz	3
GCF_016757295.1_ASM1675729v1_genomic.fna.gz	1
GCF_016862135.1_ASM1686213v1_genomic.fna.gz	2
GCF_016862155.1_ASM1686215v1_genomic.fna.gz	4
GCF_016862375.1_ASM1686237v1_genomic.fna.gz	1
GCF_016862575.1_ASM1686257v1_genomic.fna.gz	1
GCF_016862615.1_ASM1686261v1_genomic.fna.gz	2
GCF_016863355.1_ASM1686335v1_genomic.fna.gz	2
GCF_016863395.1_ASM1686339v1_genomic.fna.gz	2
GCF_016863415.1_ASM1686341v1_genomic.fna.gz	2
GCF_016907655.1_ASM1690765v1_genomic.fna.gz	1
GCF_016907955.1_ASM1690795v1_genomic.fna.gz	1
GCF_016916835.1_ASM1691683v1_genomic.fna.gz	4
GCF_016918855.1_ASM1691885v1_genomic.fna.gz	2
GCF_016921115.1_ASM1692111v1_genomic.fna.gz	1
GCF_016925615.1_ASM1692561v1_genomic.fna.gz	1
GCF_017114865.1_ASM1711486v1_genomic.fna.gz	1
GCF_017168235.1_ASM1716823v1_genomic.fna.gz	1
GCF_017309385.1_ASM1730938v1_genomic.fna.gz	1
GCF_017312175.1_ASM1731217v1_genomic.fna.gz	1
GCF_017353455.1_ASM1735345v1_genomic.fna.gz	1
GCF_017377775.1_ASM1737777v1_genomic.fna.gz	1
GCF_017526105.1_ASM1752610v1_genomic.fna.gz	1
GCF_017573465.1_ASM1757346v1_genomic.fna.gz	1
GCF_017573545.1_ASM1757354v1_genomic.fna.gz	4
GCF_017614965.1_ASM1761496v1_genomic.fna.gz	1
GCF_017813245.1_ASM1781324v1_genomic.fna.gz	1
GCF_017813315.1_ASM1781331v1_genomic.fna.gz	1
GCF_017874495.1_ASM1787449v1_genomic.fna.gz	3
GCF_017875555.1_ASM1787555v1_genomic.fna.gz	1
GCF_017875645.1_ASM1787564v1_genomic.fna.gz	1
GCF_017876625.1_ASM1787662v1_genomic.fna.gz	1
GCF_017948485.1_ASM1794848v1_genomic.fna.gz	2
GCF_018070025.1_ASM1807002v1_genomic.fna.gz	2
GCF_018070095.1_ASM1807009v1_genomic.fna.gz	1
GCF_018070125.1_ASM1807012v1_genomic.fna.gz	8
GCF_018070255.1_ASM1807025v1_genomic.fna.gz	1
GCF_018070535.1_ASM1807053v1_genomic.fna.gz	1
GCF_018263855.1_ASM1826385v1_genomic.fna.gz	1
GCF_018310535.1_ASM1831053v1_genomic.fna.gz	2
GCF_018326265.1_ASM1832626v1_genomic.fna.gz	1
GCF_018327705.1_ASM1832770v1_genomic.fna.gz	1
GCF_018362975.1_ASM1836297v1_genomic.fna.gz	1
GCF_018499875.1_ASM1849987v1_genomic.fna.gz	1
GCF_018531465.1_ASM1853146v1_genomic.fna.gz	2
GCF_018603865.1_ASM1860386v1_genomic.fna.gz	4
GCF_018614035.1_ASM1861403v1_genomic.fna.gz	1
GCF_018614055.1_ASM1861405v1_genomic.fna.gz	3
GCF_018614415.1_ASM1861441v1_genomic.fna.gz	1
GCF_018614475.1_ASM1861447v1_genomic.fna.gz	3
GCF_018614525.1_ASM1861452v1_genomic.fna.gz	2
GCF_018614575.1_ASM1861457v1_genomic.fna.gz	1
GCF_018614585.1_ASM1861458v1_genomic.fna.gz	1
GCF_018619555.1_ASM1861955v1_genomic.fna.gz	18
GCF_018927715.1_ASM1892771v1_genomic.fna.gz	8
GCF_019038455.1_ASM1903845v1_genomic.fna.gz	1
GCF_019049165.1_ASM1904916v1_genomic.fna.gz	1
GCF_019049325.1_ASM1904932v1_genomic.fna.gz	1
GCF_019049345.1_ASM1904934v1_genomic.fna.gz	3
GCF_019056675.1_ASM1905667v1_genomic.fna.gz	1
GCF_019083965.1_ASM1908396v1_genomic.fna.gz	2
GCF_019091445.1_ASM1909144v1_genomic.fna.gz	2
GCF_019091475.1_ASM1909147v1_genomic.fna.gz	1
GCF_019219825.1_ASM1921982v1_genomic.fna.gz	1
GCF_019303495.1_ASM1930349v1_genomic.fna.gz	1
GCF_019375475.1_ASM1937547v1_genomic.fna.gz	1
GCF_019400875.1_ASM1940087v1_genomic.fna.gz	1
GCF_019468565.1_ASM1946856v1_genomic.fna.gz	1
GCF_019510245.1_ASM1951024v1_genomic.fna.gz	1
GCF_019641555.1_ASM1964155v1_genomic.fna.gz	1
GCF_019704555.1_ASM1970455v1_genomic.fna.gz	1
GCF_019710745.1_ASM1971074v1_genomic.fna.gz	1
GCF_019733235.1_ASM1973323v1_genomic.fna.gz	1
GCF_019857225.1_ASM1985722v1_genomic.fna.gz	5
GCF_019890615.1_ASM1989061v1_genomic.fna.gz	1
GCF_020024005.1_ASM2002400v1_genomic.fna.gz	1
GCF_020037025.1_ASM2003702v1_genomic.fna.gz	2
GCF_020092465.1_ASM2009246v1_genomic.fna.gz	3
GCF_020092645.1_ASM2009264v1_genomic.fna.gz	1
GCF_020181035.1_ASM2018103v1_genomic.fna.gz	1
GCF_020216025.1_ASM2021602v1_genomic.fna.gz	1
GCF_020361265.1_ASM2036126v1_genomic.fna.gz	2
GCF_020400595.2_ASM2040059v2_genomic.fna.gz	1
GCF_020400655.1_ASM2040065v1_genomic.fna.gz	2
GCF_020400825.1_ASM2040082v1_genomic.fna.gz	2
GCF_020410765.1_ASM2041076v1_genomic.fna.gz	2
GCF_020532645.1_ASM2053264v1_genomic.fna.gz	1
GCF_020564935.1_ASM2056493v1_genomic.fna.gz	1
GCF_020685565.1_ASM2068556v1_genomic.fna.gz	1
GCF_020733705.1_ASM2073370v1_genomic.fna.gz	1
GCF_020739505.1_ASM2073950v1_genomic.fna.gz	2
GCF_020740835.1_ASM2074083v1_genomic.fna.gz	1
GCF_020859565.1_ASM2085956v1_genomic.fna.gz	1
GCF_020873955.1_ASM2087395v1_genomic.fna.gz	1
GCF_020884795.1_ASM2088479v1_genomic.fna.gz	1
GCF_020889545.1_ASM2088954v1_genomic.fna.gz	1
GCF_020982505.1_ASM2098250v1_genomic.fna.gz	3
GCF_020982545.1_ASM2098254v1_genomic.fna.gz	1
GCF_020991275.1_ASM2099127v1_genomic.fna.gz	1
GCF_020991365.1_ASM2099136v1_genomic.fna.gz	1
GCF_020995455.1_ASM2099545v1_genomic.fna.gz	1
GCF_021029465.1_ASM2102946v1_genomic.fna.gz	1
GCF_021056305.1_ASM2105630v1_genomic.fna.gz	3
GCF_021056325.1_ASM2105632v1_genomic.fna.gz	1
GCF_021165735.1_ASM2116573v1_genomic.fna.gz	1
GCF_021173675.1_ASM2117367v1_genomic.fna.gz	2
GCF_021183565.1_ASM2118356v1_genomic.fna.gz	1
GCF_021183605.1_ASM2118360v1_genomic.fna.gz	1
GCF_021183625.1_ASM2118362v1_genomic.fna.gz	1
GCF_021183645.1_ASM2118364v1_genomic.fna.gz	1
GCF_021216675.1_ASM2121667v1_genomic.fna.gz	1
GCF_021228125.1_ASM2122812v1_genomic.fna.gz	6
GCF_021390235.1_ASM2139023v1_genomic.fna.gz	4
GCF_021390475.1_ASM2139047v1_genomic.fna.gz	2
GCF_021394575.1_ASM2139457v1_genomic.fna.gz	2
GCF_021432205.1_ASM2143220v1_genomic.fna.gz	8
GCF_021462825.1_ASM2146282v1_genomic.fna.gz	4
GCF_021474425.1_ASM2147442v1_genomic.fna.gz	1
GCF_021496485.1_ASM2149648v1_genomic.fna.gz	2
GCF_021538775.1_ASM2153877v1_genomic.fna.gz	1
GCF_021538815.1_ASM2153881v1_genomic.fna.gz	1
GCF_021538895.1_ASM2153889v1_genomic.fna.gz	1
GCF_021545335.1_ASM2154533v1_genomic.fna.gz	1
GCF_021696945.1_ASM2169694v1_genomic.fna.gz	1
GCF_021892415.1_ASM2189241v1_genomic.fna.gz	5
GCF_022220465.1_ASM2222046v1_genomic.fna.gz	2
GCF_022229005.1_ASM2222900v1_genomic.fna.gz	1
GCF_022229015.1_ASM2222901v1_genomic.fna.gz	1
GCF_022230905.1_ASM2223090v1_genomic.fna.gz	3
GCF_022230935.1_ASM2223093v1_genomic.fna.gz	3
GCF_022230955.1_ASM2223095v1_genomic.fna.gz	1
GCF_022288725.1_ASM2228872v1_genomic.fna.gz	1
GCF_022343545.1_ASM2234354v1_genomic.fna.gz	2
GCF_022347745.1_ASM2234774v1_genomic.fna.gz	1
GCF_022385335.1_ASM2238533v1_genomic.fna.gz	1
GCF_022392825.1_ASM2239282v1_genomic.fna.gz	2
GCF_022414535.1_ASM2241453v1_genomic.fna.gz	2
GCF_022414595.1_ASM2241459v1_genomic.fna.gz	2
GCF_022614595.1_ASM2261459v1_genomic.fna.gz	2
GCF_022664455.2_ASM2266445v2_genomic.fna.gz	1
GCF_022695595.1_ASM2269559v1_genomic.fna.gz	1
GCF_022698145.1_ASM2269814v1_genomic.fna.gz	2
GCF_022698165.1_ASM2269816v1_genomic.fna.gz	3
GCF_022751195.1_ASM2275119v1_genomic.fna.gz	2
GCF_022751215.1_ASM2275121v1_genomic.fna.gz	3
GCF_022808175.1_ASM2280817v1_genomic.fna.gz	1
GCF_022828475.1_ASM2282847v1_genomic.fna.gz	1
GCF_022846675.1_ASM2284667v1_genomic.fna.gz	2
GCF_023008405.1_ASM2300840v1_genomic.fna.gz	1
GCF_023023025.1_ASM2302302v1_genomic.fna.gz	1
GCF_023094165.1_ASM2309416v1_genomic.fna.gz	2
GCF_023155275.1_ASM2315527v1_genomic.fna.gz	1
GCF_023242965.2_ASM2324296v2_genomic.fna.gz	1
GCF_023243045.1_ASM2324304v1_genomic.fna.gz	1
GCF_023243075.1_ASM2324307v2_genomic.fna.gz	1
GCF_023276435.1_ASM2327643v1_genomic.fna.gz	2
GCF_023277745.1_ASM2327774v1_genomic.fna.gz	1
GCF_023330645.1_ASM2333064v1_genomic.fna.gz	4
GCF_023370675.1_ASM2337067v1_genomic.fna.gz	2
GCF_023515955.1_ASM2351595v1_genomic.fna.gz	2
GCF_023534745.1_ASM2353474v1_genomic.fna.gz	1
GCF_023544705.1_ASM2354470v1_genomic.fna.gz	3
GCF_023554615.1_ASM2355461v1_genomic.fna.gz	1
GCF_023630175.1_ASM2363017v1_genomic.fna.gz	2
GCF_023701525.1_ASM2370152v1_genomic.fna.gz	1
GCF_023701695.1_ASM2370169v1_genomic.fna.gz	1
GCF_023702655.1_ASM2370265v1_genomic.fna.gz	1
GCF_023713605.1_ASM2371360v1_genomic.fna.gz	5
GCF_023716925.1_ASM2371692v1_genomic.fna.gz	1
GCF_023716945.1_ASM2371694v1_genomic.fna.gz	1
GCF_023740755.1_ASM2374075v1_genomic.fna.gz	4
GCF_023897065.1_ASM2389706v1_genomic.fna.gz	2
GCF_023923245.1_ASM2392324v1_genomic.fna.gz	1
GCF_023930305.1_ASM2393030v1_genomic.fna.gz	4
GCF_024055675.1_ASM2405567v1_genomic.fna.gz	1
GCF_024055715.1_ASM2405571v1_genomic.fna.gz	1
GCF_024055795.1_ASM2405579v1_genomic.fna.gz	1
GCF_024107515.1_ASM2410751v1_genomic.fna.gz	26
GCF_024125735.1_ASM2412573v1_genomic.fna.gz	1
GCF_024171845.1_ASM2417184v1_genomic.fna.gz	2
GCF_024172125.1_ASM2417212v1_genomic.fna.gz	1
GCF_024172145.1_ASM2417214v1_genomic.fna.gz	3
GCF_024213195.1_ASM2421319v1_genomic.fna.gz	1
GCF_024213665.1_ASM2421366v1_genomic.fna.gz	1
GCF_024297125.1_ASM2429712v1_genomic.fna.gz	1
GCF_024349145.1_ASM2434914v1_genomic.fna.gz	2
GCF_024435335.1_ASM2443533v1_genomic.fna.gz	1
GCF_024436035.1_ASM2443603v1_genomic.fna.gz	1
GCF_024442335.1_ASM2444233v1_genomic.fna.gz	3
GCF_024448165.1_ASM2444816v1_genomic.fna.gz	1
GCF_024448175.1_ASM2444817v1_genomic.fna.gz	26
GCF_024497955.1_ASM2449795v1_genomic.fna.gz	2
GCF_024508375.2_ASM2450837v2_genomic.fna.gz	1
GCF_024584805.1_ASM2458480v1_genomic.fna.gz	1
GCF_024611995.1_ASM2461199v1_genomic.fna.gz	1
GCF_024612015.1_ASM2461201v1_genomic.fna.gz	1
GCF_024623785.1_ASM2462378v1_genomic.fna.gz	1
GCF_024648825.1_ASM2464882v1_genomic.fna.gz	1
GCF_024701375.2_ASM2470137v2_genomic.fna.gz	1
GCF_024742195.1_ASM2474219v1_genomic.fna.gz	2
GCF_024756275.1_ASM2475627v1_genomic.fna.gz	1
