scaffold	representative	dereplication_status
NZ_WSRO01000001.1	GCF_009769735.1	dereplication_representative
NZ_CP046905.1	GCF_009789635.1	dereplication_representative
NZ_BMTO01000002.1	GCF_009789635.1	redundant
NZ_BMTO01000038.1	GCF_009789635.1	redundant
NZ_BLIO01000001.1	GCF_009811575.1	dereplication_representative
NZ_BNCA01000029.1	GCF_009811575.1	redundant
NZ_WUNA01000024.1	GCF_009827025.1	dereplication_representative
NZ_WUNA01000059.1	GCF_009827025.1	dereplication_representative
NZ_WUNA01000015.1	GCF_009827025.1	dereplication_representative
NZ_VUOS01000027.1	GCF_009829325.1	dereplication_representative
NZ_WUTW01000001.1	GCF_009831215.1	dereplication_representative
NZ_WUTW01000011.1	GCF_009831215.1	dereplication_representative
NZ_JBHLYI010000002.1	GCF_009831215.1	redundant
NZ_JBHLYI010000014.1	GCF_009831215.1	redundant
NZ_CP047140.1	GCF_009832925.1	dereplication_representative
NZ_WOXS01000002.1	GCF_009852415.1	dereplication_representative
NZ_CP047318.1	GCF_009857135.1	dereplication_representative
NZ_WWGS01000021.1	GCF_009862115.1	dereplication_representative
JBEXKP010000015.1	GCF_009862115.1	redundant
NZ_ARPF01000020.1	GCF_009862115.1	redundant
NZ_JBHVEI010000012.1	GCF_009862115.1	redundant
NZ_WWHX01000955.1	GCF_009862125.1	dereplication_representative
NZ_WWGY01000016.1	GCF_009862205.1	dereplication_representative
JBEOUX010000043.1	GCF_009862205.1	redundant
NZ_AQRK01000050.1	GCF_009862205.1	redundant
NZ_WWHE01000001.1	GCF_009862215.1	dereplication_representative
NZ_JABVZM010000194.1	GCF_009862215.1	readded_by_cluster_content
NZ_CP029197.1	GCF_009862215.1	redundant
NZ_JABVZO010000199.1	GCF_009862215.1	redundant
NZ_JABVZL010000197.1	GCF_009862215.1	redundant
NZ_JABVZN010000027.1	GCF_009862215.1	redundant
NC_018750.1	GCF_009862215.1	redundant
NZ_CP018074.1	GCF_009862215.1	redundant
NZ_WWGW01000020.1	GCF_009862225.1	dereplication_representative
NZ_KB891896.1	GCF_009862225.1	redundant
NZ_WWGM01000096.1	GCF_009862305.1	dereplication_representative
NZ_QLLY01000001.1	GCF_009862305.1	redundant
NZ_WWJK01000018.1	GCF_009863265.1	dereplication_representative
NZ_WWJK01000025.1	GCF_009863265.1	dereplication_representative
NZ_KB891778.1	GCF_009863265.1	redundant
NZ_KB891791.1	GCF_009863265.1	redundant
NZ_AQWQ01000024.1	GCF_009863265.1	redundant
NZ_AQWQ01000005.1	GCF_009863265.1	redundant
NZ_WWJL01000019.1	GCF_009863285.1	dereplication_representative
NZ_AQRG01000021.1	GCF_009863285.1	redundant
NZ_JBIWKM010000013.1	GCF_009863285.1	redundant
NZ_WWGC01000020.1	GCF_009864845.1	dereplication_representative
NZ_KB891809.1	GCF_009864845.1	redundant
NZ_WWGH01000002.1	GCF_009865135.1	dereplication_representative
NZ_WWJN01000038.1	GCF_009865305.1	dereplication_representative
NZ_KZ303484.1	GCF_009865305.1	redundant
NZ_WWJR01000033.1	GCF_009865325.1	dereplication_representative
NZ_KB892031.1	GCF_009865325.1	redundant
NZ_WWKF01000001.1	GCF_009865465.1	dereplication_representative
NZ_WWGU01000020.1	GCF_009865465.1	readded_by_cluster_content
NZ_FMCB01000171.1	GCF_009865465.1	readded_by_cluster_content
NZ_FMBZ01000183.1	GCF_009865465.1	readded_by_cluster_content
NZ_WWGR01000005.1	GCF_009865465.1	readded_by_cluster_content
NC_015953.1	GCF_009865465.1	readded_by_outlier_score
NZ_WWGU01000018.1	GCF_009865465.1	redundant
NZ_FMCB01000019.1	GCF_009865465.1	redundant
NZ_FMIG01000044.1	GCF_009865465.1	redundant
NZ_FMIG01000079.1	GCF_009865465.1	redundant
NZ_FMBZ01000235.1	GCF_009865465.1	redundant
NZ_WWJB01000197.1	GCF_009865465.1	redundant
NZ_WWJB01000255.1	GCF_009865465.1	redundant
NZ_WWGT01000025.1	GCF_009865465.1	redundant
NZ_WWGT01000019.1	GCF_009865465.1	redundant
NZ_QLLU01000007.1	GCF_009865465.1	redundant
NZ_QLLU01000017.1	GCF_009865465.1	redundant
NZ_QLLS01000008.1	GCF_009865465.1	redundant
NZ_QLLS01000016.1	GCF_009865465.1	redundant
NZ_WWJU01000388.1	GCF_009865465.1	redundant
NZ_WWJU01000456.1	GCF_009865465.1	redundant
NZ_ARPI01000006.1	GCF_009865465.1	redundant
NZ_ARPI01000012.1	GCF_009865465.1	redundant
NZ_WWGR01000026.1	GCF_009865465.1	redundant
NZ_QKZP01000007.1	GCF_009865465.1	redundant
NZ_QKZP01000012.1	GCF_009865465.1	redundant
NZ_WWJC01000084.1	GCF_009865465.1	redundant
NZ_WWJC01000048.1	GCF_009865465.1	redundant
NZ_WWIB01000347.1	GCF_009872515.1	dereplication_representative
NZ_JBIVDP010000021.1	GCF_009872515.1	redundant
NZ_WWIF01000008.1	GCF_009872615.1	dereplication_representative
NZ_JBIASX010000002.1	GCF_009872615.1	redundant
NZ_JBIWNQ010000003.1	GCF_009872615.1	redundant
NZ_KB891297.1	GCF_009872615.1	redundant
NZ_JAAAHR010000023.1	GCF_009908215.1	dereplication_representative
NZ_VBUN01000028.1	GCF_009908215.1	redundant
NZ_JAABOZ010000001.1	GCF_010077965.1	dereplication_representative
NZ_JAAGWK010000015.1	GCF_010077965.1	redundant
NZ_WGGQ01000001.1	GCF_010077965.1	redundant
NZ_WLZY01000002.1	GCF_010122465.1	dereplication_representative
NZ_JAAGLI010000570.1	GCF_010548065.1	dereplication_representative
NZ_JAAGLJ010000227.1	GCF_010548115.1	dereplication_representative
NZ_JAAGLR010001122.1	GCF_010548245.1	dereplication_representative
NZ_JAAGMA010000779.1	GCF_010548385.1	dereplication_representative
NZ_JAAGMH010000097.1	GCF_010548505.1	dereplication_representative
NZ_JAAGMT010000300.1	GCF_010548715.1	dereplication_representative
NZ_JAAGNA010001040.1	GCF_010550415.1	dereplication_representative
NZ_JAAGNB010000690.1	GCF_010550475.1	dereplication_representative
NZ_JAAIFS010000010.1	GCF_010820575.1	dereplication_representative
NZ_JAAIFS010000005.1	GCF_010820575.1	dereplication_representative
NZ_JBEPAR010000031.1	GCF_010820575.1	redundant
NZ_JBEPAR010000006.1	GCF_010820575.1	redundant
NZ_JBIAYI010000004.1	GCF_010820575.1	redundant
NZ_JBIAYI010000011.1	GCF_010820575.1	redundant
NZ_JBIQWK010000015.1	GCF_010820575.1	redundant
NZ_JBIQWK010000013.1	GCF_010820575.1	redundant
NZ_JAGPYB010000011.1	GCF_010820575.1	redundant
NZ_JAGPYB010000038.1	GCF_010820575.1	redundant
NZ_JAGPYE010000038.1	GCF_010820575.1	redundant
NZ_JAGPYE010000011.1	GCF_010820575.1	redundant
NZ_JBEXMU010000007.1	GCF_010820575.1	redundant
NZ_WOTN01000001.1	GCF_010993745.1	dereplication_representative
NZ_JAAKZX010000049.1	GCF_011045025.1	dereplication_representative
NZ_JAAKZZ010000086.1	GCF_011045075.1	dereplication_representative
NZ_JAAKZZ010000182.1	GCF_011045075.1	dereplication_representative
NZ_JAAMPJ010000008.1	GCF_011067745.1	dereplication_representative
NZ_JAANTE010000012.1	GCF_011291845.1	dereplication_representative
NZ_JAANYZ010000012.1	GCF_011291845.1	redundant
NZ_JAAOTI010000021.1	GCF_011297315.1	dereplication_representative
NZ_BONG01000001.1	GCF_011297315.1	redundant
NZ_BAAALB010000004.1	GCF_011297315.1	redundant
NZ_JAAOEN010000011.1	GCF_011320225.1	dereplication_representative
NZ_WTLH01000005.1	GCF_011421595.1	dereplication_representative
NZ_CP036534.1	GCF_011650445.1	dereplication_representative
NZ_JAHSSU010000042.1	GCF_011650445.1	readded_by_cluster_content
NZ_JAHSSV010000039.1	GCF_011650445.1	redundant
NZ_CP050177.1	GCF_011694815.1	dereplication_representative
NZ_CP070373.1	GCF_011751035.2	dereplication_representative
NZ_CP144226.1	GCF_011751035.2	redundant
NZ_BMUZ01000015.1	GCF_011751035.2	redundant
NZ_CP046171.1	GCF_011801125.1	dereplication_representative
NZ_CP046172.1	GCF_011801145.1	dereplication_representative
NZ_CP046173.1	GCF_011801165.1	dereplication_representative
NZ_CP050504.1	GCF_011820545.1	dereplication_representative
NZ_JBEYZS010000003.1	GCF_011820545.1	redundant
NZ_JBEYZS010000026.1	GCF_011820545.1	redundant
NZ_JBIRPE010000002.1	GCF_011820545.1	redundant
NZ_JBIRPE010000013.1	GCF_011820545.1	redundant
NZ_JBIRPT010000019.1	GCF_011820545.1	redundant
NZ_JBIRPT010000049.1	GCF_011820545.1	redundant
NZ_JBFACJ010000030.1	GCF_011820545.1	redundant
NZ_JBFACJ010000031.1	GCF_011820545.1	redundant
NZ_JBFADK010000050.1	GCF_011820545.1	redundant
NZ_JBFADK010000036.1	GCF_011820545.1	redundant
NZ_JBIRQP010000034.1	GCF_011820545.1	redundant
NZ_JBIRQP010000051.1	GCF_011820545.1	redundant
NZ_JBICBM010000003.1	GCF_011820545.1	redundant
NZ_JBICBM010000023.1	GCF_011820545.1	redundant
NZ_JBICAB010000020.1	GCF_011820545.1	redundant
NZ_JBICAB010000010.1	GCF_011820545.1	redundant
NZ_JBJDQD010000003.1	GCF_011820545.1	redundant
NZ_JBJDQD010000007.1	GCF_011820545.1	redundant
CP072000.1	GCF_011820545.1	redundant
NZ_JOBD01000033.1	GCF_011820545.1	redundant
NZ_JOBD01000041.1	GCF_011820545.1	redundant
NZ_JAATVY010000004.1	GCF_011947195.1	dereplication_representative
NZ_JAATEJ010000019.1	GCF_012034175.1	dereplication_representative
NZ_VSRL01000001.1	GCF_012184385.1	dereplication_representative
NZ_CP050976.1	GCF_012273495.1	dereplication_representative
NZ_CP129126.1	GCF_012273495.1	redundant
NZ_JAPEPP010000001.1	GCF_012273495.1	redundant
NZ_JAAWWP010000008.1	GCF_012273655.1	dereplication_representative
NZ_JAAXOS010000003.1	GCF_012396055.1	dereplication_representative
NZ_LWUB01000011.1	GCF_012396055.1	redundant
NZ_BDBM01000010.1	GCF_012396055.1	redundant
NZ_JAAXOR010000008.1	GCF_012396065.1	dereplication_representative
NZ_BAFW01000146.1	GCF_012396065.1	redundant
NZ_JAAXPG010000004.1	GCF_012396365.1	dereplication_representative
NZ_BCRR01000076.1	GCF_012396365.1	redundant
NZ_JAASAD010000024.1	GCF_012726175.1	dereplication_representative
NZ_JAASAH010000007.1	GCF_012726235.1	dereplication_representative
NZ_JAASAG010000006.1	GCF_012726265.1	dereplication_representative
NZ_JABBGE010000004.1	GCF_012927245.1	dereplication_representative
NZ_JABBGD010000024.1	GCF_012927245.1	redundant
NZ_CP053109.1	GCF_013009255.1	dereplication_representative
NZ_JABERR010000001.1	GCF_013009255.1	redundant
NZ_JACAOI010000059.1	GCF_013009255.1	redundant
NZ_JABBPM010000028.1	GCF_013018355.1	dereplication_representative
NZ_JAPNPA010000003.1	GCF_013018355.1	readded_by_cluster_content
NZ_JABETO010000009.1	GCF_013055795.1	dereplication_representative
NZ_JABETO010000024.1	GCF_013055795.1	dereplication_representative
NZ_JAAATY010000013.1	GCF_013280595.1	dereplication_representative
NZ_JABLTE010000017.1	GCF_013315795.1	dereplication_representative
NZ_JABUXT010000031.1	GCF_013345665.1	dereplication_representative
NZ_JABWGN010000009.1	GCF_013363975.1	dereplication_representative
NZ_CP054938.1	GCF_013364095.1	dereplication_representative
NZ_BAAANQ010000012.1	GCF_013364095.1	redundant
NZ_JBHYPD010000012.1	GCF_013364095.1	redundant
NZ_MAUN01000016.1	GCF_013364095.1	redundant
NZ_ALNP01000003.1	GCF_013364095.1	redundant
NZ_CP054916.1	GCF_013364155.1	dereplication_representative
NZ_CP054919.1	GCF_013364235.1	dereplication_representative
NZ_CP054926.1	GCF_013364315.1	dereplication_representative
NZ_CP056041.1	GCF_013375055.1	dereplication_representative
NZ_CP040752.1	GCF_013394065.1	dereplication_representative
NZ_JACBGN010000058.1	GCF_013401435.1	dereplication_representative
NZ_JACBZD010000001.1	GCF_013407765.1	dereplication_representative
NZ_JACBYW010000001.1	GCF_013408175.1	dereplication_representative
NZ_JACBYW010000010.1	GCF_013408175.1	dereplication_representative
NZ_JACCBT010000001.1	GCF_013409045.1	dereplication_representative
NZ_BMRD01000033.1	GCF_013409045.1	redundant
NZ_JACCCF010000001.1	GCF_013409565.1	dereplication_representative
NZ_BLWC01000001.1	GCF_013409565.1	redundant
NZ_BAAAUE010000013.1	GCF_013409565.1	redundant
NZ_JACCCQ010000001.1	GCF_013410185.1	dereplication_representative
NZ_JACCHL010000001.1	GCF_013410445.1	dereplication_representative
NZ_JACCHK010000001.1	GCF_013410645.1	dereplication_representative
NZ_JACCFS010000001.1	GCF_013410755.1	dereplication_representative
NZ_JABZED010000002.1	GCF_013416675.1	dereplication_representative
NZ_JABJXA010000016.1	GCF_013618545.1	dereplication_representative
NZ_VJYK02000006.1	GCF_013618545.1	redundant
NZ_JABJWZ010000125.1	GCF_013618545.1	redundant
NZ_CP059322.2	GCF_013694245.2	dereplication_representative
NZ_JACBNG010000049.1	GCF_013839485.1	dereplication_representative
NZ_JACBXA010000004.1	GCF_013870515.1	dereplication_representative
NZ_JACBXC010000032.1	GCF_013870535.1	dereplication_representative
NZ_JACBWZ010000395.1	GCF_013870595.1	dereplication_representative
NZ_JACGSQ010000036.1	GCF_014076605.1	dereplication_representative
NZ_CP046907.1	GCF_014083985.1	dereplication_representative
PKSK01001411.1	GCF_014083985.1	readded_by_cluster_content
NZ_CP173276.1	GCF_014083985.1	redundant
NZ_JACJII010000001.1	GCF_014138835.1	dereplication_representative
NZ_VKHS01000206.1	GCF_014141525.1	dereplication_representative
NZ_VKHT01000172.1	GCF_014141535.1	dereplication_representative
NZ_JABBWX010000002.1	GCF_014161375.1	dereplication_representative
NZ_JACJNS010000004.1	GCF_014194655.1	dereplication_representative
NZ_BSSF01000004.1	GCF_014194655.1	redundant
NZ_JACHBR010000003.1	GCF_014200435.1	dereplication_representative
NZ_BOOS01000006.1	GCF_014200435.1	redundant
NZ_JACHIN010000013.1	GCF_014203235.1	dereplication_representative
NZ_JACHIT010000002.1	GCF_014203315.1	dereplication_representative
NZ_BAGL01000127.1	GCF_014203315.1	redundant
NZ_JACHIW010000002.1	GCF_014203395.1	dereplication_representative
NZ_JACHJR010000001.1	GCF_014203705.1	dereplication_representative
NZ_JACHJP010000001.1	GCF_014203715.1	dereplication_representative
NZ_JACHJS010000001.1	GCF_014203755.1	dereplication_representative
NZ_BAABAI010000036.1	GCF_014203755.1	redundant
NZ_JACHJV010000001.1	GCF_014203855.1	dereplication_representative
NZ_JACHMB010000001.1	GCF_014204795.1	dereplication_representative
NZ_JACHMH010000001.1	GCF_014204915.1	dereplication_representative
NZ_BAAAUI010000016.1	GCF_014204915.1	redundant
NZ_JACHMP010000001.1	GCF_014204985.1	dereplication_representative
NZ_JACHWA010000002.1	GCF_014204985.1	redundant
NZ_JACHMO010000001.1	GCF_014205015.1	dereplication_representative
NZ_JACHMV010000001.1	GCF_014205085.1	dereplication_representative
NZ_BMRO01000009.1	GCF_014205085.1	redundant
NZ_BAAAHD010000032.1	GCF_014205085.1	redundant
NZ_JACHMX010000001.1	GCF_014205155.1	dereplication_representative
NZ_JBHTHS010000011.1	GCF_014205155.1	redundant
NZ_JACHND010000001.1	GCF_014205275.1	dereplication_representative
NZ_BOOV01000001.1	GCF_014205275.1	redundant
NZ_JACHNH010000001.1	GCF_014205335.1	dereplication_representative
NZ_JBHMBT010000022.1	GCF_014205335.1	redundant
NZ_BOMK01000027.1	GCF_014205335.1	redundant
NZ_JBHSVC010000001.1	GCF_014205335.1	redundant
NZ_JACHIU010000001.1	GCF_014207705.1	dereplication_representative
NZ_BAAALO010000061.1	GCF_014207705.1	redundant
NZ_JACMSF010000048.1	GCF_014257025.1	dereplication_representative
NZ_JACLZH010000004.1	GCF_014280945.1	dereplication_representative
NZ_JABVEB010000003.1	GCF_014323665.1	dereplication_representative
NZ_JACSCH020000014.1	GCF_014451325.2	dereplication_representative
NZ_JBHTQW010000104.1	GCF_014451325.2	readded_by_cluster_content
NZ_JBHTQZ010000125.1	GCF_014451325.2	redundant
NZ_JBHTXE010000121.1	GCF_014451325.2	redundant
NZ_JBHUBU010000122.1	GCF_014451325.2	redundant
NZ_JBHTWO010000057.1	GCF_014451325.2	redundant
NZ_JBHTTO010000155.1	GCF_014451325.2	redundant
NZ_JBHTRD010000097.1	GCF_014451325.2	redundant
NZ_JBHTTH010000157.1	GCF_014451325.2	redundant
NZ_JBHTXJ010000124.1	GCF_014451325.2	redundant
JACSZY010000001.1	GCF_014472385.1	dereplication_representative
NZ_CP060828.1	GCF_014489635.1	dereplication_representative
NZ_CP061072.1	GCF_014495705.1	dereplication_representative
NZ_JBHWKY010000001.1	GCF_014495705.1	redundant
NZ_JBHWKW010000016.1	GCF_014495705.1	redundant
NZ_LISY01000003.1	GCF_014495705.1	redundant
NZ_MECL01000009.1	GCF_014596445.1	dereplication_representative
NZ_MECL01000035.1	GCF_014596445.1	dereplication_representative
NZ_MECK01000608.1	GCF_014596465.1	dereplication_representative
NZ_MECJ01000006.1	GCF_014596475.1	dereplication_representative
NZ_MECJ01000024.1	GCF_014596475.1	dereplication_representative
NZ_MECJ01000029.1	GCF_014596475.1	dereplication_representative
NZ_MSJP01000019.1	GCF_014596525.1	dereplication_representative
NZ_MSJO01000136.1	GCF_014596525.1	redundant
NZ_JACVWU010000018.1	GCF_014596915.1	dereplication_representative
NZ_JACVWU010000003.1	GCF_014596915.1	dereplication_representative
NZ_CP061282.1	GCF_014621695.1	dereplication_representative
NZ_BMMH01000043.1	GCF_014645735.1	dereplication_representative
NZ_LNDA01000061.1	GCF_014645735.1	redundant
NZ_BMMK01000009.1	GCF_014645795.1	dereplication_representative
NZ_BMML01000021.1	GCF_014645815.1	dereplication_representative
NZ_BMMM01000030.1	GCF_014645835.1	dereplication_representative
NZ_BMMN01000002.1	GCF_014645855.1	dereplication_representative
NZ_VIRL01000003.1	GCF_014645855.1	redundant
NZ_JACXKK010000003.1	GCF_014645855.1	redundant
NZ_BMMS01000032.1	GCF_014646055.1	dereplication_representative
NZ_BMMU01000002.1	GCF_014646095.1	dereplication_representative
NZ_BAABER010000006.1	GCF_014646095.1	redundant
NZ_BMMV01000033.1	GCF_014646115.1	dereplication_representative
NZ_BMNC01000015.1	GCF_014646255.1	dereplication_representative
NZ_BMND01000003.1	GCF_014646275.1	dereplication_representative
NZ_BMQK01000002.1	GCF_014648075.1	dereplication_representative
NZ_BAAASN010000002.1	GCF_014648075.1	redundant
NZ_BMQY01000016.1	GCF_014648355.1	dereplication_representative
NZ_JBHRXG010000017.1	GCF_014648355.1	redundant
NZ_JBHRUS010000031.1	GCF_014648355.1	redundant
NZ_BMRI01000002.1	GCF_014648555.1	dereplication_representative
NZ_BMRM01000019.1	GCF_014648635.1	dereplication_representative
NZ_BMRV01000003.1	GCF_014648815.1	dereplication_representative
NZ_BMSA01000002.1	GCF_014648915.1	dereplication_representative
NZ_BMSK01000015.1	GCF_014649115.1	dereplication_representative
NZ_BMSK01000011.1	GCF_014649115.1	dereplication_representative
NZ_JBEPED010000017.1	GCF_014649115.1	redundant
NZ_JBEPED010000023.1	GCF_014649115.1	redundant
NZ_JBEZCF010000062.1	GCF_014649115.1	redundant
NZ_JBEZCF010000039.1	GCF_014649115.1	redundant
NZ_JAENRW010000214.1	GCF_014649115.1	redundant
NZ_JAENRW010000097.1	GCF_014649115.1	redundant
NZ_BMTA01000018.1	GCF_014649435.1	dereplication_representative
NZ_CP063374.1	GCF_014649435.1	redundant
NZ_BMTD01000004.1	GCF_014649495.1	dereplication_representative
NZ_BMTF01000003.1	GCF_014649535.1	dereplication_representative
NZ_BMTL01000022.1	GCF_014649655.1	dereplication_representative
NZ_BMTM01000017.1	GCF_014649675.1	dereplication_representative
NZ_BMTP01000017.1	GCF_014649735.1	dereplication_representative
NZ_BMTQ01000002.1	GCF_014649755.1	dereplication_representative
NZ_BMTR01000026.1	GCF_014649775.1	dereplication_representative
NZ_BMTS01000011.1	GCF_014649795.1	dereplication_representative
NZ_BMTU01000019.1	GCF_014649835.1	dereplication_representative
NZ_JBHYLQ010000049.1	GCF_014649835.1	readded_by_cluster_content
NZ_JBEPCM010000019.1	GCF_014649835.1	redundant
NZ_JBHXWF010000014.1	GCF_014649835.1	redundant
NZ_JBHVAF010000026.1	GCF_014649835.1	redundant
NZ_BMTE01000020.1	GCF_014649835.1	redundant
NZ_BMTV01000050.1	GCF_014649855.1	dereplication_representative
NZ_BMUA01000010.1	GCF_014649955.1	dereplication_representative
NZ_BMUB01000002.1	GCF_014649975.1	dereplication_representative
NZ_JOER01000001.1	GCF_014649975.1	redundant
NZ_JBEZBM010000001.1	GCF_014649975.1	redundant
NZ_JBIAZV010000001.1	GCF_014649975.1	redundant
NZ_JBIUAM010000003.1	GCF_014649975.1	redundant
NZ_JBITZR010000012.1	GCF_014649975.1	redundant
NZ_JPRF03000065.1	GCF_014649975.1	redundant
NZ_LBHA01000099.1	GCF_014649975.1	redundant
NZ_BMUJ01000032.1	GCF_014650135.1	dereplication_representative
NZ_JBHSUW010000002.1	GCF_014650135.1	redundant
NZ_BMUN01000045.1	GCF_014650135.1	redundant
NZ_JBHUUG010000037.1	GCF_014650135.1	redundant
NZ_RPSD01000010.1	GCF_014650135.1	redundant
NZ_JBEPFA010000027.1	GCF_014650135.1	redundant
NZ_JBEPDL010000057.1	GCF_014650135.1	redundant
NZ_JBICAN010000014.1	GCF_014650135.1	redundant
NZ_JBGMQM010000038.1	GCF_014650135.1	redundant
NZ_BMUM01000001.1	GCF_014650195.1	dereplication_representative
NZ_BMUQ01000018.1	GCF_014650275.1	dereplication_representative
NZ_BMUT01000009.1	GCF_014650335.1	dereplication_representative
NZ_BMUU01000002.1	GCF_014650355.1	dereplication_representative
NZ_JBEPET010000052.1	GCF_014650355.1	readded_by_cluster_content
NZ_JBITCQ010000006.1	GCF_014650355.1	redundant
NZ_WWKJ01000054.1	GCF_014650355.1	redundant
NZ_JBHRUR010000003.1	GCF_014650355.1	redundant
NZ_JBIUVG010000020.1	GCF_014650355.1	redundant
NZ_JBEYFD010000053.1	GCF_014650355.1	redundant
BMUX01000017.1	GCF_014650415.1	dereplication_representative
NZ_BMVC01000018.1	GCF_014650415.1	redundant
NZ_BMUY01000007.1	GCF_014650435.1	dereplication_representative
NZ_BMVA01000013.1	GCF_014650475.1	dereplication_representative
NZ_BMVM01000007.1	GCF_014650715.1	dereplication_representative
NZ_BMWA01000001.1	GCF_014650995.1	dereplication_representative
NZ_JBHSYM010000023.1	GCF_014650995.1	redundant
NZ_BMWK01000016.1	GCF_014651195.1	dereplication_representative
NZ_BMWK01000013.1	GCF_014651195.1	dereplication_representative
NZ_BJND01000076.1	GCF_014651195.1	redundant
NZ_BJND01000026.1	GCF_014651195.1	redundant
NZ_BNAR01000012.1	GCF_014653695.1	dereplication_representative
NZ_BNAY01000001.1	GCF_014654365.1	dereplication_representative
NZ_BNBD01000013.1	GCF_014654785.1	dereplication_representative
NZ_BNBE01000001.1	GCF_014654895.1	dereplication_representative
NZ_JBITTE010000014.1	GCF_014654895.1	redundant
NZ_JBITTE010000018.1	GCF_014654895.1	redundant
NZ_JBEPBD010000266.1	GCF_014654895.1	redundant
NZ_JBEPBD010000134.1	GCF_014654895.1	redundant
NZ_JBITTD010000019.1	GCF_014654895.1	redundant
NZ_JBITTD010000015.1	GCF_014654895.1	redundant
NZ_JBHMCL010000057.1	GCF_014654895.1	redundant
NZ_JBHMCL010000010.1	GCF_014654895.1	redundant
NZ_BNBF01000007.1	GCF_014654935.1	dereplication_representative
BNBH01000026.1	GCF_014655195.1	dereplication_representative
JBIBVW010000005.1	GCF_014655195.1	readded_by_cluster_content
NZ_JBHVBW010000038.1	GCF_014655195.1	redundant
NZ_JAUEPK010000005.1	GCF_014655195.1	redundant
JBEXNK010000028.1	GCF_014655195.1	redundant
NZ_BNBI01000007.1	GCF_014655295.1	dereplication_representative
NZ_BNBI01000004.1	GCF_014655295.1	dereplication_representative
NZ_JBEPCF010000033.1	GCF_014655295.1	redundant
NZ_JBEPCF010000022.1	GCF_014655295.1	redundant
NZ_BNBL01000022.1	GCF_014655595.1	dereplication_representative
NZ_BNBL01000013.1	GCF_014655595.1	dereplication_representative
NZ_JAITYR010000028.1	GCF_014655595.1	redundant
NZ_JAITYR010000014.1	GCF_014655595.1	redundant
NZ_BNBM01000030.1	GCF_014655715.1	dereplication_representative
NZ_JBEPFB010000032.1	GCF_014655715.1	redundant
NZ_BNBN01000010.1	GCF_014655855.1	dereplication_representative
NZ_JACHEM010000007.1	GCF_014655855.1	redundant
NZ_BNBO01000014.1	GCF_014655955.1	dereplication_representative
NZ_BNBQ01000005.1	GCF_014656035.1	dereplication_representative
NZ_JBEZYK010000004.1	GCF_014656035.1	redundant
NZ_JBEPFF010000005.1	GCF_014656035.1	redundant
NZ_SRRU01000006.1	GCF_014656035.1	redundant
NZ_BNBR01000004.1	GCF_014656055.1	dereplication_representative
NZ_BNBT01000071.1	GCF_014656095.1	dereplication_representative
NZ_BNBY01000047.1	GCF_014656195.1	dereplication_representative
NZ_BNCC01000002.1	GCF_014656275.1	dereplication_representative
NZ_JANFDE010000012.1	GCF_014656275.1	redundant
NZ_CP051007.1	GCF_014673495.1	dereplication_representative
NZ_JBIRUH010000023.1	GCF_014673495.1	redundant
NZ_JACJIL010000002.1	GCF_014673495.1	redundant
NZ_JBIRWG010000032.1	GCF_014673495.1	redundant
NZ_JBEZCJ010000023.1	GCF_014673495.1	redundant
NZ_JBFAEF010000019.1	GCF_014673495.1	redundant
NZ_JBIRUA010000020.1	GCF_014673495.1	redundant
NZ_JBEYAC010000021.1	GCF_014673495.1	redundant
NZ_JBHWCI010000030.1	GCF_014673495.1	redundant
NZ_JBIRUC010000022.1	GCF_014673495.1	redundant
NZ_JBIRTY010000009.1	GCF_014673495.1	redundant
NZ_JBFAEW010000026.1	GCF_014673495.1	redundant
NZ_JBIRTZ010000011.1	GCF_014673495.1	redundant
NZ_JOFU01000034.1	GCF_014673495.1	redundant
NZ_AP023438.1	GCF_014680085.1	dereplication_representative
NZ_JBHMCB010000012.1	GCF_014680085.1	redundant
NZ_VLLP01000001.1	GCF_014680085.1	redundant
NZ_AP023440.1	GCF_014701115.1	dereplication_representative
NZ_LIPP01000032.1	GCF_014701115.1	redundant
NZ_JBFAES010000001.1	GCF_014701115.1	redundant
NZ_JABMCA010000008.1	GCF_014706005.1	dereplication_representative
NZ_JABMCA010000005.1	GCF_014706005.1	dereplication_representative
NZ_JADBEF010000001.1	GCF_014873535.1	dereplication_representative
NZ_BAAASY010000011.1	GCF_014873535.1	redundant
NZ_JBITJB010000005.1	GCF_014873535.1	redundant
NZ_JBFAKZ010000031.1	GCF_014873535.1	redundant
NZ_JADBEG010000001.1	GCF_014873755.1	dereplication_representative
NZ_MUMJ01000027.1	GCF_014873755.1	redundant
NZ_JADBDZ010000001.1	GCF_014873935.1	dereplication_representative
NZ_JADBID010000001.1	GCF_014895535.1	dereplication_representative
NZ_FAOZ01000027.1	GCF_014895535.1	redundant
NZ_BNGR01000004.1	GCF_014905535.1	dereplication_representative
BNGS01000010.1	GCF_014905555.1	dereplication_representative
NZ_JBHYKK010000081.1	GCF_014905555.1	redundant
NZ_CP063232.1	GCF_015034585.1	dereplication_representative
NZ_AOSG01000029.1	GCF_015034585.1	redundant
QGVG02000026.1	GCF_015034585.1	redundant
NZ_JEMR01000047.1	GCF_015034585.1	redundant
NZ_CADBTT010000155.1	GCF_015034585.1	redundant
NZ_ONLN01000170.1	GCF_015034585.1	redundant
NZ_PITY01000036.1	GCF_015034585.1	redundant
NC_007333.1	GCF_015034585.1	redundant
