Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NPDC060053                                        NZ_JBHWVZ010000053.1  2246      5980      6.1453   1        1        1        1      
Streptomyces sp. SID4919                                           NZ_WWJN01000038.1     24163     36228     6.0884   1        0        1        2      
Streptomyces sp. NPDC094471                                        NZ_JBEOTM010000028.1  77789     81684     6.1457   1        1        1        1      
Streptomyces sp. NPDC051014                                        NZ_JBFAGF010000002.1  474431    478298    6.1457   1        1        1        1      
Streptomyces sp. NPDC001297                                        NZ_JBIAXF010000007.1  160581    164467    6.1458   1        1        1        1      
Streptomyces sp. NPDC093223                                        NZ_JBIVNY010000001.1  1075449   1079343   6.1458   1        1        1        1      
Streptomyces sp. NPDC091283                                        NZ_JBIVUW010000002.1  1026951   1030838   6.1457   1        1        1        1      
Streptomyces sp. NPDC094468                                        NZ_JBIWGP010000007.1  415637    419531    6.1457   1        1        1        1      
Streptomyces sp. RK62                                              NZ_JAGPYD010000029.1  50125     53820     6.1458   1        1        1        1      
Streptomyces sp. NPDC002668                                        NZ_JBEOWC010000006.1  86914     90665     6.1497   1        1        1        1      
Streptomyces sp. NPDC058650                                        NZ_JBHXRL010000012.1  155041    181319    6.1486   1        1        1        2      
Streptomyces sp. NPDC058659                                        NZ_JBHXRS010000010.1  44        8766      5.1429   1        1        1        1      
Streptomyces sp. NBC_00299                                         NZ_CP108039.1         5813025   5817007   6.1438   1        1        1        1      
Streptomyces sp. NBC_01614                                         NZ_CP109302.1         6666913   6671409   6.1435   1        1        1        1      
Streptomyces sp. NPDC048384                                        NZ_JBEZKR010000058.1  2078      6518      6.1434   1        1        1        1      
Streptomyces sp. NPDC058683                                        NZ_JBHXSK010000079.1  27645     31586     6.1468   1        1        1        1      
Streptomyces sp. NBC_00090                                         NZ_CP108224.1         2714849   2741309   6.1464   1        1        1        2      
Streptomyces sp. NBC_00090                                         NZ_CP108224.1         6621731   6625647   6.1453   1        1        1        1      
Streptomyces sp. NPDC056943                                        NZ_JBHUQT010000002.1  768516    794129    6.1486   1        1        1        2      
Streptomyces sp. NBC_00557                                         NZ_CP107796.1         113390    117121    6.1452   1        1        1        1      
Streptomyces sp. NPDC008159                                        NZ_JBIBHH010000006.1  55043     58978     6.1477   1        1        1        1      
Streptomyces sp. R44                                               NZ_CP163444.1         6739753   6743366   6.1436   1        1        1        1      
Streptomyces sp. NPDC004610                                        NZ_JBEXLA010000031.1  54925     57286     4.0804   1        0        1        1      
Streptomyces sp. NPDC007914                                        NZ_JBIBKM010000021.1  19736     35300     6.1439   1        1        1        1      
Streptomyces sp. 35G-GA-8                                          NZ_JAMHJQ010000006.1  31808     35474     6.1468   1        1        1        1      
Streptomyces sp. NPDC002889                                        NZ_JBIAPT010000019.1  173232    176962    6.1444   1        1        1        1      
Streptomyces sp. MMCC 100                                          NZ_JBGORK010000002.1  799673    803869    6.1455   1        1        1        1      
Streptomyces sp. CB00072                                           NZ_LIPB01000001.1     1883585   1887231   6.1478   1        1        1        1      
Streptomyces sp. NPDC001678                                        NZ_JBIAUP010000009.1  29494     33114     6.1439   1        1        1        1      
Streptomyces sp. NPDC001678                                        NZ_JBIAUP010000011.1  6440      9267      5.1038   0        1        1        1      
Streptomyces sp. NPDC101237                                        NZ_JBIWNY010000017.1  30484     34529     6.1461   1        1        1        1      
Streptomyces sp. NPDC048445                                        NZ_JBICXK010000030.1  2376      6044      6.1444   1        1        1        1      
Streptomyces sp. NPDC088727                                        NZ_JBIVLM010000028.1  2394      6062      6.1457   1        1        1        1      
Streptomyces sp. NPDC090231                                        NZ_JBIVYR010000054.1  2249      5917      6.1462   1        1        1        1      
Streptomyces sp. CB02488                                           NZ_LIVO01000014.1     232134    235802    6.1444   1        1        1        1      
Streptomyces sp. NPDC012510                                        NZ_JBIBEN010000008.1  5279      9051      6.1469   1        1        1        1      
Streptomyces sp. NPDC056069                                        NZ_JBHJWK010000044.1  5716      9417      6.1448   1        1        1        1      
Streptomyces sp. NPDC101191                                        NZ_JBIWOU010000014.1  154890    158588    6.1448   1        1        1        1      
Streptomyces sp. NPDC101158                                        NZ_JBIWPK010000016.1  179637    183334    6.1448   1        1        1        1      
Streptomyces sp. NPDC057456                                        NZ_JBHVDN010000207.1  7247      10982     6.1448   1        1        1        1      
Streptomyces sp. NPDC102259                                        NZ_JBIWMA010000038.1  36638     40374     6.1448   1        1        1        1      
Streptomyces sp. NPDC090112                                        NZ_JBIVDO010000002.1  476460    480185    6.1433   1        1        1        1      
Streptomyces sp. NPDC007917                                        NZ_JBIBKK010000010.1  255612    264232    6.1400   1        1        1        1      
Streptomyces sp. W007                                              NZ_AGSW01000147.1     130592    134240    6.1476   1        1        1        1      
Streptomyces sp. NPDC003781                                        NZ_JBIANT010000008.1  394641    406121    6.1351   1        1        1        1      
Streptomyces sp. NPDC003781                                        NZ_JBIANT010000006.1  227147    230797    6.1398   1        1        1        1      
Streptomyces sp. NPDC059989                                        NZ_JBHWUO010000027.1  17444     21088     6.1395   1        1        1        1      
Streptomyces sp. NPDC101178                                        NZ_JBIWOZ010000014.1  140849    144582    6.1449   1        1        1        1      
Streptomyces sp. NPDC093970                                        NZ_JBFBDH010000044.1  47713     51623     6.1459   1        1        1        1      
Streptomyces sp. NPDC001068                                        NZ_JBIAYD010000006.1  449570    453453    6.1461   1        1        1        1      
Streptomyces sp. NPDC016469                                        NZ_JBEYCQ010000003.1  326418    330099    6.1460   1        1        1        1      
Streptomyces sp. NPDC016469                                        NZ_JBEYCQ010000053.1  10139     18637     3.0893   1        1        0        1      
Streptomyces sp. NPDC048291                                        NZ_JBICZC010000002.1  329738    333637    6.1423   1        1        1        1      
Streptomyces sp. NPDC050095                                        NZ_JBFALL010000003.1  265454    269085    6.1434   1        1        1        1      
Streptomyces sp. NPDC048018                                        NZ_JBIDBK010000009.1  245321    249013    6.1452   1        1        1        1      
Streptomyces sp. NPDC048392                                        NZ_JBICYB010000046.1  25187     29195     6.1433   1        1        1        1      
Streptomyces sp. NPDC096132                                        NZ_JBIWGA010000008.1  18229     22160     6.1469   1        1        1        1      
Streptomyces sp. NPDC005761                                        NZ_JBEXXX010000064.1  13675     17408     6.1460   1        1        1        1      
Streptomyces sp. NPDC048279                                        NZ_JBEZLO010000312.1  3473      7336      6.1462   1        1        1        1      
Streptomyces sp. NPDC059224                                        NZ_JBHZAN010000061.1  27486     31348     6.1462   1        1        1        1      
Streptomyces sp. NPDC048558                                        NZ_JBEZIK010000008.1  355422    359852    6.1436   1        1        1        1      
Streptomyces sp. Ru71                                              NZ_PQSS01000015.1     3403      7013      6.1469   1        1        1        1      
Streptomyces sp. NPDC091217                                        NZ_JBIVVN010000003.1  491219    494921    6.1440   1        1        1        1      
Streptomyces sp. Ag109_O5-1                                        NZ_RKQF01000001.1     7734189   7737888   6.1441   1        1        1        1      
Streptomyces sp. NPDC033753                                        NZ_JBEZVF010000001.1  794217    820294    6.1487   1        1        1        2      
Streptomyces sp. NPDC056169                                        NZ_JBHJUO010000011.1  102637    128334    6.1476   1        1        1        2      
Streptomyces sp. NPDC033754                                        NZ_JBJDPW010000001.1  126       8935      5.1430   1        1        1        1      
Streptomyces sp. DSM 40976                                         NZ_JASTTG010000012.1  82181     108305    6.1486   1        1        1        2      
Streptomyces sp. NPDC002122                                        NZ_JBEOXJ010000025.1  73734     99813     6.1483   1        1        1        2      
Streptomyces sp. NPDC018338                                        NZ_JBEYCM010000022.1  1787      10444     5.1427   1        1        1        1      
Streptomyces sp. NPDC056501                                        NZ_JBHTSR010000167.1  20        8386      5.1428   1        1        1        1      
Streptomyces sp. NPDC056747                                        NZ_JBHTZK010000001.1  594459    619910    6.1490   1        1        1        2      
Streptomyces sp. NPDC127132                                        NZ_JBHXTY010000009.1  138       8536      5.1429   1        1        1        1      
Streptomyces sp. NPDC053253                                        NZ_JBITYZ010000001.1  590272    616495    6.1484   1        1        1        2      
Streptomyces sp. NPDC052494                                        NZ_JBIUAN010000004.1  593968    620189    6.1479   1        1        1        2      
Streptomyces sp. Root431                                           NZ_LMEI01000001.1     35846     61562     6.1486   1        1        1        2      
Streptomyces sp. NPDC058718                                        NZ_JBHYRA010000003.1  156190    182235    6.1489   1        1        1        2      
Streptomyces sp. NPDC092903                                        NZ_JBIVPW010000032.1  16922     26024     3.0934   1        1        0        1      
Streptomyces sp. NPDC101132                                        NZ_JBIVYX010000006.1  176897    180630    6.1458   1        1        1        1      
Streptomyces sp. NPDC101132                                        NZ_JBIVYX010000015.1  49144     52823     6.1396   1        1        1        1      
Streptomyces sp. CBMAI 2042                                        NZ_RCOL01000003.1     49574     53369     6.1441   1        1        1        1      
Streptomyces sp. NPDC093261                                        NZ_JBIVNO010000001.1  849350    854343    6.1372   1        1        1        1      
Streptomyces sp. NPDC093261                                        NZ_JBIVNO010000014.1  196372    199220    5.1027   0        1        1        1      
Streptomyces sp. NPDC058307                                        NZ_JBHVYZ010000026.1  672       4429      6.1447   1        1        1        1      
Streptomyces sp. NBC_01108                                         NZ_CP108649.1         1693241   1696919   6.1449   1        1        1        1      
Streptomyces sp. NPDC048278                                        NZ_JBEZLP010000004.1  309055    313025    6.1429   1        1        1        1      
Streptomyces sp. OP7                                               NZ_JBEGWG010000037.1  17237     21064     6.1441   1        1        1        1      
Streptomyces sp. NPDC059629                                        NZ_JBHWDD010000015.1  1682      5381      6.1440   1        1        1        1      
Streptomyces sp. NPDC059467                                        NZ_JBHYUP010000035.1  504       4221      6.1441   1        1        1        1      
Streptomyces sp. NPDC051243                                        NZ_JBITES010000003.1  1253      5042      6.1439   1        1        1        1      
Streptomyces sp. RG80                                              NZ_JBEAAJ010000022.1  48159     63375     6.1413   1        1        1        1      
Streptomyces sp. BPTC-684                                          NZ_CP124863.1         5957710   5961661   7.1513   1        1        1        2      
Streptomyces sp. BPTC-684                                          NZ_CP124863.1         854472    858166    6.1441   1        1        1        1      
Streptomyces sp. NPDC050743                                        NZ_JBITGJ010000072.1  25347     29150     6.1450   1        1        1        1      
Streptomyces sp. NPDC050842                                        NZ_JBITGA010000003.1  828154    853873    6.1501   1        1        1        2      
Streptomyces sp. AHA2                                              NZ_JAUQWJ010000022.1  93041     95889     5.1035   0        1        1        1      
Streptomyces sp. ISL-12                                            NZ_JAGGOO010000144.1  2904      5760      5.1046   0        1        1        1      
Streptomyces sp. EN16                                              NZ_MJAF01000007.1     101024    104666    6.1433   1        1        1        1      
Streptomyces sp. b84                                               NZ_NTHJ01000005.1     85436     89082     6.1474   1        1        1        1      
Streptomyces sp. NPDC006270                                        NZ_JBIAHX010000006.1  259272    265694    4.0929   1        1        0        1      
Streptomyces sp. NPDC101118                                        NZ_JBIVZG010000004.1  183552    187287    6.1457   1        1        1        1      
Streptomyces sp. NPDC101118                                        NZ_JBIVZG010000029.1  23439     27117     6.1403   1        1        1        1      
Streptomyces sp. NPDC056632                                        NZ_JBHTWJ010000076.1  22287     25987     6.1447   1        1        1        1      
Streptomyces sp. NPDC048696                                        NZ_JBICVJ010000010.1  20522     24208     6.1474   1        1        1        1      
Streptomyces sp. NPDC048696                                        NZ_JBICVJ010000018.1  91798     95463     6.1448   1        1        1        1      
Streptomyces sp. NPDC058611                                        NZ_JBHXQF010000029.1  61793     65516     6.1437   1        1        1        1      
Streptomyces sp. NPDC046727                                        NZ_JBEYYR010000016.1  147911    158672    6.1459   1        1        1        1      
Streptomyces sp. PvR018                                            NZ_JBEPSZ010000011.1  106986    126451    4.0959   1        1        0        1      
Streptomyces sp. NPDC091259                                        NZ_JBIVVH010000011.1  178625    182686    6.1476   1        1        1        1      
Streptomyces sp. NPDC091259                                        NZ_JBIVVH010000012.1  106693    115193    4.1040   0        1        1        1      
Streptomyces sp. RKAG290                                           NZ_JAJOZC010000001.1  5055840   5060266   6.1342   1        1        1        1      
Streptomyces sp. NPDC006235                                        NZ_JBEXSR010000022.1  76432     80040     6.1470   1        1        1        1      
Streptomyces sp. NPDC091649                                        NZ_JBIVTR010000009.1  11414     17835     4.0929   1        1        0        1      
Streptomyces sp. NPDC050400                                        NZ_JBITIN010000005.1  145681    154397    3.0901   1        1        0        1      
Streptomyces sp. NPDC051217                                        NZ_JBITEV010000001.1  669945    673748    6.1467   1        1        1        1      
Streptomyces sp. NPDC058394                                        NZ_JBHXJT010000073.1  22725     26513     6.1455   1        1        1        1      
Streptomyces sp. NPDC057301                                        NZ_JBHUZI010000007.1  319161    323520    6.1434   1        1        1        1      
Streptomyces sp. NPDC001222                                        NZ_JBIAXT010000044.1  35552     40622     6.1420   1        1        1        1      
Streptomyces sp. NPDC001222                                        NZ_JBIAXT010000018.1  6079      8937      5.1018   0        1        1        1      
Streptomyces sp. NPDC057340                                        NZ_JBHVAE010000005.1  7968      19435     6.1350   1        1        1        1      
Streptomyces sp. NPDC088935                                        NZ_JBIVII010000009.1  399499    410949    6.1350   1        1        1        1      
Streptomyces sp. NPDC019224                                        NZ_JBEYCF010000041.1  31500     35174     6.1458   1        1        1        1      
Streptomyces sp. NPDC008125                                        NZ_JBIBHR010000036.1  22544     27278     4.0939   1        1        0        1      
Streptomyces sp. CB01881                                           NZ_CP026498.1         9626134   9629771   6.1481   1        1        1        1      
Streptomyces sp. IB2014 011-12                                     NZ_QEIK01000026.1     163098    183696    6.1368   1        1        1        1      
Streptomyces sp. NPDC048664                                        NZ_JBEZHK010000023.1  32334     36002     6.1482   1        1        1        1      
Streptomyces sp. NPDC048664                                        NZ_JBEZHK010000062.1  568       4307      6.1437   1        1        1        1      
Streptomyces sp. WAC 01529                                         NZ_CP029617.1         5044644   5049094   6.1364   1        1        1        1      
Streptomyces sp. NPDC089424                                        NZ_JBIVHU010000011.1  184151    188501    6.1479   1        1        1        1      
Streptomyces sp. M1013                                             NZ_MQUH01000016.1     747321    771193    6.1443   1        1        1        2      
Streptomyces sp. E5N298                                            NZ_RAIG01000575.1     16262     22035     5.1390   1        1        1        1      
Streptomyces sp. BK208                                             NZ_SOAV01000014.1     267036    270994    6.1439   1        1        1        1      
Streptomyces sp. NPDC059861                                        NZ_JBHWJQ010000058.1  33157     37657     6.1468   1        1        1        1      
Streptomyces sp. NPDC001621                                        NZ_JBIAUX010000026.1  39888     43556     6.1482   1        1        1        1      
Streptomyces sp. NPDC051105                                        NZ_JBFBBR010000011.1  118252    122247    4.1381   1        1        1        0      
Streptomyces sp. TRM72054                                          NZ_JAIHBJ010000028.1  1976      5902      6.1469   1        1        1        1      
Streptomyces sp. H27-D2                                            NZ_JAYMZR010000034.1  439       3383      5.1105   0        1        1        1      
Streptomyces sp. NPDC005820                                        NZ_JBEXXE010000098.1  609       4353      6.1455   1        1        1        1      
Streptomyces sp. NPDC017259                                        NZ_JBIRMO010000037.1  14881     25488     3.0914   1        1        0        1      
Streptomyces sp. NPDC056660                                        NZ_JBHTXF010000080.1  26902     30803     4.1380   1        1        1        0      
Streptomyces sp. NPDC048254                                        NZ_JBICZJ010000001.1  467470    471414    4.1380   1        1        1        0      
Streptomyces sp. NPDC007896                                        NZ_JBIBKX010000009.1  104126    107872    6.1470   1        1        1        1      
Streptomyces sp. NPDC007896                                        NZ_JBIBKX010000002.1  151903    155655    6.1444   1        1        1        1      
Streptomyces sp. NPDC001691                                        NZ_JBIAUO010000007.1  158086    162748    6.1372   1        1        1        1      
Streptomyces sp. NPDC001848                                        NZ_JBIATP010000008.1  2142      5890      6.1451   1        1        1        1      
Streptomyces sp. NPDC001848                                        NZ_JBIATP010000028.1  46184     50092     6.1371   1        1        1        1      
Streptomyces sp. NPDC006384                                        NZ_JBIAHR010000020.1  150195    154064    6.1432   1        1        1        1      
Streptomyces sp. NPDC006384                                        NZ_JBIAHR010000005.1  231702    237563    4.1031   0        1        1        1      
Streptomyces sp. HUAS MG47                                         NZ_CP160404.1         6142744   6146415   6.1415   1        1        1        1      
Streptomyces sp. NPDC019443                                        NZ_JBIRYJ010000001.1  790921    797411    4.0931   1        1        0        1      
Streptomyces sp. NBC_00490                                         NZ_CP107870.1         53103     68277     6.1429   1        1        1        1      
Streptomyces sp. NPDC026092                                        NZ_JBEZYN010000038.1  32501     36246     6.1455   1        1        1        1      
Streptomyces sp. NRRL S-340                                        NZ_JOIY01000028.1     104086    108974    6.1413   1        1        1        1      
Streptomyces sp. NPDC005897                                        NZ_JBEXWD010000004.1  32144     55808     6.1445   1        1        1        2      
Streptomyces sp. NPDC020947                                        NZ_JBFADN010000027.1  78620     102195    6.1443   1        1        1        2      
Streptomyces sp. NPDC049744                                        NZ_JBFANE010000272.1  1629      7363      5.1391   1        1        1        1      
Streptomyces sp. NPDC014733                                        NZ_JBIBYO010000012.1  56781     60478     4.1311   1        1        1        0      
Streptomyces sp. NPDC056512                                        NZ_JBHTTC010000115.1  24710     28332     6.1425   1        1        1        1      
Streptomyces sp. NPDC056512                                        NZ_JBHTTC010000169.1  16099     18960     5.1060   0        1        1        1      
Streptomyces sp. NPDC101234                                        NZ_JBIWOA010000008.1  22560     26261     6.1427   1        1        1        1      
Streptomyces sp. NPDC033538                                        NZ_JBEZVH010000009.1  146417    157076    3.0914   1        1        0        1      
Streptomyces sp. NPDC015346                                        NZ_JBIBTW010000006.1  305544    309356    6.1443   1        1        1        1      
Streptomyces sp. NPDC005930                                        NZ_JBIAIH010000011.1  270256    274212    6.1440   1        1        1        1      
Streptomyces sp. NPDC005930                                        NZ_JBIAIH010000016.1  8163      19621     6.1342   1        1        1        1      
Streptomyces sp. NPDC006339                                        NZ_JBEXQW010000070.1  5506      9287      6.1444   1        1        1        1      
Streptomyces sp. ms184                                             NZ_NTHC01000124.1     10202     13980     6.1420   1        1        1        1      
Streptomyces sp. SID8367                                           NZ_WWGM01000096.1     18529     22370     6.1459   1        1        1        1      
Streptomyces sp. NPDC037389                                        NZ_JBEZUS010000008.1  206722    216297    4.0794   1        0        1        1      
Streptomyces sp. NBC_00647                                         NZ_CP109040.1         9599801   9603546   6.1445   1        1        1        1      
Streptomyces sp. NBC_00638                                         NZ_JAPENZ010000001.1  8756271   8760018   6.1453   1        1        1        1      
Streptomyces sp. NPDC002688                                        NZ_JBEOVX010000068.1  46623     50368     6.1445   1        1        1        1      
Streptomyces sp. NPDC002773                                        NZ_JBEOVO010000059.1  14121     17770     6.1460   1        1        1        1      
Streptomyces sp. NPDC006446                                        NZ_JBEXPU010000021.1  9110      12857     6.1444   1        1        1        1      
Streptomyces sp. NPDC090106                                        NZ_JBIVDS010000011.1  316207    331358    6.1411   1        1        1        1      
Streptomyces sp. NPDC057387                                        NZ_JBHVBK010000161.1  10289     14066     7.1360   1        1        1        1      
Streptomyces sp. NPDC126499                                        NZ_JBEOUO010000016.1  155118    158897    6.1440   1        1        1        1      
Streptomyces sp. NPDC047525                                        NZ_JBEYTL010000032.1  10322     19002     3.0896   1        1        0        1      
Streptomyces sp. NPDC051183                                        NZ_JBFBBA010000026.1  19654     23273     6.1421   1        1        1        1      
Streptomyces sp. NPDC047043                                        NZ_JBEYVO010000018.1  191041    195443    6.1380   1        1        1        1      
Streptomyces sp. NPDC059002                                        NZ_JBHYJI010000002.1  365757    368545    5.1218   0        1        1        1      
Streptomyces sp. NPDC021056                                        NZ_JBFADI010000032.1  51608     66795     6.1428   1        1        1        1      
Streptomyces sp. NPDC002763                                        NZ_JBEOVS010000006.1  161577    165553    4.1380   1        1        1        0      
Streptomyces sp. NBC_01213                                         NZ_CP108541.1         7437010   7440657   6.1459   1        1        1        1      
Streptomyces sp. NBC_01213                                         NZ_CP108541.1         6767580   6776327   4.0956   1        1        0        1      
Streptomyces sp. NPDC046939                                        NZ_JBEYWV010000036.1  71537     75127     6.1391   1        1        1        1      
Streptomyces sp. QL37                                              NZ_PTJS02000001.1     5767609   5771320   6.1440   1        1        1        1      
Streptomyces sp. NBC_00654                                         NZ_JAPEOB010000001.1  3010833   3014444   6.1466   1        1        1        1      
Streptomyces sp. NBC_00654                                         NZ_JAPEOB010000004.1  55555     58339     5.1136   0        1        1        1      
Streptomyces sp. NPDC059697                                        NZ_JBHWFH010000130.1  16455     20200     6.1470   1        1        1        1      
Streptomyces sp. NPDC059697                                        NZ_JBHWFH010000206.1  8485      10954     4.0873   1        0        1        1      
Streptomyces sp. NPDC087859                                        NZ_JBIUUU010000019.1  82340     97634     6.1422   1        1        1        1      
Streptomyces sp. NPDC017086                                        NZ_JBIROX010000039.1  17392     21128     6.1458   1        1        1        1      
Streptomyces sp. HUCO-GS316                                        NZ_WUNA01000024.1     3346      7815      6.1452   1        1        1        1      
Streptomyces sp. HUCO-GS316                                        NZ_WUNA01000059.1     20750     24487     6.1453   1        1        1        1      
Streptomyces sp. HUCO-GS316                                        NZ_WUNA01000015.1     136762    139619    5.1004   0        1        1        1      
Streptomyces sp. AA0539                                            NZ_ALNP01000003.1     54911     58690     6.1455   1        1        1        1      
Streptomyces sp. NPDC093795                                        NZ_JBIWIO010000005.1  484555    488205    6.1448   1        1        1        1      
Streptomyces sp. CoH27                                             NZ_JAIQYY010000051.1  35040     38665     6.1421   1        1        1        1      
Streptomyces sp. NPDC006465                                        NZ_JBEXPN010000002.1  307826    311571    6.1445   1        1        1        1      
Streptomyces sp. NPDC047706                                        NZ_JBIDCW010000014.1  178776    182927    6.1465   1        1        1        1      
Streptomyces sp. NPDC006711                                        NZ_JBIAGO010000019.1  149173    152943    6.1465   1        1        1        1      
Streptomyces sp. R21                                               NZ_CP163435.1         280482    284077    6.1429   1        1        1        1      
Streptomyces sp. NPDC020939                                        NZ_JBIRRL010000013.1  46384     49954     6.1398   1        1        1        1      
Streptomyces sp. MNU77                                             NZ_JXUQ02000001.1     1696610   1700252   6.1435   1        1        1        1      
Streptomyces sp. WAC00303                                          NZ_CP096281.1         6585120   6590546   7.1601   2        1        1        1      
Streptomyces sp. NPDC005840                                        NZ_JBEXWY010000122.1  5524      8306      5.1124   0        1        1        1      
Streptomyces sp. NPDC001652                                        NZ_JBEOZR010000025.1  47114     62274     6.1427   1        1        1        1      
Streptomyces sp. NPDC051001                                        NZ_JBFAGH010000023.1  61032     76280     6.1395   1        1        1        1      
Streptomyces sp. NPDC021139                                        NZ_JBFADF010000094.1  11498     17241     5.1391   1        1        1        1      
Streptomyces sp. NPDC021140                                        NZ_JBIRQE010000023.1  11498     35226     6.1444   1        1        1        2      
Streptomyces sp. NPDC093065                                        NZ_JBIVPJ010000008.1  265924    291827    6.1466   1        1        1        2      
Streptomyces sp. or43                                              NZ_RDBK01000008.1     595634    599402    6.1456   1        1        1        1      
Streptomyces sp. or43                                              NZ_RDBK01000043.1     4532185   4540258   3.0895   1        1        0        1      
Streptomyces sp. NPDC006743                                        NZ_JBEYJA010000037.1  56577     61484     6.1407   1        1        1        1      
Streptomyces sp. NRRL S-1868                                       NZ_JOGD01000002.1     108520    120884    4.0768   1        0        1        1      
Streptomyces sp. ACA25                                             NZ_JAQKPV010000012.1  147785    150740    5.1100   0        1        1        1      
Streptomyces sp. NPDC002054                                        NZ_JBEOXT010000034.1  4328      7982      6.1431   1        1        1        1      
Streptomyces sp. NPDC017227                                        NZ_JBIRND010000021.1  2210      12806     3.0910   1        1        0        1      
Streptomyces sp. NPDC048224                                        NZ_JBEZMG010000010.1  219165    223123    6.1437   1        1        1        1      
Streptomyces sp. NPDC048224                                        NZ_JBEZMG010000001.1  8485      19896     6.1375   1        1        1        1      
Streptomyces sp. NPDC012769                                        NZ_JBIBCP010000013.1  26599     30340     6.1440   1        1        1        1      
Streptomyces sp. NPDC018026                                        NZ_JBIRFY010000009.1  298986    302814    6.1438   1        1        1        1      
Streptomyces sp. NPDC018026                                        NZ_JBIRFY010000006.1  473491    497155    6.1457   1        1        1        2      
Streptomyces sp. NPDC091268                                        NZ_JBIVVE010000011.1  22437     26067     6.1429   1        1        1        1      
Streptomyces sp. TP-A0874                                          NZ_BBZK01000006.1     281708    291185    4.0955   1        1        0        1      
Streptomyces sp. NPDC050560                                        NZ_JBITGT010000005.1  228206    232293    4.1021   0        1        1        1      
Streptomyces sp. NPDC050560                                        NZ_JBITGT010000009.1  1661      5696      4.1137   0        1        1        1      
Streptomyces sp. NPDC047461                                        NZ_JBEYTQ010000021.1  49871     65083     6.1427   1        1        1        1      
Streptomyces sp. MBT72                                             NZ_JAENRV010000002.1  24793     31216     4.0923   1        1        0        1      
Streptomyces sp. JS01                                              NZ_JPWW01000020.1     373749    380172    4.0921   1        1        0        1      
Streptomyces sp. SS07                                              NZ_KZ268499.1         152819    159242    4.0921   1        1        0        1      
Streptomyces sp. st140                                             NZ_NTGS01000037.1     38317     44740     4.0921   1        1        0        1      
Streptomyces sp. ms115                                             NZ_NTHD01000048.1     17510     23933     4.0921   1        1        0        1      
Streptomyces sp. NBC_00203                                         NZ_CP108126.1         4593595   4597398   6.1480   1        1        1        1      
Streptomyces sp. NBC_00203                                         NZ_CP108126.1         913388    916171    5.1082   0        1        1        1      
Streptomyces sp. NPDC001744                                        NZ_JBIAUG010000030.1  39174     42044     5.1004   0        1        1        1      
Streptomyces sp. NPDC026672                                        NZ_JBEZXS010000023.1  66687     69537     5.1040   0        1        1        1      
Streptomyces sp. NPDC026672                                        NZ_JBEZXS010000034.1  13315     17153     6.1442   1        1        1        1      
Streptomyces sp. NPDC060275                                        NZ_JBHXBI010000095.1  27582     31486     6.1433   1        1        1        1      
Streptomyces sp. NPDC060275                                        NZ_JBHXBI010000153.1  8545      12155     6.1372   1        1        1        1      
Streptomyces sp. NPDC006670                                        NZ_JBEYJN010000101.1  3357      8039      5.1314   1        1        1        0      
Streptomyces sp. NPDC006670                                        NZ_JBEYJN010000067.1  20014     22896     5.1054   0        1        1        1      
Streptomyces sp. NPDC001594                                        NZ_JBIAVB010000025.1  58059     62741     5.1316   1        1        1        0      
Streptomyces sp. NPDC001594                                        NZ_JBIAVB010000025.1  30438     33320     5.1055   0        1        1        1      
Streptomyces sp. rh195                                             NZ_NTGY01000005.1     70108     73750     6.1434   1        1        1        1      
Streptomyces sp. NPDC058751                                        NZ_JBHYPZ010000044.1  33491     37246     6.1423   1        1        1        1      
Streptomyces sp. CSDS2                                             NZ_JAUEPB010000098.1  6063      9664      6.1428   1        1        1        1      
Streptomyces sp. CA2R101                                           NZ_JBAGKB010000047.1  10066     18635     6.1363   1        1        1        1      
Streptomyces sp. JHA26                                             NZ_BDJC01000071.1     19776     23452     6.1399   1        1        1        1      
Streptomyces sp. NPDC006678                                        NZ_JBEYJM010000078.1  3297      6976      6.1453   1        1        1        1      
Streptomyces sp. CA-210063                                         NZ_CP102512.1         2309260   2335133   10.2348  1        2        2        1      
Streptomyces sp. NPDC058157                                        NZ_JBHVUQ010000089.1  5938      10620     5.1327   1        1        1        0      
Streptomyces sp. NPDC058157                                        NZ_JBHVUQ010000051.1  10909     13791     5.1059   0        1        1        1      
Streptomyces sp. NPDC050844                                        NZ_JBFAGZ010000059.1  9057      20636     6.1342   1        1        1        1      
Streptomyces sp. NPDC055952                                        NZ_JBHJYU010000012.1  45513     58530     7.1351   1        1        1        1      
Streptomyces sp. NBC_01485                                         NZ_CP109435.1         1664200   1667982   6.1456   1        1        1        1      
Streptomyces sp. uw30                                              NZ_RDBN01000013.1     810       4673      6.1424   1        1        1        1      
Streptomyces sp. NRRL B-24572                                      NZ_MWIG01000006.1     1715      5376      6.1443   1        1        1        1      
Streptomyces sp. NPDC007808                                        NZ_JBIAEQ010000008.1  584675    588350    6.1466   1        1        1        1      
Streptomyces sp. R35                                               NZ_CP163440.1         4818681   4822493   6.1476   1        1        1        1      
Streptomyces sp. R35                                               NZ_CP163440.1         1132681   1135464   5.1081   0        1        1        1      
Streptomyces sp. NPDC005791                                        NZ_JBIAIP010000008.1  360019    363789    6.1457   1        1        1        1      
