scaffold	representative	dereplication_status
AAAQOX010000001.1	GCA_004405285.1	redundant
DAAJMS010000030.1	GCA_004405285.1	redundant
JABYZY010000001.1	GCA_004405285.1	redundant
AAAXHP010000001.1	GCA_004405285.1	redundant
NZ_NXYL01000026.1	GCA_004405285.1	redundant
DABPYB010000001.1	GCA_004405285.1	redundant
AAQRSA010000001.1	GCA_004405285.1	redundant
NZ_MJCN01000017.1	GCA_004405285.1	redundant
ABAFJX010000001.1	GCA_004405285.1	redundant
AAANXW010000005.1	GCA_004405285.1	redundant
AAAXZK010000001.1	GCA_004405285.1	redundant
AAALNE010000001.1	GCA_004405285.1	redundant
AACKKC010000014.1	GCA_004405285.1	redundant
ABOQED010000001.1	GCA_004405285.1	redundant
NZ_JARWJD010000001.1	GCA_004405285.1	redundant
ABOQDP010000001.1	GCA_004405285.1	redundant
AANDWE010000059.1	GCA_004405285.1	redundant
AAAQTI010000001.1	GCA_004405285.1	redundant
AAOYXG010000001.1	GCA_004405285.1	redundant
ABGAZG010000018.1	GCA_004405285.1	redundant
NZ_JOZN01000010.1	GCA_004405285.1	redundant
NZ_JAUJXR010000006.1	GCA_004405285.1	redundant
AAAOXI010000001.1	GCA_004405285.1	redundant
NZ_MDPT01000011.1	GCA_004405285.1	redundant
AAARKM010000002.1	GCA_004405285.1	redundant
NZ_JARXMS010000001.1	GCA_004405285.1	redundant
NZ_MDQG01000015.1	GCA_004405285.1	redundant
NZ_JOXO01000008.1	GCA_004405285.1	redundant
DAHAIO010000028.1	GCA_004405285.1	redundant
AAAWWH010000043.1	GCA_004405285.1	redundant
NZ_JOWY01000010.1	GCA_004405285.1	redundant
AABDQY010000001.1	GCA_004405285.1	redundant
DAHAHC010000039.1	GCA_004405285.1	redundant
DAGUCJ010000001.1	GCA_004405285.1	redundant
DAGUBZ010000001.1	GCA_004405285.1	redundant
ABAWLS010000001.1	GCA_004405285.1	redundant
AAAZXF010000002.1	GCA_004405285.1	redundant
DAPDOM010000024.1	GCA_004405285.1	redundant
ABESUZ010000001.1	GCA_004405285.1	redundant
DAAIAI010000009.1	GCA_004405285.1	redundant
AAAIXT010000001.1	GCA_004405285.1	redundant
AAARBO010000001.1	GCA_004405285.1	redundant
AAAISF010000008.1	GCA_004405285.1	redundant
ABGCXJ010000001.1	GCA_004405285.1	redundant
ABPHLH010000001.1	GCA_004405285.1	redundant
AABDHP010000037.1	GCA_004405285.1	redundant
AAAYZZ010000001.1	GCA_004405285.1	redundant
AAMONC010000001.1	GCA_004405285.1	redundant
AAAHSZ010000030.1	GCA_004405285.1	redundant
AAUTUE010000022.1	GCA_004405285.1	redundant
ABCFEF010000003.1	GCA_004405285.1	redundant
AAAKDR010000003.1	GCA_004405285.1	redundant
ABHWHD010000001.1	GCA_004405285.1	redundant
AAQRQJ010000001.1	GCA_004405285.1	redundant
NZ_NPAU01000001.1	GCA_004405285.1	redundant
AABFAN010000001.1	GCA_004405285.1	redundant
AAAXHQ010000014.1	GCA_004405285.1	redundant
AAAKSS010000001.1	GCA_004405285.1	redundant
JAIOBG010000001.1	GCA_004405285.1	redundant
AAAHNZ010000001.1	GCA_004405285.1	redundant
DAJOJE010000001.1	GCA_004405285.1	redundant
AAXIES010000070.1	GCA_004405285.1	redundant
AAALNK010000001.1	GCA_004405285.1	redundant
AAYBVA010000001.1	GCA_004405285.1	redundant
AAWRCJ010000001.1	GCA_004405285.1	redundant
ABOQEE010000001.1	GCA_004405285.1	redundant
DAAJWD010000001.1	GCA_004405285.1	redundant
AAWQKQ010000001.1	GCA_004405285.1	redundant
NZ_JPBI01000009.1	GCA_004405285.1	redundant
ABOQDR010000001.1	GCA_004405285.1	redundant
NZ_JARWJS010000003.1	GCA_004405285.1	redundant
AAQPOX010000001.1	GCA_004405285.1	redundant
NZ_JPAX01000009.1	GCA_004405285.1	redundant
ABGAZJ010000026.1	GCA_004405285.1	redundant
AAAWDH010000071.1	GCA_004405285.1	redundant
NXPR01000014.1	GCA_004405285.1	redundant
NZ_CP115042.1	GCA_004405285.1	redundant
AAAHIL010000001.1	GCA_004405285.1	redundant
AANCHL010000001.1	GCA_004405285.1	redundant
DAAAAP010000001.1	GCA_004405285.1	redundant
NZ_JARXML010000001.1	GCA_004405285.1	redundant
DAAIMJ010000021.1	GCA_004405285.1	redundant
AAALJO010000001.1	GCA_004405285.1	redundant
NZ_NYHI01000006.1	GCA_004405285.1	redundant
DAAIKQ010000001.1	GCA_004405285.1	redundant
ABLASD010000001.1	GCA_004405285.1	redundant
AABDRE010000001.1	GCA_004405285.1	redundant
AAAQPB010000001.1	GCA_004405285.1	redundant
AAAKJT010000009.1	GCA_004405285.1	redundant
ABLSSQ010000001.1	GCA_004405285.1	redundant
AAAHXQ010000003.1	GCA_004405285.1	redundant
DAGUCC010000001.1	GCA_004405285.1	redundant
AAATSM010000018.1	GCA_004405285.1	redundant
DABKIR010000009.1	GCA_004405285.1	redundant
AALMNR010000001.1	GCA_004405285.1	redundant
ABFVCE010000001.1	GCA_004405285.1	redundant
DAGUBV010000001.1	GCA_004405285.1	redundant
ABDXXO010000021.1	GCA_004405285.1	redundant
ABFTIV010000001.1	GCA_004405285.1	redundant
AAAPOY010000001.1	GCA_004405285.1	redundant
ABHFSS010000007.1	GCA_004405285.1	redundant
ABLTZN010000001.1	GCA_004405285.1	redundant
AAVXUZ010000001.1	GCA_004405285.1	redundant
DAGUBB010000001.1	GCA_004405285.1	redundant
NZ_MJOW01000016.1	GCA_004405285.1	redundant
ABPHLI010000001.1	GCA_004405285.1	redundant
AABBFL010000079.1	GCA_004405285.1	redundant
DAAHTN010000001.1	GCA_004405285.1	redundant
ABPHKQ010000001.1	GCA_004405285.1	redundant
NZ_FFHI01000002.1	GCA_004405285.1	redundant
AAAKXN010000020.1	GCA_004405285.1	redundant
AAUTUG010000022.1	GCA_004405285.1	redundant
DAALGH010000011.1	GCA_004405285.1	redundant
AABDGH010000001.1	GCA_004405285.1	redundant
AAAZAE010000003.1	GCA_004405285.1	redundant
JABZAC010000001.1	GCA_004405285.1	redundant
ABPAXT010000001.1	GCA_004405285.1	redundant
AAAKCV010000026.1	GCA_004405285.1	redundant
AAAYZO010000001.1	GCA_004405285.1	redundant
JAMKIB010000003.1	GCA_004405285.1	redundant
AAXHSB010000029.1	GCA_004405285.1	redundant
AAATDJ010000010.1	GCA_004405285.1	redundant
JAMKIM010000001.1	GCA_004405285.1	redundant
NZ_QYFS01000001.1	GCA_004405285.1	redundant
ABOQDO010000001.1	GCA_004405285.1	redundant
NZ_JARWJT010000009.1	GCA_004405285.1	redundant
ABGAZL010000014.1	GCA_004405285.1	redundant
ABOQDJ010000001.1	GCA_004405285.1	redundant
NZ_JARWNA010000001.1	GCA_004405285.1	redundant
DABPVO010000001.1	GCA_004405285.1	redundant
NZ_JPAP01000020.1	GCA_004405285.1	redundant
ABABEG010000001.1	GCA_004405285.1	redundant
AAAYTE010000001.1	GCA_004405285.1	redundant
AAARUC010000001.1	GCA_004405285.1	redundant
NZ_MDPV01000013.1	GCA_004405285.1	redundant
NZ_JAFDNS010000013.1	GCA_004405285.1	redundant
NZ_JARXMK010000001.1	GCA_004405285.1	redundant
DAAILJ010000001.1	GCA_004405285.1	redundant
NZ_JOYG01000010.1	GCA_004405285.1	redundant
AABEMX010000007.1	GCA_004405285.1	redundant
AAUCHJ010000001.1	GCA_004405285.1	redundant
NZ_JARXLN010000001.1	GCA_004405285.1	redundant
AAALJN010000001.1	GCA_004405285.1	redundant
AAXUOE010000019.1	GCA_004405285.1	redundant
AAUCGN010000001.1	GCA_004405285.1	redundant
DAHAHG010000001.1	GCA_004405285.1	redundant
AABCPU010000001.1	GCA_004405285.1	redundant
DAGUCE010000001.1	GCA_004405285.1	redundant
NZ_CP067362.1	GCA_004405285.1	redundant
AAATMM010000022.1	GCA_004405285.1	redundant
DAGUBT010000001.1	GCA_004405285.1	redundant
AAAZDG010000003.1	GCA_004405285.1	redundant
AAAIYP010000001.1	GCA_004405285.1	redundant
AAATNJ010000001.1	GCA_004405285.1	redundant
AAZEBQ010000001.1	GCA_004405285.1	redundant
AAARBS010000001.1	GCA_004405285.1	redundant
DAGUBK010000001.1	GCA_004405285.1	redundant
AAAHSK010000001.1	GCA_004405285.1	redundant
AAALAT010000001.1	GCA_004405285.1	redundant
AAWTOG010000001.1	GCA_004405285.1	redundant
AAAIQE010000001.1	GCA_004405285.1	redundant
DAHDEL010000001.1	GCA_004405285.1	redundant
ABPHLL010000001.1	GCA_004405285.1	redundant
NZ_CP031141.1	GCA_004405285.1	redundant
NZ_MJNW01000014.1	GCA_004405285.1	redundant
AAASUY010000099.1	GCA_004405285.1	redundant
ABPHKR010000001.1	GCA_004405285.1	redundant
AATMFZ010000001.1	GCA_004405285.1	redundant
AAAVXN010000001.1	GCA_004405285.1	redundant
AAAPKK010000001.1	GCA_004405285.1	redundant
AANCTN010000001.1	GCA_004405285.1	redundant
AABFBZ010000051.1	GCA_004405285.1	redundant
JABYZQ010000001.1	GCA_004405285.1	redundant
AAAXHN010000003.1	GCA_004405285.1	redundant
AABDCK010000001.1	GCA_004405285.1	redundant
NZ_FFFP01000001.1	GCA_004405285.1	redundant
DAAJJG010000001.1	GCA_004405285.1	redundant
AAAHNL010000003.1	GCA_004405285.1	redundant
ABBOJV010000001.1	GCA_004405285.1	redundant
AAAQDD010000001.1	GCA_004405285.1	redundant
AAVPFV010000001.1	GCA_004405285.1	redundant
AAATDM010000001.1	GCA_004405285.1	redundant
NZ_JPCE01000008.1	GCA_004405285.1	redundant
AAAXTL010000018.1	GCA_004405285.1	redundant
DAAJWE010000001.1	GCA_004405285.1	redundant
ABOQDT010000001.1	GCA_004405285.1	redundant
NZ_JPAT01000028.1	GCA_004405285.1	redundant
ABOQDI010000001.1	GCA_004405285.1	redundant
NZ_JARWNB010000001.1	GCA_004405285.1	redundant
AAATSG010000001.1	GCA_004405285.1	redundant
AAOYXO010000001.1	GCA_004405285.1	redundant
ABPJAF010000001.1	GCA_004405285.1	redundant
NZ_JARXMM010000001.1	GCA_004405285.1	redundant
DAPERE010000033.1	GCA_004405285.1	redundant
ABFWVH010000001.1	GCA_004405285.1	redundant
NZ_JARXNA010000001.1	GCA_004405285.1	redundant
ABLSSP010000001.1	GCA_004405285.1	redundant
AAATNH010000001.1	GCA_004405285.1	redundant
AAJUAA010000001.1	GCA_004405285.1	redundant
AAXTKS010000001.1	GCA_004405285.1	redundant
DASDIM010000065.1	GCA_004405285.1	redundant
ABFVMG010000001.1	GCA_004405285.1	redundant
AAARDY010000001.1	GCA_004405285.1	redundant
DAGUBX010000001.1	GCA_004405285.1	redundant
JAHMEW010000001.1	GCA_004405285.1	redundant
ABHFST010000007.1	GCA_004405285.1	redundant
ABLTZT010000003.1	GCA_004405285.1	redundant
NZ_CYVM01000006.1	GCA_004405285.1	redundant
AAZEAX010000001.1	GCA_004405285.1	redundant
AAAUHQ010000009.1	GCA_004405285.1	redundant
AAVKSC010000001.1	GCA_004405285.1	redundant
NZ_FFFN01000002.1	GCA_004405285.1	redundant
ABCFRO010000003.1	GCA_004405285.1	redundant
ABPHLE010000001.1	GCA_004405285.1	redundant
AABDIG010000136.1	GCA_004405285.1	redundant
ABNBGC010000001.1	GCA_004405285.1	redundant
AALAKG010000001.1	GCA_004405285.1	redundant
AAUTTZ010000035.1	GCA_004405285.1	redundant
DAAJQA010000002.1	GCA_004405285.1	redundant
AAQOLY010000001.1	GCA_004405285.1	redundant
NZ_FFHO01000001.1	GCA_004405285.1	redundant
AAKTAO010000003.1	GCA_004405285.1	redundant
ABIVDL010000007.1	GCA_004405285.1	redundant
AABFAA010000003.1	GCA_004405285.1	redundant
JABYZR010000001.1	GCA_004405285.1	redundant
AAAXHK010000008.1	GCA_004405285.1	redundant
AABDCY010000001.1	GCA_004405285.1	redundant
ABFMFZ010000001.1	GCA_004405285.1	redundant
ABCZLL010000001.1	GCA_004405285.1	redundant
AACKKD010000017.1	GCA_004405285.1	redundant
DAAJDC010000038.1	GCA_004405285.1	redundant
AABGIT010000003.1	GCA_004405285.1	redundant
ABCOXD010000001.1	GCA_004405285.1	redundant
AAAHLI010000001.1	GCA_004405285.1	redundant
ABOQDV010000001.1	GCA_004405285.1	redundant
AABAOI010000001.1	GCA_004405285.1	redundant
AAAURE010000003.1	GCA_004405285.1	redundant
NZ_JPBL01000008.1	GCA_004405285.1	redundant
ABOQDM010000001.1	GCA_004405285.1	redundant
AAAZKN010000003.1	GCA_004405285.1	redundant
AAATSD010000003.1	GCA_004405285.1	redundant
AAJZKS010000025.1	GCA_004405285.1	redundant
AABDXC010000001.1	GCA_004405285.1	redundant
DAPEXK010000027.1	GCA_004405285.1	redundant
NZ_MDPU01000015.1	GCA_004405285.1	redundant
AAAOVL010000001.1	GCA_004405285.1	redundant
AAUCGQ010000001.1	GCA_004405285.1	redundant
DAAIJH010000001.1	GCA_004405285.1	redundant
ABLSSR010000001.1	GCA_004405285.1	redundant
ABJWQR010000001.1	GCA_004405285.1	redundant
DAGUCG010000001.1	GCA_004405285.1	redundant
NZ_JAGSDZ010000013.1	GCA_004405285.1	redundant
AAATMP010000009.1	GCA_004405285.1	redundant
ABFVME010000001.1	GCA_004405285.1	redundant
NZ_JAFIPH010000001.1	GCA_004405285.1	redundant
AAWUPF010000001.1	GCA_004405285.1	redundant
NZ_MJSB01000012.1	GCA_004405285.1	redundant
DAAIFA010000001.1	GCA_004405285.1	redundant
AAVYSU010000001.1	GCA_004405285.1	redundant
AAVMSZ010000001.1	GCA_004405285.1	redundant
ABPISC010000001.1	GCA_004405285.1	redundant
AAXQOB010000001.1	GCA_004405285.1	redundant
NZ_FUJU01000013.1	GCA_004405285.1	redundant
AAQRWQ010000043.1	GCA_004405285.1	redundant
AAAWSJ010000026.1	GCA_004405285.1	redundant
NZ_CP016629.1	GCA_004405285.1	redundant
ABCSIR010000001.1	GCA_004405285.1	redundant
AAAITO010000001.1	GCA_004405285.1	redundant
NZ_MJOC01000014.1	GCA_004405285.1	redundant
AABDJD010000001.1	GCA_004405285.1	redundant
AAJESN010000018.1	GCA_004405285.1	redundant
AAAQYG010000002.1	GCA_004405285.1	redundant
AAAKGU010000067.1	GCA_004405285.1	redundant
NZ_JAHVWR010000001.1	GCA_004405285.1	redundant
ABCFET010000001.1	GCA_004405285.1	redundant
AALAKX010000033.1	GCA_004405285.1	redundant
ABCFEK010000003.1	GCA_004405285.1	redundant
AAXIRE010000035.1	GCA_004405285.1	redundant
DAAJNX010000001.1	GCA_004405285.1	redundant
JAIODH010000001.1	GCA_004405285.1	redundant
AABGQA010000001.1	GCA_004405285.1	redundant
JABYZW010000001.1	GCA_004405285.1	redundant
AAAHNY010000001.1	GCA_004405285.1	redundant
AABDCP010000001.1	GCA_004405285.1	redundant
ABFMGA010000001.1	GCA_004405285.1	redundant
AAAKSU010000001.1	GCA_004405285.1	redundant
AAXIAV010000069.1	GCA_004405285.1	redundant
ABHSJR010000001.1	GCA_004405285.1	redundant
NZ_JACOES010000001.1	GCA_004405285.1	redundant
AAXGJF010000001.1	GCA_004405285.1	redundant
AACKJI010000002.1	GCA_004405285.1	redundant
AABEQF010000044.1	GCA_004405285.1	redundant
AAAIFS010000001.1	GCA_004405285.1	redundant
AAPEWM010000001.1	GCA_004405285.1	redundant
DAAKVL010000001.1	GCA_004405285.1	redundant
AAALNF010000001.1	GCA_004405285.1	redundant
ABOQDY010000001.1	GCA_004405285.1	redundant
NZ_JPBG01000009.1	GCA_004405285.1	redundant
ABOQDN010000001.1	GCA_004405285.1	redundant
AANDWB010000044.1	GCA_004405285.1	redundant
AAATSE010000001.1	GCA_004405285.1	redundant
NZ_NXTK01000003.1	GCA_004405285.1	redundant
AABCSC010000001.1	GCA_004405285.1	redundant
AAXUTW010000041.1	GCA_004405285.1	redundant
NZ_JAPHNV010000001.1	GCA_004405285.1	redundant
AAAZGI010000001.1	GCA_004405285.1	redundant
NZ_JARXMV010000001.1	GCA_004405285.1	redundant
ABLUCI010000001.1	GCA_004405285.1	redundant
AAAZFW010000002.1	GCA_004405285.1	redundant
DAAEEO010000001.1	GCA_004405285.1	redundant
AAUCGY010000001.1	GCA_004405285.1	redundant
AAAXAR010000001.1	GCA_004405285.1	redundant
AAALIW010000001.1	GCA_004405285.1	redundant
AAWXEO010000001.1	GCA_004405285.1	redundant
ABLSPV010000001.1	GCA_004405285.1	redundant
NZ_PNQI01000001.1	GCA_004405285.1	redundant
NZ_PNQR01000001.1	GCA_004405285.1	redundant
RUHY01000001.1	GCA_004405285.1	redundant
AABAWP010000001.1	GCA_004405285.1	redundant
ABPTKN010000001.1	GCA_004405285.1	redundant
AAAWDJ010000060.1	GCA_004405285.1	redundant
ABLSSN010000001.1	GCA_004405285.1	redundant
AAVPAH010000001.1	GCA_004405285.1	redundant
ABDJFH010000001.1	GCA_004405285.1	redundant
AAAZFZ010000001.1	GCA_004405285.1	redundant
ABLSTT010000001.1	GCA_004405285.1	redundant
AALEDT010000002.1	GCA_004405285.1	redundant
AABGVF010000015.1	GCA_004405285.1	redundant
AAAPKF010000001.1	GCA_004405285.1	redundant
AANDVG010000001.1	GCA_004405285.1	redundant
AAAWDK010000001.1	GCA_004405285.1	redundant
AAZLON010000001.1	GCA_004405285.1	redundant
AANDVJ010000024.1	GCA_004405285.1	redundant
AAAPKG010000001.1	GCA_004405285.1	redundant
AAATZM010000001.1	GCA_004405285.1	redundant
AAAWOP010000019.1	GCA_004405285.1	redundant
AACKJD010000018.1	GCA_004405285.1	redundant
AAAJYW010000014.1	GCA_004405285.1	redundant
REUH01000001.1	GCA_004405285.1	redundant
AAZUBX010000001.1	GCA_004405285.1	redundant
AAVYFX010000001.1	GCA_004405285.1	redundant
ABLSPP010000001.1	GCA_004405285.1	redundant
DAEPAR010000001.1	GCA_004405285.1	redundant
AAAACW010000001.1	GCA_004405285.1	redundant
RSUW01000001.1	GCA_004405285.1	redundant
AAAUNV010000001.1	GCA_004405285.1	redundant
DAAHQZ010000001.1	GCA_004405285.1	redundant
AAATIV010000001.1	GCA_004405285.1	redundant
AAAHRL010000003.1	GCA_004405285.1	redundant
AAATNO010000009.1	GCA_004405285.1	redundant
AAAACS010000060.1	GCA_004405285.1	redundant
AAAMVA010000002.1	GCA_004405285.1	redundant
REQZ01000049.1	GCA_004405285.1	redundant
ABLSSA010000001.1	GCA_004405285.1	redundant
REUW01000003.1	GCA_004405285.1	redundant
AAAKXM010000009.1	GCA_004405285.1	redundant
ABLJJQ010000001.1	GCA_004405285.1	redundant
RFAV01000026.1	GCA_004405285.1	redundant
AAXKBS010000023.1	GCA_004405285.1	redundant
ABDHOH010000002.1	GCA_004405285.1	redundant
AAAMPZ010000001.1	GCA_004405285.1	redundant
DAAEBL010000001.1	GCA_004405285.1	redundant
AAAWOL010000001.1	GCA_004405285.1	redundant
RELI01000001.1	GCA_004405285.1	redundant
AAAJFF010000045.1	GCA_004405285.1	redundant
RCPG01000024.1	GCA_004405285.1	redundant
AAAWDN010000001.1	GCA_004405285.1	redundant
AAALJQ010000001.1	GCA_004405285.1	redundant
AAAWYT010000014.1	GCA_004405285.1	redundant
AAAWBR010000001.1	GCA_004405285.1	redundant
DAAKMB010000001.1	GCA_004405285.1	redundant
AANOIQ010000001.1	GCA_004405285.1	redundant
AAAVUT010000013.1	GCA_004405285.1	redundant
AAAURF010000003.1	GCA_004405285.1	redundant
AABGOC010000053.1	GCA_004405285.1	redundant
AAATDH010000001.1	GCA_004405285.1	redundant
AAAKZY010000008.1	GCA_004405285.1	redundant
AAAVUJ010000001.1	GCA_004405285.1	redundant
AAATDF010000001.1	GCA_004405285.1	redundant
AAAXFF010000001.1	GCA_004405285.1	redundant
AABBQJ010000001.1	GCA_004405285.1	redundant
AAAVUN010000001.1	GCA_004405285.1	redundant
AABEWM010000001.1	GCA_004405285.1	redundant
RCSJ01000001.1	GCA_004405285.1	redundant
AAAKTV010000001.1	GCA_004430635.1	dereplication_representative
AAQOQV010000001.1	GCA_004430635.1	readded_by_cluster_content
ABLPAN010000001.1	GCA_004430635.1	readded_by_cluster_content
AABCAY010000063.1	GCA_004430635.1	readded_by_cluster_content
ABFQUW010000019.1	GCA_004430635.1	readded_by_cluster_content
ABCEWS010000010.1	GCA_004430635.1	redundant
AABAGK010000001.1	GCA_004430635.1	redundant
ABCIPR010000001.1	GCA_004430635.1	redundant
AALTGI010000001.1	GCA_004430635.1	redundant
ABFWGV010000001.1	GCA_004430635.1	redundant
AAALFJ010000001.1	GCA_004430635.1	redundant
ABDFQP010000018.1	GCA_004430635.1	redundant
ABBGRA010000001.1	GCA_004430635.1	redundant
AABEGW010000001.1	GCA_004430635.1	redundant
DAPDOU010000010.1	GCA_004430635.1	redundant
JAHMEL010000001.1	GCA_004430635.1	redundant
ABBTMF010000027.1	GCA_004430635.1	redundant
JARNBV010000001.1	GCA_004430635.1	redundant
ABBEUJ010000001.1	GCA_004430635.1	redundant
NZ_CP041014.1	GCA_004430635.1	redundant
AAALTF010000001.1	GCA_004430635.1	redundant
ABBETO010000002.1	GCA_004430635.1	redundant
AABGWG010000005.1	GCA_004430635.1	redundant
NZ_FFHL01000001.1	GCA_004430635.1	redundant
ABFSIB010000001.1	GCA_004430635.1	redundant
AAYWWO010000001.1	GCA_004430635.1	redundant
JARNCF010000001.1	GCA_004430635.1	redundant
ABBDXT010000016.1	GCA_004430635.1	redundant
DAEZBX010000093.1	GCA_004430635.1	redundant
NZ_LNPN01000002.1	GCA_004430635.1	redundant
AAAZAK010000001.1	GCA_004430635.1	redundant
ABFRLC010000007.1	GCA_004430635.1	redundant
AANEGC010000018.1	GCA_004430635.1	redundant
AAAKZA010000027.1	GCA_004430635.1	redundant
DAPDNM010000001.1	GCA_004430635.1	redundant
NZ_MTRI01000024.1	GCA_004430635.1	redundant
NZ_MTRB01000002.1	GCA_004430635.1	redundant
ABBCPZ010000001.1	GCA_004430635.1	redundant
AAQPFE010000001.1	GCA_004430635.1	redundant
AAAIQY010000017.1	GCA_004430635.1	redundant
JARNEO010000001.1	GCA_004430635.1	redundant
ABAIIC010000018.1	GCA_004430635.1	redundant
AARIZZ010000001.1	GCA_004430635.1	redundant
ABBBBC010000001.1	GCA_004430635.1	redundant
AAQPRV010000001.1	GCA_004430635.1	redundant
ABCRVL010000002.1	GCA_004430635.1	redundant
AAAWJQ010000001.1	GCA_004430635.1	redundant
AAARUV010000001.1	GCA_004430635.1	redundant
NZ_CP117973.1	GCA_004430635.1	redundant
AAAZPZ010000002.1	GCA_004430635.1	redundant
ABCRUM010000003.1	GCA_004430635.1	redundant
AAZNNA010000001.1	GCA_004430635.1	redundant
NZ_QYHH01000001.1	GCA_004430635.1	redundant
AAAMXH010000024.1	GCA_004430635.1	redundant
AAYBTJ010000001.1	GCA_004430635.1	redundant
ABHQQT010000001.1	GCA_004430635.1	redundant
AAQOXX010000001.1	GCA_004430635.1	redundant
ABCFNL010000001.1	GCA_004430635.1	redundant
AAAWWW010000002.1	GCA_004430635.1	redundant
AAAYZM010000001.1	GCA_004430635.1	redundant
DAFFZP010000014.1	GCA_004430635.1	redundant
ABCFLR010000001.1	GCA_004430635.1	redundant
AAASYH010000019.1	GCA_004430635.1	redundant
ABCFCB010000001.1	GCA_004430635.1	redundant
AANDUR010000003.1	GCA_004430635.1	redundant
DAAJVE010000017.1	GCA_004430635.1	redundant
AAATAZ010000001.1	GCA_004430635.1	redundant
AAFOTH010000001.1	GCA_004430635.1	redundant
DAAJSR010000088.1	GCA_004430635.1	redundant
ABAPGP010000001.1	GCA_004430635.1	redundant
ABCJQQ010000001.1	GCA_004430635.1	redundant
AAAXXI010000002.1	GCA_004430635.1	redundant
ABCFAN010000001.1	GCA_004430635.1	redundant
NZ_MVEG01000002.1	GCA_004430635.1	redundant
ABCEWZ010000001.1	GCA_004430635.1	redundant
ABOIEM010000001.1	GCA_004430635.1	redundant
NZ_NYHT01000004.1	GCA_004430635.1	redundant
AAFFMW010000009.1	GCA_004430635.1	redundant
NZ_MVEE01000002.1	GCA_004430635.1	redundant
AAAYLC010000001.1	GCA_004430635.1	redundant
AALTKC010000028.1	GCA_004430635.1	redundant
AAALYE010000001.1	GCA_004430635.1	redundant
ABBWKI010000001.1	GCA_004430635.1	redundant
AAAKJN010000001.1	GCA_004430635.1	redundant
ABBGSE010000001.1	GCA_004430635.1	redundant
ABEUWO010000001.1	GCA_004430635.1	redundant
AAANKS010000001.1	GCA_004430635.1	redundant
AAAHUU010000006.1	GCA_004430635.1	redundant
ABBEUE010000019.1	GCA_004430635.1	redundant
AABEHP010000001.1	GCA_004430635.1	redundant
NZ_VOXM01000048.1	GCA_004430635.1	redundant
AALIED010000037.1	GCA_004430635.1	redundant
ABBETM010000003.1	GCA_004430635.1	redundant
NZ_MJOQ01000017.1	GCA_004430635.1	redundant
DAPCSI010000001.1	GCA_004430635.1	redundant
AABFOA010000001.1	GCA_004430635.1	redundant
AAATLU010000025.1	GCA_004430635.1	redundant
ABKXJF010000082.1	GCA_004430635.1	redundant
NZ_FFHW01000001.1	GCA_004430635.1	redundant
ABBEPN010000018.1	GCA_004430635.1	redundant
AAQPXK010000001.1	GCA_004430635.1	redundant
ABFRLB010000009.1	GCA_004430635.1	redundant
JARNCB010000001.1	GCA_004430635.1	redundant
DAPDNN010000017.1	GCA_004430635.1	redundant
DAAFAL010000149.1	GCA_004430635.1	redundant
ABCETM010000012.1	GCA_004430635.1	redundant
AALAQJ010000016.1	GCA_004430635.1	redundant
ABMWKF010000001.1	GCA_004430635.1	redundant
ABBTES010000001.1	GCA_004430635.1	redundant
ABFFIH010000002.1	GCA_004430635.1	redundant
NZ_MTRC01000003.1	GCA_004430635.1	redundant
AABDEO010000001.1	GCA_004430635.1	redundant
ABFECV010000001.1	GCA_004430635.1	redundant
ABCRVS010000073.1	GCA_004430635.1	redundant
AABGUH010000001.1	GCA_004430635.1	redundant
ABLPAM010000001.1	GCA_004430635.1	redundant
AAATGU010000035.1	GCA_004430635.1	redundant
DAALDV010000001.1	GCA_004430635.1	redundant
JARNBT010000001.1	GCA_004430635.1	redundant
JARNFT010000001.1	GCA_004430635.1	redundant
JAERBC010000001.1	GCA_004430635.1	redundant
JAERAT010000051.1	GCA_004430635.1	redundant
AAAOCI010000001.1	GCA_004430635.1	redundant
AAPFCP010000001.1	GCA_004430635.1	redundant
NZ_NXWT01000001.1	GCA_004430635.1	redundant
AAANYX010000001.1	GCA_004430635.1	redundant
AAZNMW010000001.1	GCA_004430635.1	redundant
ABJOFK010000001.1	GCA_004430635.1	redundant
AAAURD010000001.1	GCA_004430635.1	redundant
ABEMCG010000001.1	GCA_004430635.1	redundant
AAYXZF010000001.1	GCA_004430635.1	redundant
DAAJSW010000055.1	GCA_004430635.1	redundant
AAAOXJ010000003.1	GCA_004430635.1	redundant
AAAIXH010000001.1	GCA_004430635.1	redundant
ABCFAS010000001.1	GCA_004430635.1	redundant
ABFJXP010000006.1	GCA_004430635.1	redundant
DAAJSQ010000083.1	GCA_004430635.1	redundant
AAAUPD010000001.1	GCA_004430635.1	redundant
ABCFIX010000001.1	GCA_004430635.1	redundant
AAAUNY010000001.1	GCA_004430635.1	redundant
ABGHYJ010000001.1	GCA_004430635.1	redundant
AAAMAG010000001.1	GCA_004430635.1	redundant
AAAOPY010000017.1	GCA_004430635.1	redundant
DAADYZ010000001.1	GCA_004430635.1	redundant
AALQSO010000001.1	GCA_004430635.1	redundant
ABFVYF010000001.1	GCA_004430635.1	redundant
NZ_NYHR01000009.1	GCA_004430635.1	redundant
ABEUWM010000001.1	GCA_004430635.1	redundant
NZ_JAGSDP010000001.1	GCA_004430635.1	redundant
JARNDX010000001.1	GCA_004430635.1	redundant
