Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	assembly_file	representative	dereplication_status
GCF_003096175.1	NZ_CP020953.1	4661854	4668955	9477.0	1	1	0	1	0	1	1	145	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003096175.1_ASM309617v1_genomic.fna.gz	GCF_003096175.1_ASM309617v1_genomic.fna.gz	dereplication_representative
GCF_000968375.1	NZ_CP009933.1	5274198	5281298	9462.0	1	1	0	1	0	1	1	154	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_000968375.1_ASM96837v1_genomic.fna.gz	GCF_003096175.1_ASM309617v1_genomic.fna.gz	redundant
GCF_003208175.1	NZ_QKMR01000014.1	19947	28092	10370.0	1	1	0	1	1	1	1	54	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_003208175.1_ASM320817v1_genomic.fna.gz	GCF_003208175.1_ASM320817v1_genomic.fna.gz	dereplication_representative
GCF_003254825.1	NZ_CP030018.1	880844	888029	9458.0	1	1	0	1	0	1	1	158	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003254825.1_ASM325482v1_genomic.fna.gz	GCF_003254825.1_ASM325482v1_genomic.fna.gz	dereplication_representative
GCF_003337415.1	NZ_QPJT01000016.1	48305	56489	9589.0	1	1	0	1	0	1	1	96	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003337415.1_ASM333741v1_genomic.fna.gz	GCF_003337415.1_ASM333741v1_genomic.fna.gz	dereplication_representative
GCF_003435225.1	NZ_QWGJ01000001.1	164526	169504	5945.0	0	1	0	1	0	1	0	344	(1, 1, 1)	(2, 1, 0)	GCF_003435225.1_ASM343522v1_genomic.fna.gz	GCF_003435225.1_ASM343522v1_genomic.fna.gz	dereplication_representative
GCF_003435515.1	NZ_QVME01000001.1	327244	332055	6195.0	1	1	0	1	0	0	0	311	(1, 1, 1)	(2, 1, 0)	GCF_003435515.1_ASM343551v1_genomic.fna.gz	GCF_003435515.1_ASM343551v1_genomic.fna.gz	dereplication_representative
GCF_003463065.1	NZ_QSCM01000004.1	152538	166007	6081.0	1	0	0	1	0	1	0	319	(-1, -1, -1)	(2, 1, 0)	GCF_003463065.1_ASM346306v1_genomic.fna.gz	GCF_003463065.1_ASM346306v1_genomic.fna.gz	dereplication_representative
GCF_003477935.1	NZ_QUEH01000004.1	36282	40970	5921.0	0	1	0	1	0	1	0	355	(1, 1, 1)	(2, 1, 0)	GCF_003477935.1_ASM347793v1_genomic.fna.gz	GCF_003477935.1_ASM347793v1_genomic.fna.gz	dereplication_representative
GCF_003480105.1	NZ_QUIK01000001.1	111368	116056	5913.0	0	1	0	1	0	1	0	360	(-1, -1, -1)	(2, 1, 0)	GCF_003480105.1_ASM348010v1_genomic.fna.gz	GCF_003477935.1_ASM347793v1_genomic.fna.gz	redundant
GCF_003478505.1	NZ_QUFI01000007.1	117309	121997	5878.0	0	1	0	1	0	1	0	368	(1, 1, 1)	(2, 1, 0)	GCF_003478505.1_ASM347850v1_genomic.fna.gz	GCF_003478505.1_ASM347850v1_genomic.fna.gz	dereplication_representative
GCF_003600355.1	NZ_CP032416.1	963496	970397	9491.0	1	1	0	1	0	1	1	135	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003600355.1_ASM360035v1_genomic.fna.gz	GCF_003600355.1_ASM360035v1_genomic.fna.gz	dereplication_representative
GCF_003718715.1	NZ_CP033465.1	2012669	2019681	9430.0	1	1	0	1	0	1	1	182	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003718715.1_ASM371871v1_genomic.fna.gz	GCF_003718715.1_ASM371871v1_genomic.fna.gz	dereplication_representative
GCF_003722315.1	NZ_CP033580.1	1708584	1715921	10905.0	1	1	0	1	1	1	1	37	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_003722315.1_ASM372231v1_genomic.fna.gz	GCF_003722315.1_ASM372231v1_genomic.fna.gz	dereplication_representative
GCF_000019065.1	NC_010320.1	1489001	1496313	10924.0	1	1	0	1	1	1	1	36	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_000019065.1_ASM1906v1_genomic.fna.gz	GCF_003722315.1_ASM372231v1_genomic.fna.gz	redundant
GCF_000806225.2	NZ_JOOI01000001.1	354271	361608	10845.0	1	1	0	1	1	1	1	38	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_000806225.2_ASM80622v2_genomic.fna.gz	GCF_003722315.1_ASM372231v1_genomic.fna.gz	redundant
GCF_003752155.1	NZ_RJVG01000011.1	6339	17527	5174.0	0	1	0	1	0	1	0	383	(1, 1, 1)	(2, 1, 0)	GCF_003752155.1_ASM375215v1_genomic.fna.gz	GCF_003752155.1_ASM375215v1_genomic.fna.gz	dereplication_representative
GCF_004015185.1	NZ_CP025746.1	2193163	2199965	9436.0	1	1	0	1	0	1	1	175	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004015185.1_ASM401518v1_genomic.fna.gz	GCF_004015185.1_ASM401518v1_genomic.fna.gz	dereplication_representative
GCF_004102745.1	NZ_RLII01000004.1	99124	103584	5136.0	0	0	0	1	0	1	1	386	(-1, -1, -1)	(2, 1, 0)	GCF_004102745.1_ASM410274v1_genomic.fna.gz	GCF_004102745.1_ASM410274v1_genomic.fna.gz	dereplication_representative
GCF_004103695.1	NZ_CP035280.1	852020	858861	9607.0	1	1	0	1	0	1	1	89	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004103695.1_ASM410369v1_genomic.fna.gz	GCF_004103695.1_ASM410369v1_genomic.fna.gz	dereplication_representative
GCF_004134775.1	NZ_SDOZ01000003.1	234085	242035	8988.0	1	1	0	1	1	1	1	213	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_004134775.1_ASM413477v1_genomic.fna.gz	GCF_004134775.1_ASM413477v1_genomic.fna.gz	dereplication_representative
GCF_004138105.1	NZ_RXHQ01000004.1	115366	122370	9793.0	1	1	0	1	0	1	1	81	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_004138105.1_ASM413810v1_genomic.fna.gz	GCF_004138105.1_ASM413810v1_genomic.fna.gz	dereplication_representative
GCF_004138215.1	NZ_RYYS01000042.1	4792	11755	10686.0	1	1	0	1	0	1	1	43	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004138215.1_ASM413821v1_genomic.fna.gz	GCF_004138215.1_ASM413821v1_genomic.fna.gz	dereplication_representative
GCF_004216775.1	NZ_SGXF01000001.1	1027093	1033963	5930.0	0	1	0	1	0	1	0	352	(-1, -1, -1)	(2, 1, 0)	GCF_004216775.1_ASM421677v1_genomic.fna.gz	GCF_004216775.1_ASM421677v1_genomic.fna.gz	dereplication_representative
GCF_004342165.1	NZ_SMAL01000001.1	69686	76900	6091.0	0	1	0	1	0	1	0	318	(1, 1, 1)	(2, 1, 0)	GCF_004342165.1_ASM434216v1_genomic.fna.gz	GCF_004342165.1_ASM434216v1_genomic.fna.gz	dereplication_representative
GCF_004345705.1	NZ_SLWV01000001.1	74936	82410	11662.0	1	1	0	1	1	1	1	10	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_004345705.1_ASM434570v1_genomic.fna.gz	GCF_004345705.1_ASM434570v1_genomic.fna.gz	dereplication_representative
GCF_004364155.1	NZ_SOAZ01000034.1	964	7442	7849.0	1	1	0	1	1	0	0	240	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_004364155.1_ASM436415v1_genomic.fna.gz	GCF_004364155.1_ASM436415v1_genomic.fna.gz	dereplication_representative
GCF_004803955.2	NZ_CP163137.1	2233374	2237871	5123.0	0	0	0	1	0	1	1	388	(-1, -1, -1)	(2, 1, 0)	GCF_004803955.2_ASM480395v2_genomic.fna.gz	GCF_004803955.2_ASM480395v2_genomic.fna.gz	dereplication_representative
GCF_005473905.2	NZ_CP061336.1	2630868	2639200	10406.0	1	1	0	1	1	1	1	52	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_005473905.2_ASM547390v2_genomic.fna.gz	GCF_005473905.2_ASM547390v2_genomic.fna.gz	dereplication_representative
GCF_005886215.1	NZ_CP040506.1	4444085	4448800	6014.0	0	1	0	1	0	1	0	326	(1, 1, 1)	(2, 1, 0)	GCF_005886215.1_ASM588621v1_genomic.fna.gz	GCF_005886215.1_ASM588621v1_genomic.fna.gz	dereplication_representative
GCF_006016075.1	NZ_CP040093.1	616298	623137	9967.0	1	1	0	1	0	1	1	68	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_006016075.1_ASM601607v1_genomic.fna.gz	GCF_006016075.1_ASM601607v1_genomic.fna.gz	dereplication_representative
GCF_006351925.1	NZ_CP040924.1	1662211	1669073	9506.0	1	1	0	1	0	1	1	128	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_006351925.1_ASM635192v1_genomic.fna.gz	GCF_006351925.1_ASM635192v1_genomic.fna.gz	dereplication_representative
GCF_006714885.1	NZ_VFMF01000001.1	361555	366367	6279.0	1	1	0	1	0	0	0	284	(-1, -1, -1)	(2, 1, 0)	GCF_006714885.1_ASM671488v1_genomic.fna.gz	GCF_006714885.1_ASM671488v1_genomic.fna.gz	dereplication_representative
GCF_008086585.1	NZ_RXYD01000001.1	284141	293238	10137.0	1	1	0	1	0	1	1	60	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_008086585.1_ASM808658v1_genomic.fna.gz	GCF_008086585.1_ASM808658v1_genomic.fna.gz	dereplication_representative
GCF_008086595.1	NZ_RXYA01000011.1	77830	82005	6582.0	1	1	0	1	0	0	0	263	(1, 1, 1)	(2, 1, 0)	GCF_008086595.1_ASM808659v1_genomic.fna.gz	GCF_008086595.1_ASM808659v1_genomic.fna.gz	dereplication_representative
GCF_014284395.1	NZ_WJBB01000011.1	83652	87827	6642.0	1	1	0	1	0	0	0	258	(1, 1, 1)	(2, 1, 0)	GCF_014284395.1_ASM1428439v1_genomic.fna.gz	GCF_008086595.1_ASM808659v1_genomic.fna.gz	redundant
GCF_008152325.1	NZ_CP042243.1	1379749	1387241	11775.0	1	1	0	1	1	1	1	7	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_008152325.1_ASM815232v1_genomic.fna.gz	GCF_008152325.1_ASM815232v1_genomic.fna.gz	dereplication_representative
GCF_008274215.1	NZ_VTPS01000001.1	192334	198746	8696.0	0	1	0	1	1	1	1	214	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_008274215.1_ASM827421v1_genomic.fna.gz	GCF_008274215.1_ASM827421v1_genomic.fna.gz	dereplication_representative
GCF_008807835.1	NZ_CP032452.1	2758014	2763712	7870.0	1	1	0	1	1	0	0	237	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_008807835.1_ASM880783v1_genomic.fna.gz	GCF_008807835.1_ASM880783v1_genomic.fna.gz	dereplication_representative
GCF_009362815.1	NZ_WHNX01000002.1	204663	213214	9815.0	1	1	0	1	0	1	1	80	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009362815.1_ASM936281v1_genomic.fna.gz	GCF_009362815.1_ASM936281v1_genomic.fna.gz	dereplication_representative
GCF_009696045.1	NZ_VUMT01000028.1	2839	21282	8639.0	0	1	0	4	0	1	0	215	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_009696045.1_ASM969604v1_genomic.fna.gz	GCF_009696045.1_ASM969604v1_genomic.fna.gz	dereplication_representative
GCF_009696145.1	NZ_VUMO01000001.1	187883	192110	6623.0	1	1	0	1	0	0	0	261	(1, 1, 1)	(2, 1, 0)	GCF_009696145.1_ASM969614v1_genomic.fna.gz	GCF_009696145.1_ASM969614v1_genomic.fna.gz	dereplication_representative
GCF_009696465.1	NZ_VULX01000001.1	5531	12427	9431.0	1	1	0	1	0	1	1	180	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009696465.1_ASM969646v1_genomic.fna.gz	GCF_009696465.1_ASM969646v1_genomic.fna.gz	dereplication_representative
GCF_009765695.1	NZ_WSLF01000005.1	52914	62411	9535.0	1	1	0	1	0	1	1	112	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009765695.1_ASM976569v1_genomic.fna.gz	GCF_009765695.1_ASM976569v1_genomic.fna.gz	dereplication_representative
GCF_009910325.1	NZ_SUMG01000014.1	9602	16102	10680.0	1	1	0	1	1	1	1	44	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_009910325.1_ASM991032v1_genomic.fna.gz	GCF_009910325.1_ASM991032v1_genomic.fna.gz	dereplication_representative
GCF_009911265.1	NZ_QXXA01000009.1	103459	110782	11260.0	1	1	0	1	1	1	1	24	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_009911265.1_ASM991126v1_genomic.fna.gz	GCF_009911265.1_ASM991126v1_genomic.fna.gz	dereplication_representative
GCF_900626135.1	NZ_LR130785.1	1547702	1555023	11174.0	1	1	0	1	1	1	1	29	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900626135.1_PRJEB30003_genomic.fna.gz	GCF_009911265.1_ASM991126v1_genomic.fna.gz	redundant
GCF_009928445.1	NZ_JAABNO010000002.1	329524	336327	9450.0	1	1	0	1	0	1	1	171	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009928445.1_ASM992844v1_genomic.fna.gz	GCF_009928445.1_ASM992844v1_genomic.fna.gz	dereplication_representative
GCF_009935845.1	NZ_QWEK01000015.1	70644	75922	6205.0	1	1	0	1	0	0	0	310	(-1, -1, -1)	(2, 1, 0)	GCF_009935845.1_ASM993584v1_genomic.fna.gz	GCF_009935845.1_ASM993584v1_genomic.fna.gz	dereplication_representative
GCF_010179735.1	NZ_JAAEEH010000017.1	18012	24380	5903.0	0	1	0	1	0	1	0	362	(1, 1, 1)	(2, 1, 0)	GCF_010179735.1_ASM1017973v1_genomic.fna.gz	GCF_010179735.1_ASM1017973v1_genomic.fna.gz	dereplication_representative
GCF_010692705.1	NZ_JAAGPU010000003.1	70116	77211	9434.0	1	1	0	1	0	1	1	176	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_010692705.1_ASM1069270v1_genomic.fna.gz	GCF_010692705.1_ASM1069270v1_genomic.fna.gz	dereplication_representative
GCF_011065905.2	NZ_JAAMNG020000001.1	2111783	2118661	9420.0	1	1	0	1	0	1	1	190	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065905.2_ASM1106590v2_genomic.fna.gz	GCF_011065905.2_ASM1106590v2_genomic.fna.gz	dereplication_representative
GCF_011065935.2	NZ_JAAMNH020000001.1	3037593	3044519	9537.0	1	1	0	1	0	1	1	111	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065935.2_ASM1106593v2_genomic.fna.gz	GCF_011065935.2_ASM1106593v2_genomic.fna.gz	dereplication_representative
GCF_011065955.2	NZ_JAAMNI020000001.1	3186023	3192951	9453.0	1	1	0	1	0	1	1	166	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065955.2_ASM1106595v2_genomic.fna.gz	GCF_011065955.2_ASM1106595v2_genomic.fna.gz	dereplication_representative
GCF_012926525.1	NZ_JABBNI010000001.1	112639	119768	9432.0	1	1	0	1	0	1	1	179	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_012926525.1_ASM1292652v1_genomic.fna.gz	GCF_012926525.1_ASM1292652v1_genomic.fna.gz	dereplication_representative
GCF_013294265.1	NZ_JABSWD010000001.1	3060865	3067972	9569.0	1	1	0	1	0	1	1	102	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_013294265.1_ASM1329426v1_genomic.fna.gz	GCF_013294265.1_ASM1329426v1_genomic.fna.gz	dereplication_representative
GCF_014050525.1	NZ_JACGAG010000005.1	52397	59273	9425.0	1	1	0	1	0	1	1	185	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_014050525.1_ASM1405052v1_genomic.fna.gz	GCF_014050525.1_ASM1405052v1_genomic.fna.gz	dereplication_representative
GCF_014193895.1	NZ_BLZR01000001.1	3256981	3263758	9466.0	1	1	0	1	0	1	1	151	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_014193895.1_ASM1419389v1_genomic.fna.gz	GCF_014193895.1_ASM1419389v1_genomic.fna.gz	dereplication_representative
GCF_014202115.1	NZ_JACHFW010000009.1	128875	135783	6069.0	0	1	0	1	0	1	0	320	(-1, -1, -1)	(2, 1, 0)	GCF_014202115.1_ASM1420211v1_genomic.fna.gz	GCF_014202115.1_ASM1420211v1_genomic.fna.gz	dereplication_representative
GCF_014205875.1	NZ_JACHEN010000004.1	71404	78943	11599.0	1	1	0	1	1	1	1	13	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_014205875.1_ASM1420587v1_genomic.fna.gz	GCF_014205875.1_ASM1420587v1_genomic.fna.gz	dereplication_representative
GCF_014218335.1	NZ_AP023367.1	1231730	1239141	5819.0	0	1	0	1	0	1	0	372	(1, 1, 1)	(2, 1, 0)	GCF_014218335.1_ASM1421833v1_genomic.fna.gz	GCF_014218335.1_ASM1421833v1_genomic.fna.gz	dereplication_representative
GCF_014281125.1	NZ_JACOEA010000001.1	380999	387212	6239.0	1	1	0	1	0	0	0	300	(1, 1, 1)	(2, 1, 0)	GCF_014281125.1_ASM1428112v1_genomic.fna.gz	GCF_014281125.1_ASM1428112v1_genomic.fna.gz	dereplication_representative
GCF_014284495.1	NZ_WJBE01000008.1	87059	91357	6570.0	1	1	0	1	0	0	0	264	(1, 1, 1)	(2, 1, 0)	GCF_014284495.1_ASM1428449v1_genomic.fna.gz	GCF_014284495.1_ASM1428449v1_genomic.fna.gz	dereplication_representative
GCF_014287675.1	NZ_JACOPQ010000002.1	43200	54227	6185.0	1	1	0	1	0	0	0	315	(-1, -1, -1)	(2, 1, 0)	GCF_014287675.1_ASM1428767v1_genomic.fna.gz	GCF_014287675.1_ASM1428767v1_genomic.fna.gz	dereplication_representative
GCF_014287895.1	NZ_JACOPP010000002.1	150541	156233	6249.0	1	1	0	1	0	0	0	295	(-1, -1, -1)	(2, 1, 0)	GCF_014287895.1_ASM1428789v1_genomic.fna.gz	GCF_014287895.1_ASM1428789v1_genomic.fna.gz	dereplication_representative
GCF_014303955.1	NZ_CP060286.1	550054	554812	6307.0	1	1	0	1	0	0	0	278	(-1, -1, -1)	(2, 1, 0)	GCF_014303955.1_ASM1430395v1_genomic.fna.gz	GCF_014303955.1_ASM1430395v1_genomic.fna.gz	dereplication_representative
GCF_014337195.1	NZ_CP060634.1	1424268	1428975	6052.0	0	1	0	1	0	1	0	321	(-1, -1, -1)	(2, 1, 0)	GCF_014337195.1_ASM1433719v1_genomic.fna.gz	GCF_014337195.1_ASM1433719v1_genomic.fna.gz	dereplication_representative
GCF_014384895.1	NZ_JACRSQ010000005.1	10859	14781	5192.0	0	0	0	1	0	1	1	382	(1, 1, 1)	(2, 1, 0)	GCF_014384895.1_ASM1438489v1_genomic.fna.gz	GCF_014384895.1_ASM1438489v1_genomic.fna.gz	dereplication_representative
GCF_014384995.1	NZ_JACRSY010000008.1	52364	56011	5279.0	0	0	0	1	0	1	1	377	(-1, -1, -1)	(2, 1, 0)	GCF_014384995.1_ASM1438499v1_genomic.fna.gz	GCF_014384995.1_ASM1438499v1_genomic.fna.gz	dereplication_representative
GCF_014385085.1	NZ_JACRTD010000001.1	381596	386304	6348.0	1	1	0	1	0	0	0	271	(-1, -1, -1)	(2, 1, 0)	GCF_014385085.1_ASM1438508v1_genomic.fna.gz	GCF_014385085.1_ASM1438508v1_genomic.fna.gz	dereplication_representative
GCF_014385265.1	NZ_JACRTJ010000005.1	128371	133176	5962.0	0	1	0	1	0	1	0	337	(-1, -1, -1)	(2, 1, 0)	GCF_014385265.1_ASM1438526v1_genomic.fna.gz	GCF_014385265.1_ASM1438526v1_genomic.fna.gz	dereplication_representative
GCF_014467015.1	NZ_CP058559.1	2764531	2783262	10057.0	1	1	0	1	1	1	1	64	(1, 1, 1, -1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_014467015.1_ASM1446701v1_genomic.fna.gz	GCF_014467015.1_ASM1446701v1_genomic.fna.gz	dereplication_representative
GCF_014467055.1	NZ_CP060696.1	1391879	1396903	6328.0	1	1	0	1	0	0	0	274	(-1, -1, -1)	(2, 1, 0)	GCF_014467055.1_ASM1446705v1_genomic.fna.gz	GCF_014467055.1_ASM1446705v1_genomic.fna.gz	dereplication_representative
GCF_014467055.1	NZ_CP060696.1	1179204	1189289	3164.0	0	0	0	1	0	1	1	400	(1, 1, -1)	(5, 4, 3)	GCF_014467055.1_ASM1446705v1_genomic.fna.gz	GCF_014467055.1_ASM1446705v1_genomic.fna.gz	dereplication_representative
GCF_014982785.1	NZ_JADCKB010000015.1	13368	18085	5093.0	0	0	0	1	0	1	1	390	(-1, -1, -1)	(2, 1, 0)	GCF_014982785.1_ASM1498278v1_genomic.fna.gz	GCF_014982785.1_ASM1498278v1_genomic.fna.gz	dereplication_representative
GCF_015352425.1	NZ_JADKNH010000006.1	234916	238987	7696.0	0	0	0	1	1	1	1	246	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015352425.1_ASM1535242v1_genomic.fna.gz	GCF_015352425.1_ASM1535242v1_genomic.fna.gz	dereplication_representative
GCF_015550495.1	NZ_JADNAX010000004.1	43128	48999	8334.0	1	1	1	1	1	0	0	216	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_015550495.1_ASM1555049v1_genomic.fna.gz	GCF_015550495.1_ASM1555049v1_genomic.fna.gz	dereplication_representative
GCF_015554605.1	NZ_JADNIV010000001.1	299120	304021	6291.0	1	1	0	1	0	0	0	281	(-1, -1, -1)	(2, 1, 0)	GCF_015554605.1_ASM1555460v1_genomic.fna.gz	GCF_015554605.1_ASM1555460v1_genomic.fna.gz	dereplication_representative
GCF_015557495.1	NZ_JADNOJ010000005.1	105647	118296	7601.0	0	1	0	1	0	1	1	249	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015557495.1_ASM1555749v1_genomic.fna.gz	GCF_015557495.1_ASM1555749v1_genomic.fna.gz	dereplication_representative
GCF_015594845.1	NZ_JADNRK010000002.1	194573	200903	9861.0	1	1	0	1	0	1	1	78	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_015594845.1_ASM1559484v1_genomic.fna.gz	GCF_015594845.1_ASM1559484v1_genomic.fna.gz	dereplication_representative
GCF_016591975.1	NZ_AP024169.1	1429390	1436782	5944.0	0	1	0	1	0	1	0	346	(1, 1, 1)	(2, 1, 0)	GCF_016591975.1_ASM1659197v1_genomic.fna.gz	GCF_016591975.1_ASM1659197v1_genomic.fna.gz	dereplication_representative
GCF_016595795.1	NZ_JAENHN010000006.1	91272	98052	9459.0	1	1	0	1	0	1	1	157	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016595795.1_ASM1659579v1_genomic.fna.gz	GCF_016595795.1_ASM1659579v1_genomic.fna.gz	dereplication_representative
GCF_016765585.1	NZ_JAESWC010000002.1	394125	401012	9531.0	1	1	0	1	0	1	1	114	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765585.1_ASM1676558v1_genomic.fna.gz	GCF_016765585.1_ASM1676558v1_genomic.fna.gz	dereplication_representative
GCF_016765615.1	NZ_JAESWA010000017.1	358692	365547	9423.0	1	1	0	1	0	1	1	186	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765615.1_ASM1676561v1_genomic.fna.gz	GCF_016765615.1_ASM1676561v1_genomic.fna.gz	dereplication_representative
GCF_028728205.1	NZ_JAQYUU010000001.1	1427221	1434076	9421.0	1	1	0	1	0	1	1	189	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_028728205.1_ASM2872820v1_genomic.fna.gz	GCF_016765615.1_ASM1676561v1_genomic.fna.gz	redundant
GCF_016901815.1	NZ_JACSNR010000007.1	10409	15196	6216.0	1	1	0	1	0	0	0	306	(-1, -1, -1)	(2, 1, 0)	GCF_016901815.1_ASM1690181v1_genomic.fna.gz	GCF_016901815.1_ASM1690181v1_genomic.fna.gz	dereplication_representative
GCF_016906045.1	NZ_CP070235.1	2933123	2937987	5934.0	0	1	0	1	0	1	0	350	(-1, -1, -1)	(2, 1, 0)	GCF_016906045.1_ASM1690604v1_genomic.fna.gz	GCF_016906045.1_ASM1690604v1_genomic.fna.gz	dereplication_representative
GCF_016908355.1	NZ_JAFBDT010000006.1	77753	84673	12821.0	1	1	1	1	1	1	1	2	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_016908355.1_ASM1690835v1_genomic.fna.gz	GCF_016908355.1_ASM1690835v1_genomic.fna.gz	dereplication_representative
GCF_017100085.1	NZ_CP063965.1	1604869	1611719	9447.0	1	1	0	1	0	1	1	173	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017100085.1_ASM1710008v1_genomic.fna.gz	GCF_017100085.1_ASM1710008v1_genomic.fna.gz	dereplication_representative
GCF_016071375.1	NZ_CP063816.1	1307198	1314043	9468.0	1	1	0	1	0	1	1	150	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016071375.1_ASM1607137v1_genomic.fna.gz	GCF_017100085.1_ASM1710008v1_genomic.fna.gz	redundant
GCF_000204565.1	NC_015425.1	1172810	1179660	9452.0	1	1	0	1	0	1	1	167	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_000204565.1_ASM20456v1_genomic.fna.gz	GCF_017100085.1_ASM1710008v1_genomic.fna.gz	redundant
GCF_017312485.1	NZ_BMBA01000001.1	1204040	1210812	9452.0	1	1	0	1	0	1	1	168	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017312485.1_ASM1731248v1_genomic.fna.gz	GCF_017312485.1_ASM1731248v1_genomic.fna.gz	dereplication_representative
GCF_017357865.1	NZ_CP060096.1	1523723	1530520	10005.0	1	1	0	1	0	1	1	66	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017357865.1_ASM1735786v1_genomic.fna.gz	GCF_017357865.1_ASM1735786v1_genomic.fna.gz	dereplication_representative
GCF_017811815.1	NZ_JADKZI010000002.1	453445	463563	6187.0	1	1	0	1	0	0	0	314	(-1, -1, -1)	(2, 1, 0)	GCF_017811815.1_ASM1781181v1_genomic.fna.gz	GCF_017811815.1_ASM1781181v1_genomic.fna.gz	dereplication_representative
GCF_017874415.1	NZ_JAGGLM010000005.1	67277	74140	9395.0	1	1	0	1	0	1	1	196	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_017874415.1_ASM1787441v1_genomic.fna.gz	GCF_017874415.1_ASM1787441v1_genomic.fna.gz	dereplication_representative
GCF_017874425.1	NZ_JAGGLL010000001.1	249803	256912	9645.0	1	1	0	1	0	1	1	83	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017874425.1_ASM1787442v1_genomic.fna.gz	GCF_017874425.1_ASM1787442v1_genomic.fna.gz	dereplication_representative
