scaffold	representative	dereplication_status
NZ_JARAQJ010000004.1	GCF_014696255.1	redundant
NZ_JARDYS010000004.1	GCF_014696255.1	redundant
JAMRBV010000001.1	GCF_014696255.1	redundant
NZ_JARARP010000011.1	GCF_014696255.1	redundant
JAFVKH010000001.1	GCF_014696255.1	redundant
JARUGE010000003.1	GCF_014696255.1	redundant
NZ_JARAPP010000005.1	GCF_014696255.1	redundant
NZ_CP096272.1	GCF_014696255.1	redundant
NZ_JARAQW010000006.1	GCF_014696255.1	redundant
NZ_JANVGM010000005.1	GCF_014696255.1	redundant
NZ_JARAQA010000001.1	GCF_014696255.1	redundant
NZ_JARASC010000004.1	GCF_014696255.1	redundant
NZ_JARAPA010000006.1	GCF_014696255.1	redundant
NZ_JARARF010000002.1	GCF_014696255.1	redundant
NZ_JARAQH010000001.1	GCF_014696255.1	redundant
NZ_JARDYU010000004.1	GCF_014696255.1	redundant
JADGST010000001.1	GCF_014696255.1	redundant
JAMRAG010000007.1	GCF_014696255.1	redundant
NZ_JARARL010000003.1	GCF_014696255.1	redundant
NZ_JAFCXQ010000005.1	GCF_014696255.1	redundant
NZ_JARIGJ010000004.1	GCF_014696255.1	redundant
NZ_JAHMRQ010000004.1	GCF_014696255.1	redundant
NZ_JARAPR010000001.1	GCF_014696255.1	redundant
NZ_CP077916.1	GCF_014696255.1	redundant
NZ_JAPMSU010000002.1	GCF_014696255.1	redundant
NZ_JARAQT010000002.1	GCF_014696255.1	redundant
NZ_JARAPY010000011.1	GCF_014696255.1	redundant
NZ_JAKYYB010000009.1	GCF_014696255.1	redundant
NZ_JARARZ010000002.1	GCF_014696255.1	redundant
NZ_JAQYUP010000001.1	GCF_014696255.1	redundant
NZ_JARARC010000005.1	GCF_014696255.1	redundant
NZ_JARAQD010000001.1	GCF_014696255.1	redundant
NZ_JARDYP010000004.1	GCF_014696255.1	redundant
NZ_JAGFCN010000005.1	GCF_014696255.1	redundant
JAMQYX010000001.1	GCF_014696255.1	redundant
NZ_JARARH010000002.1	GCF_014696255.1	redundant
NZ_JAHZUA010000001.1	GCF_014696255.1	redundant
NZ_JAOBSP010000001.1	GCF_014696255.1	redundant
NZ_JARIGI010000001.1	GCF_014696255.1	redundant
JAMRBX010000004.1	GCF_014696255.1	redundant
NZ_JAKDEK010000002.1	GCF_014696255.1	redundant
NZ_JARAPM010000004.1	GCF_014696255.1	redundant
NZ_JAEAGF010000006.1	GCF_014696255.1	redundant
NZ_JARAQS010000001.1	GCF_014696255.1	redundant
NZ_JARAPT010000004.1	GCF_014696255.1	redundant
NZ_JAKYZA010000009.1	GCF_014696255.1	redundant
NZ_JARART010000013.1	GCF_014696255.1	redundant
NZ_CP096274.1	GCF_014696255.1	redundant
NZ_JARARA010000003.1	GCF_014696255.1	redundant
NZ_CP125895.1	GCF_014696255.1	redundant
NZ_JARAQB010000001.1	GCF_014696255.1	redundant
NZ_JARDYM010000003.1	GCF_014696255.1	redundant
JAMQYW010000001.1	GCF_014696255.1	redundant
NZ_JARARE010000012.1	GCF_014696255.1	redundant
NZ_JAURVG010000004.1	GCF_014696255.1	redundant
NZ_JAHZUE010000002.1	GCF_014696255.1	redundant
NZ_JAOBSL010000001.1	GCF_014696255.1	redundant
NZ_JARDYR010000004.1	GCF_014696255.1	redundant
JADGYC010000002.1	GCF_014696255.1	redundant
JAMRAH010000003.1	GCF_014696255.1	redundant
NZ_JARAPK010000001.1	GCF_014696255.1	redundant
JAIGAS010000001.1	GCF_014696255.1	redundant
NZ_JARAQP010000001.1	GCF_014696255.1	redundant
JAHNPY010000001.1	GCF_014696255.1	redundant
NZ_JBFSZM010000001.1	GCF_014696255.1	redundant
NZ_JARAPQ010000004.1	GCF_014696255.1	redundant
JALJBX010000002.1	GCF_014696255.1	redundant
NZ_JARARU010000009.1	GCF_014696255.1	redundant
NZ_CP077917.1	GCF_014696255.1	redundant
NZ_JAPVNL010000001.1	GCF_014696255.1	redundant
NZ_JARAQV010000006.1	GCF_014696255.1	redundant
NZ_JARZFE010000003.1	GCF_014696255.1	redundant
NZ_JARAPW010000004.1	GCF_014696255.1	redundant
NZ_JARASA010000005.1	GCF_014696255.1	redundant
NZ_JARARB010000006.1	GCF_014696255.1	redundant
NZ_JAHZUF010000001.1	GCF_014696255.1	redundant
NZ_JAOBSK010000004.1	GCF_014696255.1	redundant
NZ_JARDYT010000011.1	GCF_014696255.1	redundant
NZ_JAGFCF010000009.1	GCF_014696255.1	redundant
JAMQZU010000004.1	GCF_014696255.1	redundant
NZ_JARAPE010000004.1	GCF_014696255.1	redundant
NZ_JAHZUD010000002.1	GCF_014696255.1	redundant
NZ_JARAQL010000001.1	GCF_014696255.1	redundant
JAEVJE010000004.1	GCF_014696255.1	redundant
JAMRBW010000003.1	GCF_014696255.1	redundant
NZ_JARAPN010000004.1	GCF_014696255.1	redundant
NZ_JALJBO010000004.1	GCF_014696255.1	redundant
NZ_JARARR010000010.1	GCF_014696255.1	redundant
NZ_JAIUGC010000003.1	GCF_014696255.1	redundant
NZ_JARAQR010000004.1	GCF_014696255.1	redundant
NZ_JARZFR010000001.1	GCF_014696255.1	redundant
JAKKAG010000004.1	GCF_014696255.1	redundant
NZ_JARAPV010000004.1	GCF_014696255.1	redundant
NZ_JAKYYU010000010.1	GCF_014696255.1	redundant
NZ_JARARX010000032.1	GCF_014696255.1	redundant
NZ_JAQYUN010000001.1	GCF_014696255.1	redundant
NZ_JARAQY010000004.1	GCF_014696255.1	redundant
NZ_JAHZUK010000003.1	GCF_014696255.1	redundant
NZ_JARAPZ010000006.1	GCF_014696255.1	redundant
NZ_JARDYN010000004.1	GCF_014696255.1	redundant
NZ_JAFEJN010000002.1	GCF_014696255.1	redundant
JAMQYV010000001.1	GCF_014696255.1	redundant
NZ_JARAPD010000004.1	GCF_014696255.1	redundant
NZ_JARARG010000016.1	GCF_014696255.1	redundant
NZ_JASGBD010000014.1	GCF_014696255.1	redundant
NZ_JAHZUC010000001.1	GCF_014696255.1	redundant
NZ_JAOBSM010000001.1	GCF_014696255.1	redundant
NZ_JARAQG010000001.1	GCF_014696255.1	redundant
NZ_JARDYV010000001.1	GCF_014696255.1	redundant
JADGYF010000001.1	GCF_014696255.1	redundant
JAMRAI010000004.1	GCF_014696255.1	redundant
NZ_JAKDEV010000003.1	GCF_014696255.1	redundant
NZ_JARAPJ010000005.1	GCF_014696255.1	redundant
NZ_JARARN010000012.1	GCF_014696255.1	redundant
JAIGAR010000001.1	GCF_014696255.1	redundant
NZ_JARAQQ010000001.1	GCF_014696255.1	redundant
JARUEB010000002.1	GCF_014696255.1	redundant
JAHNUI010000002.1	GCF_014696255.1	redundant
NZ_JARYIA010000001.1	GCF_014696255.1	redundant
NZ_JARAPS010000002.1	GCF_014696255.1	redundant
NZ_JAKZAE010000009.1	GCF_014696255.1	redundant
NZ_JARARV010000003.1	GCF_014696255.1	redundant
NZ_CP077920.1	GCF_014696255.1	redundant
NZ_JAQFXG010000001.1	GCF_014696255.1	redundant
NZ_JARAQX010000002.1	GCF_014696255.1	redundant
NZ_JARZEZ010000001.1	GCF_014696255.1	redundant
NZ_JANVGN010000001.1	GCF_014696255.1	redundant
JAKNVS010000001.1	GCF_014696255.1	redundant
DANHVE010000006.1	GCF_014696255.1	redundant
JAUJZP010000001.1	GCF_014696255.1	redundant
DAQCNM010000004.1	GCF_014696255.1	redundant
DALSME010000005.1	GCF_014696255.1	redundant
DAMJNH010000006.1	GCF_014696255.1	redundant
NZ_CP038183.1	GCF_014696255.1	redundant
JAKNUY010000002.1	GCF_014696255.1	redundant
JAUJZV010000003.1	GCF_014696255.1	redundant
DALSCW010000003.1	GCF_014696255.1	redundant
DAMFCJ010000007.1	GCF_014696255.1	redundant
JANEDI010000001.1	GCF_014696255.1	redundant
NZ_CP015646.1	GCF_014696255.1	redundant
DAOUOG010000005.1	GCF_014696255.1	redundant
NZ_RCVX01000003.1	GCF_014696255.1	redundant
DACLFS010000006.1	GCF_014696255.1	redundant
DALRXX010000008.1	GCF_014696255.1	redundant
DAXTIB010000005.1	GCF_014696255.1	redundant
DALTFH010000007.1	GCF_014696255.1	redundant
JANEDW010000001.1	GCF_014696255.1	redundant
DAPWXC010000002.1	GCF_014696255.1	redundant
NZ_QXEE01000004.1	GCF_014696255.1	redundant
JAAJFH010000002.1	GCF_014696255.1	redundant
DALRUI010000009.1	GCF_014696255.1	redundant
NZ_CP042046.1	GCF_014696255.1	redundant
DAYLBU010000007.1	GCF_014696255.1	redundant
CAIHQY010000001.1	GCF_014696255.1	redundant
DAZLFI010000001.1	GCF_014696255.1	redundant
NZ_RCVV01000002.1	GCF_014696255.1	redundant
DBDLBL010000001.1	GCF_014696255.1	redundant
NZ_JVTT01000025.1	GCF_014696255.1	redundant
NZ_BECT01000001.1	GCF_014696255.1	redundant
JAJJGV010000004.1	GCF_014696255.1	redundant
NZ_PZTO01000003.1	GCF_014696255.1	redundant
DBAHEL010000006.1	GCF_014696255.1	redundant
NZ_GG697985.1	GCF_014696255.1	redundant
JAJJDM010000006.1	GCF_014696255.1	redundant
NZ_CP042048.1	GCF_014696255.1	redundant
NZ_PZRO01000015.1	GCF_014696255.1	redundant
CAIIML010000001.1	GCF_014696255.1	redundant
JAJJGT010000005.1	GCF_014696255.1	redundant
NZ_SZYK01000001.1	GCF_014696255.1	redundant
JBGNVW010000003.1	GCF_014696255.1	redundant
DAZLKU010000001.1	GCF_014696255.1	redundant
NZ_JABVAB010000003.1	GCF_014696255.1	redundant
DBAUOE010000002.1	GCF_014696255.1	redundant
NZ_SZYL01000001.1	GCF_014696255.1	redundant
NZ_CP047826.1	GCF_014696255.1	redundant
DAXTMR010000004.1	GCF_014696255.1	redundant
DBAHLG010000005.1	GCF_014696255.1	redundant
RCVW01000003.1	GCF_014696255.1	redundant
DAXRIK010000017.1	GCF_014696255.1	redundant
DBAHDQ010000003.1	GCF_014696255.1	redundant
DALTFF010000005.1	GCF_014696255.1	redundant
JANEFR010000004.1	GCF_014696255.1	redundant
DALREF010000002.1	GCF_014696255.1	redundant
JBDQRU010000001.1	GCF_014696255.1	redundant
DALTDW010000006.1	GCF_014696255.1	redundant
DALRCQ010000001.1	GCF_014696255.1	redundant
DASKWU010000006.1	GCF_014696255.1	redundant
DALTCC010000006.1	GCF_014696255.1	redundant
DAOIAH010000007.1	GCF_014696255.1	redundant
DALQYH010000002.1	GCF_014696255.1	redundant
DALTAV010000005.1	GCF_014696255.1	redundant
DANISJ010000005.1	GCF_014696255.1	redundant
JAVHZW010000007.1	GCF_014696255.1	redundant
DALSXP010000007.1	GCF_014696255.1	redundant
DAMPTA010000008.1	GCF_014696255.1	redundant
JAUKCJ010000002.1	GCF_014696255.1	redundant
DALNGD010000007.1	GCF_014696255.1	redundant
JAVUVO010000001.1	GCF_014696255.1	redundant
DALSUE010000008.1	GCF_014696255.1	redundant
JAFJRF010000001.1	GCF_014696255.1	redundant
DAMLND010000008.1	GCF_014696255.1	redundant
DAKJWK010000006.1	GCF_014696255.1	redundant
JAUKDA010000008.1	GCF_014696255.1	redundant
DALSRY010000003.1	GCF_014696255.1	redundant
DAMKRE010000003.1	GCF_014696255.1	redundant
DAJOSV010000002.1	GCF_014696255.1	redundant
DANHXZ010000007.1	GCF_014696255.1	redundant
JAUKAL010000001.1	GCF_014696255.1	redundant
DAQCNN010000003.1	GCF_014696255.1	redundant
DALSMJ010000007.1	GCF_014696255.1	redundant
DADYLI010000004.1	GCF_014696255.1	redundant
JAKNXS010000001.1	GCF_014696255.1	redundant
JAUJZX010000002.1	GCF_014696255.1	redundant
DALSDP010000005.1	GCF_014696255.1	redundant
JANEAU010000013.1	GCF_014696255.1	redundant
CP127822.1	GCF_014696255.1	redundant
DALSAI010000007.1	GCF_014696255.1	redundant
DAXTIJ010000009.1	GCF_014696255.1	redundant
DALUTZ010000001.1	GCF_014696255.1	redundant
JANECH010000001.1	GCF_014696255.1	redundant
DAOKMC010000001.1	GCF_014696255.1	redundant
DALRVQ010000005.1	GCF_014696255.1	redundant
DAXRFU010000008.1	GCF_014696255.1	redundant
DALTFC010000005.1	GCF_014696255.1	redundant
JANEFL010000001.1	GCF_014696255.1	redundant
DALREI010000002.1	GCF_014696255.1	redundant
DALTDU010000005.1	GCF_014696255.1	redundant
DAHQNX010000006.1	GCF_014696255.1	redundant
DALRCW010000002.1	GCF_014696255.1	redundant
DASKYE010000005.1	GCF_014696255.1	redundant
DALTCR010000005.1	GCF_014696255.1	redundant
DAOIBC010000006.1	GCF_014696255.1	redundant
DALRAR010000002.1	GCF_014696255.1	redundant
DALTBW010000004.1	GCF_014696255.1	redundant
DANLNJ010000002.1	GCF_014696255.1	redundant
DAPQBZ010000003.1	GCF_014696255.1	redundant
DALSZB010000006.1	GCF_014696255.1	redundant
DAMQCN010000015.1	GCF_014696255.1	redundant
DAKYOB010000001.1	GCF_014696255.1	redundant
JAUKCO010000003.1	GCF_014696255.1	redundant
DAQSJX010000011.1	GCF_014696255.1	redundant
DALSVB010000007.1	GCF_014696255.1	redundant
JAFJQO010000001.1	GCF_014696255.1	redundant
DAKJYW010000006.1	GCF_014696255.1	redundant
JAUKAY010000001.1	GCF_014696255.1	redundant
DALSRX010000006.1	GCF_014696255.1	redundant
DAMKTC010000010.1	GCF_014696255.1	redundant
DAKBPE010000035.1	GCF_014696255.1	redundant
DANHYK010000005.1	GCF_014696255.1	redundant
JAUKAM010000003.1	GCF_014696255.1	redundant
DALSNV010000008.1	GCF_014696255.1	redundant
DADZPL010000001.1	GCF_014696255.1	redundant
JAKJYB010000001.1	GCF_014696255.1	redundant
DANHSU010000006.1	GCF_014696255.1	redundant
JAUJZU010000003.1	GCF_014696255.1	redundant
DAQCNL010000005.1	GCF_014696255.1	redundant
DALSES010000007.1	GCF_014696255.1	redundant
DAMHEB010000005.1	GCF_014696255.1	redundant
JANEAO010000001.1	GCF_014696255.1	redundant
JAUJZW010000004.1	GCF_014696255.1	redundant
DALSCI010000004.1	GCF_014696255.1	redundant
DALWLO010000001.1	GCF_014696255.1	redundant
JANECE010000001.1	GCF_014696255.1	redundant
DAOKOD010000004.1	GCF_014696255.1	redundant
DAPZMO010000027.1	GCF_014696255.1	redundant
DACKLM010000001.1	GCF_014696255.1	redundant
DALRWL010000006.1	GCF_014696255.1	redundant
DALTFI010000006.1	GCF_014696255.1	redundant
JANEEF010000003.1	GCF_014696255.1	redundant
NZ_JABTVH010000001.1	GCF_019279755.1	dereplication_representative
NZ_CP063801.1	GCF_019279755.1	redundant
NZ_CP063686.1	GCF_019279755.1	redundant
NZ_CP048008.1	GCF_020882195.1	dereplication_representative
NZ_KV830801.1	GCF_020882195.1	redundant
NZ_CP041722.1	GCF_020882195.1	redundant
NZ_KB373323.1	GCF_020882195.1	redundant
NZ_CP041725.1	GCF_020882195.1	redundant
NZ_KV809470.1	GCF_020882195.1	redundant
NZ_CP020735.1	GCF_020882195.1	redundant
NZ_CP020761.1	GCF_020882195.1	redundant
NZ_KV841249.1	GCF_020882195.1	redundant
NZ_KV839521.1	GCF_020882195.1	redundant
NZ_KV831208.1	GCF_020882195.1	redundant
NZ_CP020769.1	GCF_020882195.1	redundant
NZ_CP041723.1	GCF_020882195.1	redundant
NZ_CP020768.1	GCF_020882195.1	redundant
NZ_KV840970.1	GCF_020882195.1	redundant
JAWEJO010000013.1	GCF_020882195.1	redundant
NZ_CP014023.2	GCF_020882195.1	redundant
NZ_KV840185.1	GCF_020882195.1	redundant
NZ_KV832751.1	GCF_020882195.1	redundant
NZ_KV830918.1	GCF_020882195.1	redundant
NZ_JIBS01000001.1	GCF_020882195.1	redundant
NZ_PPPV01000016.1	GCF_020882195.1	redundant
NZ_CP041727.1	GCF_020882195.1	redundant
NC_017353.1	GCF_020882195.1	redundant
NZ_CP020764.1	GCF_020882195.1	redundant
JAWHHA010000002.1	GCF_020882195.1	redundant
NZ_KV808842.1	GCF_020882195.1	redundant
NZ_CP020763.1	GCF_020882195.1	redundant
JAWGAS010000038.1	GCF_020882195.1	redundant
NZ_KV799491.1	GCF_020882195.1	redundant
NZ_JAKRKP010000003.1	GCF_020882195.1	redundant
NZ_JAHAVF010000003.1	GCF_020882195.1	redundant
NZ_JBBLTI010000002.1	GCF_020882195.1	redundant
NZ_CP084443.1	GCF_020882195.1	redundant
NZ_JALCXH010000002.1	GCF_020882195.1	redundant
NZ_JALCXN010000002.1	GCF_020882195.1	redundant
NZ_LS483312.1	GCF_020882195.1	redundant
NZ_JAKRKR010000003.1	GCF_020882195.1	redundant
NZ_JAHAVH010000004.1	GCF_020882195.1	redundant
NZ_JBBLTQ010000006.1	GCF_020882195.1	redundant
NZ_JALCXL010000002.1	GCF_020882195.1	redundant
NZ_JALCXS010000002.1	GCF_020882195.1	redundant
NZ_LS483482.1	GCF_020882195.1	redundant
NZ_JALCXY010000006.1	GCF_020882195.1	redundant
NZ_JAKRKS010000002.1	GCF_020882195.1	redundant
NZ_JAKRKM010000002.1	GCF_020882195.1	redundant
NZ_JAKRKD010000003.1	GCF_020882195.1	redundant
NZ_JAHAVI010000004.1	GCF_020882195.1	redundant
NZ_JBBLTR010000004.1	GCF_020882195.1	redundant
NZ_JALCXO010000003.1	GCF_020882195.1	redundant
NZ_JALCXT010000012.1	GCF_020882195.1	redundant
NZ_JAKRKQ010000001.1	GCF_020882195.1	redundant
NZ_JAKRKL010000003.1	GCF_020882195.1	redundant
NZ_JAKRKH010000002.1	GCF_020882195.1	redundant
NZ_CP155636.1	GCF_020882195.1	redundant
NZ_JBCGEO010000002.1	GCF_020882195.1	redundant
NZ_JAHAVJ010000004.1	GCF_020882195.1	redundant
NZ_JAHAVD010000003.1	GCF_020882195.1	redundant
NZ_CP084434.1	GCF_020882195.1	redundant
NZ_JALCXK010000015.1	GCF_020882195.1	redundant
NZ_JALCXQ010000006.1	GCF_020882195.1	redundant
NZ_JALCXX010000005.1	GCF_020882195.1	redundant
NZ_CP048714.1	GCF_020882195.1	redundant
NZ_JAHAVK010000003.1	GCF_020882195.1	redundant
NZ_JAHAVE010000003.1	GCF_020882195.1	redundant
NZ_JALCXI010000006.1	GCF_020882195.1	redundant
NZ_JAKRKO010000007.1	GCF_020882195.1	redundant
NZ_JAHAVG010000004.1	GCF_020882195.1	redundant
NZ_CP084440.1	GCF_020882195.1	redundant
NZ_JALCXJ010000006.1	GCF_020882195.1	redundant
NZ_JASOVY010000004.1	GCF_020882195.1	redundant
NZ_JALCXM010000002.1	GCF_020882195.1	redundant
NZ_JAKRKV010000002.1	GCF_020882195.1	redundant
NZ_CP020406.2	GCF_020882195.1	redundant
NZ_KV840608.1	GCF_020882195.1	redundant
NZ_KV832945.1	GCF_020882195.1	redundant
NZ_CP086574.1	GCF_023611825.1	dereplication_representative
DAPTYK010000001.1	GCF_023611825.1	redundant
DAPTXK010000001.1	GCF_023611825.1	redundant
NZ_JABVWY010000001.1	GCF_023611825.1	redundant
NZ_JADANA010000003.1	GCF_023611825.1	redundant
NZ_BPRW01000001.1	GCF_023611825.1	redundant
DAYAJA010000004.1	GCF_023611825.1	redundant
NZ_BPRN01000003.1	GCF_023611825.1	redundant
DAPTZL010000001.1	GCF_023611825.1	redundant
DAPTXR010000004.1	GCF_023611825.1	redundant
NZ_JABVXB010000001.1	GCF_023611825.1	redundant
DAPTWU010000004.1	GCF_023611825.1	redundant
NZ_NSBX01000007.1	GCF_023611825.1	redundant
NZ_AP024200.1	GCF_023611825.1	redundant
NZ_JABVWZ010000001.1	GCF_023611825.1	redundant
JAJAHM010000001.1	GCF_023611825.1	redundant
NZ_JADANG010000004.1	GCF_023611825.1	redundant
NZ_BPRO01000001.1	GCF_023611825.1	redundant
DACKLC010000007.1	GCF_023611825.1	redundant
DAPTYJ010000004.1	GCF_023611825.1	redundant
CCEN01000001.1	GCF_023611825.1	redundant
DAPTXB010000001.1	GCF_023611825.1	redundant
NZ_AP024201.1	GCF_023611825.1	redundant
NZ_JABVWX010000001.1	GCF_023611825.1	redundant
JAJAGW010000001.1	GCF_023611825.1	redundant
NZ_BPSE01000003.1	GCF_023611825.1	redundant
NZ_JADAMW010000009.1	GCF_023611825.1	redundant
NZ_BPRY01000001.1	GCF_023611825.1	redundant
NZ_BPRQ01000001.1	GCF_023611825.1	redundant
DAYAIP010000001.1	GCF_023611825.1	redundant
NZ_BLRS01000002.1	GCF_023611825.1	redundant
NZ_FQTG01000001.1	GCF_023611825.1	redundant
NZ_FQNB01000001.1	GCF_023611825.1	redundant
NZ_JAVKRU010000001.1	GCF_023611825.1	redundant
NZ_JAYESL010000001.1	GCF_023611825.1	redundant
NZ_FQMX01000001.1	GCF_023611825.1	redundant
NZ_JAVKRO010000001.1	GCF_023611825.1	redundant
NZ_JAKKRF010000051.1	GCF_023611825.1	redundant
NZ_FQMI01000001.1	GCF_023611825.1	redundant
NZ_JAVKRS010000001.1	GCF_023611825.1	redundant
NZ_FQME01000001.1	GCF_023611825.1	redundant
NZ_FXVL01000001.1	GCF_023611825.1	redundant
NZ_JAVKRP010000001.1	GCF_023611825.1	redundant
NZ_FQMT01000001.1	GCF_023611825.1	redundant
NZ_FQMJ01000001.1	GCF_023611825.1	redundant
NZ_JBFCTH010000001.1	GCF_023611825.1	redundant
NZ_JAGSCC010000001.1	GCF_023656105.1	dereplication_representative
NZ_JAGSBY010000002.1	GCF_023656105.1	redundant
NZ_JAGSBU010000002.1	GCF_023656105.1	redundant
NZ_JAGSBS010000002.1	GCF_023656105.1	redundant
NZ_JAGSBQ010000002.1	GCF_023656105.1	redundant
NZ_JAGSBL010000002.1	GCF_023656105.1	redundant
NZ_JAGSBH010000002.1	GCF_023656105.1	redundant
NZ_JAGSBF010000002.1	GCF_023656105.1	redundant
NZ_JAGSCQ010000002.1	GCF_023656105.1	redundant
NZ_JAGSAZ010000002.1	GCF_023656105.1	redundant
NZ_JAGSCM010000002.1	GCF_023656105.1	redundant
NZ_JAGSAU010000002.1	GCF_023656105.1	redundant
NZ_JAGSCF010000002.1	GCF_023656105.1	redundant
NZ_JAGSAS010000002.1	GCF_023656105.1	redundant
NZ_JAGSCP010000002.1	GCF_023656105.1	redundant
NZ_JAGSCR010000002.1	GCF_023656105.1	redundant
NZ_JAGSCG010000002.1	GCF_023656105.1	redundant
NZ_JAGSCN010000002.1	GCF_023656105.1	redundant
NZ_JAGSBV010000002.1	GCF_023656105.1	redundant
NZ_JAGSCH010000002.1	GCF_023656105.1	redundant
NZ_JAGSCD010000002.1	GCF_023656105.1	redundant
NZ_JAGSBE010000002.1	GCF_023656105.1	redundant
NZ_JAGSBC010000002.1	GCF_023656105.1	redundant
NZ_JAGSAW010000002.1	GCF_023656105.1	redundant
NZ_JAGSAR010000002.1	GCF_023656105.1	redundant
NZ_JAGSCA010000002.1	GCF_023656105.1	redundant
NZ_JAGSBW010000002.1	GCF_023656105.1	redundant
NZ_JAGSBO010000002.1	GCF_023656105.1	redundant
NZ_JAGSBR010000002.1	GCF_023656105.1	redundant
NZ_JAGSBN010000002.1	GCF_023656105.1	redundant
NZ_JAGSBJ010000002.1	GCF_023656105.1	redundant
NZ_JAGSBZ010000002.1	GCF_023656105.1	redundant
NZ_JAGSBG010000002.1	GCF_023656105.1	redundant
NZ_JAGSBX010000002.1	GCF_023656105.1	redundant
NZ_JAGSBD010000002.1	GCF_023656105.1	redundant
NZ_JAGSBT010000002.1	GCF_023656105.1	redundant
NZ_JAGSAY010000002.1	GCF_023656105.1	redundant
NZ_JAGSBP010000002.1	GCF_023656105.1	redundant
NZ_JAGSAT010000002.1	GCF_023656105.1	redundant
NZ_JAGSBM010000002.1	GCF_023656105.1	redundant
NZ_JAGSCB010000002.1	GCF_023656105.1	redundant
NZ_JAGSBI010000002.1	GCF_023656105.1	redundant
NZ_CP102959.1	GCF_024741495.1	dereplication_representative
NZ_CP102961.1	GCF_024741535.1	dereplication_representative
NZ_CP102967.1	GCF_024741535.1	redundant
NZ_CP102956.1	GCF_024741535.1	redundant
NZ_JASPCW010000031.1	GCF_030234055.1	dereplication_representative
NZ_JALSEQ010000003.1	GCF_035789175.1	dereplication_representative
NZ_JAMWTB010000001.1	GCF_035797825.1	dereplication_representative
NZ_JBBNDM010000001.1	GCF_037992235.1	dereplication_representative
NZ_JBBNCG010000003.1	GCF_037992235.1	redundant
NZ_JBFTBU010000001.1	GCF_041023015.1	dereplication_representative
LATU01000003.1	GCF_041023015.1	redundant
NZ_JAVFYF010000001.1	GCF_041023015.1	redundant
NZ_JAESLN010000001.1	GCF_041023015.1	redundant
LATV01000010.1	GCF_041023015.1	redundant
NZ_JAESML010000031.1	GCF_041023015.1	redundant
NZ_OGAE01000010.1	GCF_900251765.1	dereplication_representative
DAHIUW010000006.1	GCF_900251765.1	redundant
NZ_OFZL01000032.1	GCF_900251765.1	redundant
NZ_CP102974.1	GCF_900251765.1	redundant
NZ_UGZS01000001.1	GCF_900457635.1	dereplication_representative
NZ_JAJUET010000002.1	GCF_900457635.1	redundant
DAZCTE010000002.1	GCF_900457635.1	redundant
NZ_JAANBZ010000006.1	GCF_900457635.1	redundant
JARUYB010000002.1	GCF_900457635.1	redundant
CP155057.1	GCF_900457635.1	redundant
DAZCSO010000002.1	GCF_900457635.1	redundant
NZ_JAANBM010000017.1	GCF_900457635.1	redundant
NZ_JZIO01000002.1	GCF_900457635.1	redundant
JARUXZ010000004.1	GCF_900457635.1	redundant
FMSB01000003.1	GCF_900457635.1	redundant
NZ_QFCY01000002.1	GCF_900457635.1	redundant
DAZCOV010000002.1	GCF_900457635.1	redundant
NZ_JAANBP010000018.1	GCF_900457635.1	redundant
DBAHYL010000008.1	GCF_900457635.1	redundant
NZ_FMRG01000004.1	GCF_900457635.1	redundant
NZ_FMRB01000003.1	GCF_900457635.1	redundant
NZ_FMQW01000003.1	GCF_900457635.1	redundant
NZ_FMQV01000002.1	GCF_900457635.1	redundant
NZ_FMRE01000002.1	GCF_900457635.1	redundant
NZ_FMQX01000001.1	GCF_900457635.1	redundant
NZ_UHBI01000001.1	GCF_900457635.1	redundant
NZ_FMSA01000002.1	GCF_900457635.1	redundant
NZ_FMRC01000004.1	GCF_900457635.1	redundant
NZ_FMQZ01000003.1	GCF_900457635.1	redundant
NZ_UHCG01000001.1	GCF_900457635.1	redundant
NZ_FMQY01000003.1	GCF_900457635.1	redundant
NZ_FMQU01000003.1	GCF_900457635.1	redundant
NZ_LS483300.1	GCF_900457635.1	redundant
NZ_FMRH01000002.1	GCF_900457635.1	redundant
DAZCKD010000002.1	GCF_900457635.1	redundant
DBAHYD010000005.1	GCF_900457635.1	redundant
NZ_JAASOT010000010.1	GCF_900457635.1	redundant
NZ_JAHCON010000005.1	GCF_900457635.1	redundant
NZ_FMRF01000002.1	GCF_900457635.1	redundant
DAZCIA010000002.1	GCF_900457635.1	redundant
NZ_JAHVYO010000003.1	GCF_900457635.1	redundant
NZ_JANVJM010000012.1	GCF_900457635.1	redundant
NZ_JAHCOU010000002.1	GCF_900457635.1	redundant
NZ_FMRD01000003.1	GCF_900457635.1	redundant
DAZCHQ010000002.1	GCF_900457635.1	redundant
NZ_JAVRXV010000004.1	GCF_900457635.1	redundant
NC_007622.1	GCF_900457635.1	redundant
NZ_WOCS01000003.1	GCF_900457635.1	redundant
NZ_JAHCPG010000002.1	GCF_900457635.1	redundant
NZ_JAHCPF010000002.1	GCF_900457635.1	redundant
NZ_FMRA01000002.1	GCF_900457635.1	redundant
NZ_FMRI01000003.1	GCF_900457635.1	redundant
NZ_WOCL01000002.1	GCF_900457635.1	redundant
NZ_JANVGH010000009.1	GCF_900457635.1	redundant
NZ_JAHCPN010000002.1	GCF_900457635.1	redundant
NZ_JAHCOR010000002.1	GCF_900457635.1	redundant
NZ_WOCG01000002.1	GCF_900457635.1	redundant
