Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	assembly_file	representative	dereplication_status
GCF_019203185.1	NZ_CP078093.1	2373195	2380631	11643.0	1	1	0	1	1	1	1	11	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_019203185.1.fasta.gz	NZ_CP078093.1|2373195|2380631	dereplication_representative
GCF_020736365.1	NZ_CP085988.1	3385709	3390627	6003.0	0	1	0	1	0	1	0	329	(-1, -1, -1)	(2, 1, 0)	GCF_020736365.1.fasta.gz	NZ_CP085988.1|3385709|3390627	dereplication_representative
GCF_026650965.1	NZ_CP086237.1	4457510	4464406	9451.0	1	1	0	1	0	1	1	170	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_026650965.1.fasta.gz	NZ_CP086237.1|4457510|4464406	dereplication_representative
GCF_018861905.1	NZ_JAHLDU010000010.1	78708	85605	9402.0	1	1	0	1	0	1	1	193	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_018861905.1.fasta.gz	NZ_CP086237.1|4457510|4464406	readded_by_score
GCF_018861865.1	NZ_JAHLDV010000003.1	81880	88776	9483.0	1	1	0	1	0	1	1	141	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_018861865.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_018861795.1	NZ_JAHLDR010000001.1	341035	347932	9481.0	1	1	0	1	0	1	1	142	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_018861795.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_020443575.1	NZ_JAIZZY010000004.1	211524	218421	9471.0	1	1	0	1	0	1	1	147	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_020443575.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_026650925.1	NZ_CP086147.1	3237009	3243906	9461.0	1	1	0	1	0	1	1	155	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_026650925.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_026651005.1	NZ_CP086243.1	3602756	3609653	9455.0	1	1	0	1	0	1	1	163	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026651005.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_030585465.1	NZ_CP077615.1	3153519	3160416	9462.0	1	1	0	1	0	1	1	153	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_030585465.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_030585505.1	NZ_CP077610.1	2266100	2272996	9454.0	1	1	0	1	0	1	1	165	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_030585505.1.fasta.gz	NZ_CP086237.1|4457510|4464406	redundant
GCF_002006235.2	NZ_CP096988.1	220312	227472	9457.0	1	1	0	1	0	1	1	159	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_002006235.2.fasta.gz	NZ_CP096988.1|220312|227472	dereplication_representative
GCF_000364165.2	NZ_CP097810.1	1403400	1406973	5121.0	0	0	0	1	0	1	1	389	(1, 1, 1)	(2, 1, 0)	GCF_000364165.2.fasta.gz	NZ_CP097810.1|1403400|1406973	dereplication_representative
GCF_025146005.1	NZ_CP102254.1	995138	1003100	5906.0	0	1	0	1	0	1	0	361	(1, 1, 1)	(2, 1, 0)	GCF_025146005.1.fasta.gz	NZ_CP102254.1|995138|1003100	dereplication_representative
GCF_039789045.1	NZ_CP121164.1	891591	899555	5914.0	0	1	0	1	0	1	0	359	(1, 1, 1)	(2, 1, 0)	GCF_039789045.1.fasta.gz	NZ_CP102254.1|995138|1003100	redundant
GCF_026410065.1	NZ_CP112872.1	2472981	2480000	9491.0	1	1	0	1	0	1	1	136	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026410065.1.fasta.gz	NZ_CP112872.1|2472981|2480000	dereplication_representative
GCF_049200475.1	NZ_CP113903.1	3009706	3014189	6627.0	1	1	0	1	0	0	0	260	(-1, -1, -1)	(2, 1, 0)	GCF_049200475.1.fasta.gz	NZ_CP113903.1|3009706|3014189	dereplication_representative
GCF_029542625.1	NZ_CP120733.1	2709789	2717652	11242.0	1	1	0	1	1	1	1	25	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_029542625.1.fasta.gz	NZ_CP120733.1|2709789|2717652	dereplication_representative
GCF_038396635.1	NZ_CP121687.1	1183831	1193135	9521.0	1	1	0	1	0	1	1	120	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_038396635.1.fasta.gz	NZ_CP121687.1|1183831|1193135	dereplication_representative
GCF_037057455.1	NZ_CP124295.1	3110820	3116521	7881.0	1	1	0	1	1	0	0	232	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_037057455.1.fasta.gz	NZ_CP124295.1|3110820|3116521	dereplication_representative
GCF_030013905.1	NZ_CP124862.1	5358736	5364164	6494.0	1	1	0	1	0	0	0	268	(1, 1, 1)	(2, 1, 0)	GCF_030013905.1.fasta.gz	NZ_CP124862.1|5358736|5364164	dereplication_representative
GCF_040267475.1	NZ_CP125628.1	4170540	4175303	5999.0	0	1	0	1	0	1	0	331	(-1, -1, -1)	(2, 1, 0)	GCF_040267475.1.fasta.gz	NZ_CP125628.1|4170540|4175303	dereplication_representative
GCF_030166575.1	NZ_CP126462.1	1779990	1787472	11693.0	1	1	0	1	1	1	1	9	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_030166575.1.fasta.gz	NZ_CP126462.1|1779990|1787472	dereplication_representative
GCF_030263895.1	NZ_CP127161.1	2343316	2350915	11145.0	1	1	0	1	1	1	1	30	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_030263895.1.fasta.gz	NZ_CP127161.1|2343316|2350915	dereplication_representative
GCF_030644385.1	NZ_CP130060.1	1443506	1448395	5849.0	0	1	0	1	0	1	0	371	(-1, -1, -1)	(2, 1, 0)	GCF_030644385.1.fasta.gz	NZ_CP130060.1|1443506|1448395	dereplication_representative
GCF_046529625.1	NZ_CP132338.1	911061	915054	5243.0	0	0	0	1	0	1	1	380	(1, 1, 1)	(2, 1, 0)	GCF_046529625.1.fasta.gz	NZ_CP132338.1|911061|915054	dereplication_representative
GCF_030913655.1	NZ_CP133189.1	707968	712719	6481.0	1	1	0	1	0	0	0	269	(1, 1, 1)	(2, 1, 0)	GCF_030913655.1.fasta.gz	NZ_CP133189.1|707968|712719	dereplication_representative
GCF_040267685.1	NZ_CP158367.1	851769	863553	10046.0	1	1	0	1	1	1	1	65	(1, 1, 1, -1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_040267685.1.fasta.gz	NZ_CP158367.1|851769|863553	dereplication_representative
GCF_040515995.1	NZ_CP159485.1	2060243	2072285	10126.0	1	1	0	1	1	1	1	61	(-1, -1, 1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_040515995.1.fasta.gz	NZ_CP159485.1|2060243|2072285	dereplication_representative
GCF_023653455.2	NZ_CP161000.1	2804035	2809730	7838.0	1	1	0	1	1	0	0	241	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_023653455.2.fasta.gz	NZ_CP161000.1|2804035|2809730	dereplication_representative
GCF_004803955.2	NZ_CP163137.1	2233374	2237871	5123.0	0	0	0	1	0	1	1	388	(-1, -1, -1)	(2, 1, 0)	GCF_004803955.2.fasta.gz	NZ_CP163137.1|2233374|2237871	dereplication_representative
GCF_045038935.1	NZ_CP171113.1	889552	896584	9316.0	1	1	0	1	0	1	1	206	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_045038935.1.fasta.gz	NZ_CP171113.1|889552|896584	dereplication_representative
GCF_044502415.1	NZ_CP172402.1	1941133	1947968	7617.0	1	1	0	1	0	0	1	248	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_044502415.1.fasta.gz	NZ_CP172402.1|1941133|1947968	dereplication_representative
GCF_047456265.2	NZ_CP173187.2	2740151	2744353	6605.0	1	1	0	1	0	0	0	262	(-1, -1, -1)	(2, 1, 0)	GCF_047456265.2.fasta.gz	NZ_CP173187.2|2740151|2744353	dereplication_representative
GCF_046523925.1	NZ_CP174369.1	1554884	1559817	6316.0	1	1	0	1	0	0	0	276	(1, 1, 1)	(2, 1, 0)	GCF_046523925.1.fasta.gz	NZ_CP174369.1|1554884|1559817	dereplication_representative
GCF_041861885.3	NZ_CP175761.1	1358982	1365749	9530.0	1	1	0	1	0	1	1	115	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_041861885.3.fasta.gz	NZ_CP175761.1|1358982|1365749	dereplication_representative
GCF_046603775.1	NZ_CP176625.1	3466586	3470808	6692.0	1	1	0	1	0	0	0	257	(-1, -1, -1)	(2, 1, 0)	GCF_046603775.1.fasta.gz	NZ_CP176625.1|3466586|3470808	dereplication_representative
GCF_900683775.1	NZ_LR215983.1	3000409	3004636	6724.0	1	1	0	1	0	0	0	256	(-1, -1, -1)	(2, 1, 0)	GCF_900683775.1.fasta.gz	NZ_CP176625.1|3466586|3470808	redundant
GCF_002441855.2	NZ_CP029487.1	3965629	3969857	6749.0	1	1	0	1	0	0	0	254	(1, 1, 1)	(2, 1, 0)	GCF_002441855.2.fasta.gz	NZ_CP176625.1|3466586|3470808	redundant
GCF_048568315.1	NZ_CP183811.1	277729	283428	7946.0	1	1	0	1	1	0	0	227	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_048568315.1.fasta.gz	NZ_CP183811.1|277729|283428	dereplication_representative
GCF_031202285.1	NZ_CP101637.1	2474866	2480566	7948.0	1	1	0	1	1	0	0	225	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_031202285.1.fasta.gz	NZ_CP183811.1|277729|283428	redundant
GCF_036812735.1	NZ_CP117523.1	3666489	3672189	7948.0	1	1	0	1	1	0	0	226	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_036812735.1.fasta.gz	NZ_CP183811.1|277729|283428	redundant
GCF_001299475.1	NZ_CYUJ01000002.1	774043	778018	6730.0	1	1	0	1	0	0	0	255	(1, 1, 1)	(2, 1, 0)	GCF_001299475.1.fasta.gz	NZ_CYUJ01000002.1|774043|778018	dereplication_representative
GCF_900078395.1	NZ_FKLA01000009.1	1860070	1864784	6240.0	1	1	0	1	0	0	0	299	(1, 1, 1)	(2, 1, 0)	GCF_900078395.1.fasta.gz	NZ_FKLA01000009.1|1860070|1864784	dereplication_representative
GCF_900095445.1	NZ_FMJL01000002.1	121865	128823	9622.0	1	1	0	1	0	1	1	86	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900095445.1.fasta.gz	NZ_FMJL01000002.1|121865|128823	dereplication_representative
GCF_900095725.1	NZ_FMMP01000006.1	335960	339737	5166.0	0	0	0	1	0	1	1	384	(1, 1, 1)	(2, 1, 0)	GCF_900095725.1.fasta.gz	NZ_FMMP01000006.1|335960|339737	dereplication_representative
GCF_900100845.1	NZ_FNFP01000002.1	447265	454799	11295.0	1	1	0	1	1	1	1	21	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900100845.1.fasta.gz	NZ_FNFP01000002.1|447265|454799	dereplication_representative
GCF_900103835.1	NZ_FNID01000019.1	22067	26967	6253.0	1	1	0	1	0	0	0	292	(-1, -1, -1)	(2, 1, 0)	GCF_900103835.1.fasta.gz	NZ_FNID01000019.1|22067|26967	dereplication_representative
GCF_900107485.1	NZ_FNQE01000022.1	24382	31911	11084.0	1	1	0	1	1	1	1	33	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900107485.1.fasta.gz	NZ_FNQE01000022.1|24382|31911	dereplication_representative
GCF_900108045.1	NZ_FNUK01000016.1	38598	45023	10096.0	1	1	0	1	0	1	1	63	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900108045.1.fasta.gz	NZ_FNUK01000016.1|38598|45023	dereplication_representative
GCF_900110045.1	NZ_FOCG01000001.1	784840	790374	6229.0	1	1	0	1	0	0	0	302	(-1, -1, -1)	(2, 1, 0)	GCF_900110045.1.fasta.gz	NZ_FOCG01000001.1|784840|790374	dereplication_representative
GCF_900111595.1	NZ_FOHN01000015.1	52931	61692	5985.0	0	1	0	1	0	1	0	333	(1, 1, 1)	(2, 1, 0)	GCF_900111595.1.fasta.gz	NZ_FOHN01000015.1|52931|61692	dereplication_representative
GCF_900111615.1	NZ_FOHU01000001.1	430839	438363	11213.0	1	1	0	1	1	1	1	28	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900111615.1.fasta.gz	NZ_FOHU01000001.1|430839|438363	dereplication_representative
GCF_900111985.1	NZ_FOKI01000002.1	141121	148284	9486.0	1	1	0	1	0	1	1	138	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900111985.1.fasta.gz	NZ_FOKI01000002.1|141121|148284	dereplication_representative
GCF_900113635.1	NZ_FOQA01000001.1	58996	65961	10674.0	1	1	0	1	1	1	1	45	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900113635.1.fasta.gz	NZ_FOQA01000001.1|58996|65961	dereplication_representative
GCF_900112775.1	NZ_FOYZ01000003.1	254876	261928	5920.0	0	1	0	1	0	1	0	357	(-1, -1, -1)	(2, 1, 0)	GCF_900112775.1.fasta.gz	NZ_FOYZ01000003.1|254876|261928	dereplication_representative
GCF_900128885.1	NZ_FQTU01000001.1	17798	24171	9827.0	1	1	0	1	0	1	1	79	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900128885.1.fasta.gz	NZ_FQTU01000001.1|17798|24171	dereplication_representative
GCF_900129075.1	NZ_FQVH01000002.1	52369	59136	9971.0	1	1	0	1	0	1	1	67	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900129075.1.fasta.gz	NZ_FQVH01000002.1|52369|59136	dereplication_representative
GCF_900129965.1	NZ_FQXM01000004.1	228634	235367	9331.0	1	1	0	1	0	1	1	204	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900129965.1.fasta.gz	NZ_FQXM01000004.1|228634|235367	dereplication_representative
GCF_900130005.1	NZ_FQXP01000013.1	42091	49599	9469.0	1	1	0	1	0	1	1	148	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900130005.1.fasta.gz	NZ_FQXP01000013.1|42091|49599	dereplication_representative
GCF_900141845.1	NZ_FQZB01000003.1	39027	45792	9510.0	1	1	0	1	0	1	1	127	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900141845.1.fasta.gz	NZ_FQZB01000003.1|39027|45792	dereplication_representative
GCF_900142075.1	NZ_FQZO01000001.1	696581	703347	9583.0	1	1	0	1	0	1	1	97	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900142075.1.fasta.gz	NZ_FQZO01000001.1|696581|703347	dereplication_representative
GCF_900142145.1	NZ_FQZV01000003.1	26074	33619	11575.0	1	1	0	1	1	1	1	15	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900142145.1.fasta.gz	NZ_FQZV01000003.1|26074|33619	dereplication_representative
GCF_900142225.1	NZ_FRAD01000012.1	56835	63848	8112.0	1	1	0	1	0	1	0	224	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900142225.1.fasta.gz	NZ_FRAD01000012.1|56835|63848	dereplication_representative
GCF_900142245.1	NZ_FRAG01000001.1	202027	206243	6955.0	0	0	0	1	1	1	1	253	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900142245.1.fasta.gz	NZ_FRAG01000001.1|202027|206243	dereplication_representative
GCF_900142275.1	NZ_FRAI01000005.1	531714	544077	8299.0	0	1	0	1	1	1	1	218	(-1, -1, 1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900142275.1.fasta.gz	NZ_FRAI01000005.1|531714|544077	dereplication_representative
GCF_900142955.1	NZ_FRCP01000014.1	143100	157240	5965.0	0	1	0	1	0	1	0	336	(1, 1, 1)	(2, 1, 0)	GCF_900142955.1.fasta.gz	NZ_FRCP01000014.1|143100|157240	dereplication_representative
GCF_900167305.1	NZ_FUWV01000001.1	267188	274389	10226.0	1	1	0	1	0	1	1	58	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900167305.1.fasta.gz	NZ_FUWV01000001.1|267188|274389	dereplication_representative
GCF_900167505.1	NZ_FUYD01000002.1	164119	171057	9465.0	1	1	0	1	0	1	1	152	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900167505.1.fasta.gz	NZ_FUYD01000002.1|164119|171057	dereplication_representative
GCF_900167605.1	NZ_FUYH01000004.1	4724	12268	9938.0	1	1	0	1	0	1	1	71	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900167605.1.fasta.gz	NZ_FUYH01000004.1|4724|12268	dereplication_representative
GCF_900167445.1	NZ_FUZT01000005.1	261103	268639	11748.0	1	1	0	1	1	1	1	8	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900167445.1.fasta.gz	NZ_FUZT01000005.1|261103|268639	dereplication_representative
GCF_900176305.1	NZ_FWXH01000003.1	161024	167882	9572.0	1	1	0	1	0	1	1	100	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900176305.1.fasta.gz	NZ_FWXH01000003.1|161024|167882	dereplication_representative
GCF_900176335.1	NZ_FWXW01000010.1	6030	10995	6243.0	1	1	0	1	0	0	0	297	(-1, -1, -1)	(2, 1, 0)	GCF_900176335.1.fasta.gz	NZ_FWXW01000010.1|6030|10995	dereplication_representative
GCF_900185645.1	NZ_FYAM01000024.1	178275	185601	9554.0	1	1	0	1	0	1	1	106	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900185645.1.fasta.gz	NZ_FYAM01000024.1|178275|185601	dereplication_representative
GCF_900186535.1	NZ_FYDE01000005.1	1921900	1926615	6138.0	1	1	0	1	0	0	0	316	(-1, -1, -1)	(2, 1, 0)	GCF_900186535.1.fasta.gz	NZ_FYDE01000005.1|1921900|1926615	dereplication_representative
GCF_900188145.1	NZ_FZOJ01000008.1	59838	67445	11287.0	1	1	0	1	1	1	1	22	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900188145.1.fasta.gz	NZ_FZOJ01000008.1|59838|67445	dereplication_representative
GCF_000430995.1	NZ_HF952018.1	1188859	1196543	10943.0	1	1	0	1	1	1	1	35	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_000430995.1.fasta.gz	NZ_HF952018.1|1188859|1196543	dereplication_representative
GCF_000308275.2	NZ_HG529490.1	556686	569230	4737.0	1	1	0	1	0	0	0	397	(-1, -1, -1)	(2, 1, 0)	GCF_000308275.2.fasta.gz	NZ_HG529490.1|556686|569230	dereplication_representative
GCF_000577895.1	NZ_HG917868.1	2207497	2214792	9238.0	1	1	0	1	0	1	1	212	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_000577895.1.fasta.gz	NZ_HG917868.1|2207497|2214792	dereplication_representative
GCF_010179735.1	NZ_JAAEEH010000017.1	18012	24380	5903.0	0	1	0	1	0	1	0	362	(1, 1, 1)	(2, 1, 0)	GCF_010179735.1.fasta.gz	NZ_JAAEEH010000017.1|18012|24380	dereplication_representative
GCF_011065905.2	NZ_JAAMNG020000001.1	2111783	2118661	9420.0	1	1	0	1	0	1	1	190	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065905.2.fasta.gz	NZ_JAAMNG020000001.1|2111783|2118661	dereplication_representative
GCF_011065935.2	NZ_JAAMNH020000001.1	3037593	3044519	9537.0	1	1	0	1	0	1	1	111	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065935.2.fasta.gz	NZ_JAAMNH020000001.1|3037593|3044519	dereplication_representative
GCF_011065955.2	NZ_JAAMNI020000001.1	3186023	3192951	9453.0	1	1	0	1	0	1	1	166	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065955.2.fasta.gz	NZ_JAAMNI020000001.1|3186023|3192951	dereplication_representative
GCF_012926525.1	NZ_JABBNI010000001.1	112639	119768	9432.0	1	1	0	1	0	1	1	179	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_012926525.1.fasta.gz	NZ_JABBNI010000001.1|112639|119768	dereplication_representative
GCF_013294265.1	NZ_JABSWD010000001.1	3060865	3067972	9569.0	1	1	0	1	0	1	1	102	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_013294265.1.fasta.gz	NZ_JABSWD010000001.1|3060865|3067972	dereplication_representative
GCF_014050525.1	NZ_JACGAG010000005.1	52397	59273	9425.0	1	1	0	1	0	1	1	185	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_014050525.1.fasta.gz	NZ_JACGAG010000005.1|52397|59273	dereplication_representative
GCF_014205875.1	NZ_JACHEN010000004.1	71404	78943	11599.0	1	1	0	1	1	1	1	13	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_014205875.1.fasta.gz	NZ_JACHEN010000004.1|71404|78943	dereplication_representative
GCF_014202115.1	NZ_JACHFW010000009.1	128875	135783	6069.0	0	1	0	1	0	1	0	320	(-1, -1, -1)	(2, 1, 0)	GCF_014202115.1.fasta.gz	NZ_JACHFW010000009.1|128875|135783	dereplication_representative
GCF_014281125.1	NZ_JACOEA010000001.1	380999	387212	6239.0	1	1	0	1	0	0	0	300	(1, 1, 1)	(2, 1, 0)	GCF_014281125.1.fasta.gz	NZ_JACOEA010000001.1|380999|387212	dereplication_representative
GCF_014287895.1	NZ_JACOPP010000002.1	150541	156233	6249.0	1	1	0	1	0	0	0	295	(-1, -1, -1)	(2, 1, 0)	GCF_014287895.1.fasta.gz	NZ_JACOPP010000002.1|150541|156233	dereplication_representative
GCF_014287675.1	NZ_JACOPQ010000002.1	43200	54227	6185.0	1	1	0	1	0	0	0	315	(-1, -1, -1)	(2, 1, 0)	GCF_014287675.1.fasta.gz	NZ_JACOPQ010000002.1|43200|54227	dereplication_representative
GCF_014384895.1	NZ_JACRSQ010000005.1	10859	14781	5192.0	0	0	0	1	0	1	1	382	(1, 1, 1)	(2, 1, 0)	GCF_014384895.1.fasta.gz	NZ_JACRSQ010000005.1|10859|14781	dereplication_representative
GCF_014384995.1	NZ_JACRSY010000008.1	52364	56011	5279.0	0	0	0	1	0	1	1	377	(-1, -1, -1)	(2, 1, 0)	GCF_014384995.1.fasta.gz	NZ_JACRSY010000008.1|52364|56011	dereplication_representative
GCF_014385085.1	NZ_JACRTD010000001.1	381596	386304	6348.0	1	1	0	1	0	0	0	271	(-1, -1, -1)	(2, 1, 0)	GCF_014385085.1.fasta.gz	NZ_JACRTD010000001.1|381596|386304	dereplication_representative
GCF_014385265.1	NZ_JACRTJ010000005.1	128371	133176	5962.0	0	1	0	1	0	1	0	337	(-1, -1, -1)	(2, 1, 0)	GCF_014385265.1.fasta.gz	NZ_JACRTJ010000005.1|128371|133176	dereplication_representative
GCF_016901815.1	NZ_JACSNR010000007.1	10409	15196	6216.0	1	1	0	1	0	0	0	306	(-1, -1, -1)	(2, 1, 0)	GCF_016901815.1.fasta.gz	NZ_JACSNR010000007.1|10409|15196	dereplication_representative
GCF_032335695.1	NZ_JACTOJ010000010.1	177458	184398	9382.0	1	1	0	1	0	1	1	198	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_032335695.1.fasta.gz	NZ_JACTOJ010000010.1|177458|184398	dereplication_representative
GCF_014982785.1	NZ_JADCKB010000015.1	13368	18085	5093.0	0	0	0	1	0	1	1	390	(-1, -1, -1)	(2, 1, 0)	GCF_014982785.1.fasta.gz	NZ_JADCKB010000015.1|13368|18085	dereplication_representative
GCF_015352425.1	NZ_JADKNH010000006.1	234916	238987	7696.0	0	0	0	1	1	1	1	246	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015352425.1.fasta.gz	NZ_JADKNH010000006.1|234916|238987	dereplication_representative
GCF_017811815.1	NZ_JADKZI010000002.1	453445	463563	6187.0	1	1	0	1	0	0	0	314	(-1, -1, -1)	(2, 1, 0)	GCF_017811815.1.fasta.gz	NZ_JADKZI010000002.1|453445|463563	dereplication_representative
GCF_015550495.1	NZ_JADNAX010000004.1	43128	48999	8334.0	1	1	1	1	1	0	0	216	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_015550495.1.fasta.gz	NZ_JADNAX010000004.1|43128|48999	dereplication_representative
GCF_015554605.1	NZ_JADNIV010000001.1	299120	304021	6291.0	1	1	0	1	0	0	0	281	(-1, -1, -1)	(2, 1, 0)	GCF_015554605.1.fasta.gz	NZ_JADNIV010000001.1|299120|304021	dereplication_representative
GCF_015557495.1	NZ_JADNOJ010000005.1	105647	118296	7601.0	0	1	0	1	0	1	1	249	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015557495.1.fasta.gz	NZ_JADNOJ010000005.1|105647|118296	dereplication_representative
GCF_015594845.1	NZ_JADNRK010000002.1	194573	200903	9861.0	1	1	0	1	0	1	1	78	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_015594845.1.fasta.gz	NZ_JADNRK010000002.1|194573|200903	dereplication_representative
GCF_021531375.1	NZ_JADYTU010000007.1	64823	69927	6250.0	1	1	0	1	0	0	0	294	(-1, -1, -1)	(2, 1, 0)	GCF_021531375.1.fasta.gz	NZ_JADYTU010000007.1|64823|69927	dereplication_representative
GCF_021531815.1	NZ_JADYUM010000003.1	55199	60282	6220.0	1	1	0	1	0	0	0	304	(1, 1, 1)	(2, 1, 0)	GCF_021531815.1.fasta.gz	NZ_JADYUM010000003.1|55199|60282	dereplication_representative
GCF_021432385.1	NZ_JAEACT010000002.1	1175303	1182777	9455.0	1	1	0	1	0	1	1	164	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_021432385.1.fasta.gz	NZ_JAEACT010000002.1|1175303|1182777	dereplication_representative
GCF_016765615.1	NZ_JAESWA010000017.1	358692	365547	9423.0	1	1	0	1	0	1	1	186	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765615.1.fasta.gz	NZ_JAESWA010000017.1|358692|365547	dereplication_representative
GCF_028728205.1	NZ_JAQYUU010000001.1	1427221	1434076	9421.0	1	1	0	1	0	1	1	189	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_028728205.1.fasta.gz	NZ_JAESWA010000017.1|358692|365547	redundant
GCF_016765585.1	NZ_JAESWC010000002.1	394125	401012	9531.0	1	1	0	1	0	1	1	114	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765585.1.fasta.gz	NZ_JAESWC010000002.1|394125|401012	dereplication_representative
GCF_016908015.1	NZ_JAFBDB010000002.1	599421	607004	9565.0	1	1	0	1	0	1	1	104	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_016908015.1.fasta.gz	NZ_JAFBDB010000002.1|599421|607004	dereplication_representative
GCF_016908355.1	NZ_JAFBDT010000006.1	77753	84673	12821.0	1	1	1	1	1	1	1	2	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_016908355.1.fasta.gz	NZ_JAFBDT010000006.1|77753|84673	dereplication_representative
