db_id	query	scaff	strand	coords	db	crossref_id	crossref_method	name	taxon_name	taxon_id	evalue	score	seqid	qcov	tcov
WP_032121883.1	ctg16_42	NZ_CABKTN010000007.1	-	927805..929067	local	WP_032121883.1	local	protein translocase subunit SecD	GCF_902375375.1	1499689	1.266e-36	1876	41.7	100.0	98.1
WP_032121884.1	ctg16_40	NZ_CABKTN010000007.1	-	929145..930509	local	WP_032121884.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_902375375.1	1499689	2.234e-53	2340	53.4	97.0	99.3
WP_032121888.1	ctg16_38	NZ_CABKTN010000007.1	-	931520..932650	local	WP_032121888.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_902375375.1	1499689	1.349e-49	2048	51.3	97.6	99.5
WP_032121889.1	ctg16_37	NZ_CABKTN010000007.1	-	932801..933826	local	WP_032121889.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_902375375.1	1499689	1.694e-51	2120	65.5	99.7	99.7
WP_103082811.1	ctg16_37	NZ_CP021850.1	+	1708364..1709389	local	WP_103082811.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_002896855.1	84032	2.466e-50	2074	59.7	99.7	99.7
WP_103082812.1	ctg16_38	NZ_CP021850.1	+	1709439..1710566	local	WP_103082812.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_002896855.1	84032	1.409e-60	2483	73.9	99.2	99.2
WP_103082817.1	ctg16_40	NZ_CP021850.1	+	1712242..1713585	local	WP_103082817.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_002896855.1	84032	4.891e-55	2410	56.9	96.1	99.8
WP_103080629.1	ctg16_42	NZ_CP021850.1	+	1716285..1717622	local	WP_103080629.1	local	protein translocase subunit SecD	GCF_002896855.1	84032	4.749e-31	1606	35.6	99.8	98.7
WP_103080630.1	ctg16_43	NZ_CP021850.1	+	1717624..1718559	local	WP_103080630.1	local	protein translocase subunit SecF	GCF_002896855.1	84032	3.914e-22	1050	33.9	97.6	99.4
WP_074364273.1	ctg16_37	NZ_FMJL01000002.1	+	121865..122890	local	WP_074364273.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900095445.1	1776758	5.752e-51	2099	63.5	99.7	99.7
WP_074364274.1	ctg16_38	NZ_FMJL01000002.1	+	122936..124066	local	WP_074364274.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900095445.1	1776758	4.47e-50	2067	52.3	97.6	99.5
WP_074364278.1	ctg16_40	NZ_FMJL01000002.1	+	125236..126606	local	WP_074364278.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900095445.1	1776758	1.444e-53	2348	53.8	97.39999999999999	99.3
WP_074364279.1	ctg16_42	NZ_FMJL01000002.1	+	126674..127933	local	WP_074364279.1	local	protein translocase subunit SecD	GCF_900095445.1	1776758	2.583e-36	1861	40.0	100.0	98.1
WP_074364280.1	ctg16_43	NZ_FMJL01000002.1	+	127939..128823	local	WP_074364280.1	local	protein translocase subunit SecF	GCF_900095445.1	1776758	1.11e-26	1247	47.4	98.6	99.7
WP_052220258.1	ctg16_43	NZ_LHUR01000011.1	-	217545..218414	local	WP_052220258.1	local	protein translocase subunit SecF	GCF_001263795.1	1121318	1.302e-26	1244	47.2	97.6	99.7
WP_052220259.1	ctg16_42	NZ_LHUR01000011.1	-	218419..219681	local	WP_052220259.1	local	protein translocase subunit SecD	GCF_001263795.1	1121318	8.084e-36	1837	42.1	99.8	97.6
WP_052220260.1	ctg16_40	NZ_LHUR01000011.1	-	219764..221140	local	WP_052220260.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_001263795.1	1121318	6.304e-53	2321	52.3	97.2	99.3
WP_052220264.1	ctg16_38	NZ_LHUR01000011.1	-	222162..223292	local	WP_052220264.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_001263795.1	1121318	1.069e-49	2052	50.7	97.6	99.5
WP_052220265.1	ctg16_37	NZ_LHUR01000011.1	-	223356..224381	local	WP_052220265.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_001263795.1	1121318	1.098e-52	2167	68.2	99.7	99.7
WP_017414646.1	ctg16_43	NZ_AMQH01000006.1	-	374099..374983	local	WP_017414646.1	local	protein translocase subunit SecF	GCF_000300195.1	1233099	7.651e-27	1254	44.3	98.6	99.3
WP_017414647.1	ctg16_42	NZ_AMQH01000006.1	-	374988..376226	local	WP_017414647.1	local	protein translocase subunit SecD	GCF_000300195.1	1233099	3.779e-36	1853	41.0	100.0	99.8
WP_017414648.1	ctg16_40	NZ_AMQH01000006.1	-	376327..377694	local	WP_017414648.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_000300195.1	1233099	3.458e-53	2332	53.5	96.8	99.3
WP_017414652.1	ctg16_38	NZ_AMQH01000006.1	-	378687..379817	local	WP_017414652.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_000300195.1	1233099	6.335e-50	2061	52.6	97.6	99.5
WP_017414653.1	ctg16_37	NZ_AMQH01000006.1	-	379998..381023	local	WP_017414653.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_000300195.1	1233099	2.699e-51	2112	64.7	99.7	99.7
WP_128748860.1	ctg16_37	NZ_CP035280.1	+	852020..853045	local	WP_128748860.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_004103695.1	2507159	1.557e-52	2161	63.8	99.7	99.7
WP_128748861.1	ctg16_38	NZ_CP035280.1	+	853058..854188	local	WP_128748861.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_004103695.1	2507159	1.009e-49	2053	51.0	97.6	99.5
WP_128748864.1	ctg16_40	NZ_CP035280.1	+	855272..856639	local	WP_128748864.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_004103695.1	2507159	3.458e-53	2332	53.3	97.0	99.6
WP_128748865.1	ctg16_42	NZ_CP035280.1	+	856724..857995	local	WP_128748865.1	local	protein translocase subunit SecD	GCF_004103695.1	2507159	1.328e-36	1875	41.8	99.8	96.7
WP_128748866.1	ctg16_43	NZ_CP035280.1	+	857995..858861	local	WP_128748866.1	local	protein translocase subunit SecF	GCF_004103695.1	2507159	2.84e-25	1186	43.3	98.6	99.3
WP_216440069.1	ctg16_37	NZ_JAHLQF010000003.1	+	585649..586674	local	WP_216440069.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_018918285.1	2841512	1.164e-52	2166	65.1	99.4	99.4
WP_216440070.1	ctg16_38	NZ_JAHLQF010000003.1	+	586700..587830	local	WP_216440070.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_018918285.1	2841512	1.349e-49	2048	50.5	97.6	99.5
WP_216440073.1	ctg16_40	NZ_JAHLQF010000003.1	+	589008..590372	local	WP_216440073.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_018918285.1	2841512	1.595e-52	2304	52.5	96.8	99.3
WP_216440074.1	ctg16_42	NZ_JAHLQF010000003.1	+	590517..591782	local	WP_216440074.1	local	protein translocase subunit SecD	GCF_018918285.1	2841512	1.183e-35	1829	42.4	99.5	97.89999999999999
WP_216440075.1	ctg16_43	NZ_JAHLQF010000003.1	+	591784..592647	local	WP_216440075.1	local	protein translocase subunit SecF	GCF_018918285.1	2841512	5.865e-27	1259	48.0	97.0	100.0
WP_066821781.1	ctg16_43	NZ_LTBA01000001.1	-	392462..393337	local	WP_066821781.1	local	protein translocase subunit SecF	GCF_001594005.1	1121338	7.011e-25	1169	44.5	97.6	99.7
WP_066821783.1	ctg16_42	NZ_LTBA01000001.1	-	393342..394580	local	WP_066821783.1	local	protein translocase subunit SecD	GCF_001594005.1	1121338	3.124e-36	1857	39.2	100.0	99.5
WP_066821786.1	ctg16_40	NZ_LTBA01000001.1	-	394650..396041	local	WP_066821786.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_001594005.1	1121338	3.687e-54	2373	55.1	97.2	97.8
WP_066821796.1	ctg16_38	NZ_LTBA01000001.1	-	397140..398276	local	WP_066821796.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_001594005.1	1121338	1.009e-49	2053	52.1	98.1	99.5
WP_066821798.1	ctg16_37	NZ_LTBA01000001.1	-	398307..399332	local	WP_066821798.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_001594005.1	1121338	2.34e-52	2154	66.1	99.7	99.7
WP_072893303.1	ctg16_37	NZ_UAVV01000002.1	+	573263..574288	local	WP_072893303.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900461065.1	1533	3.319e-52	2148	67.9	99.7	99.7
WP_072893306.1	ctg16_38	NZ_UAVV01000002.1	+	574324..575463	local	WP_072893306.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900461065.1	1533	1.045e-50	2092	50.7	98.7	99.7
WP_072893333.1	ctg16_40	NZ_UAVV01000002.1	+	576502..577866	local	WP_072893333.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900461065.1	1533	5.969e-53	2322	53.0	96.8	99.3
WP_072893338.1	ctg16_42	NZ_UAVV01000002.1	+	577956..579200	local	WP_072893338.1	local	protein translocase subunit SecD	GCF_900461065.1	1533	3.603e-36	1854	39.3	100.0	99.5
WP_072893359.1	ctg16_43	NZ_UAVV01000002.1	+	579206..580087	local	WP_072893359.1	local	protein translocase subunit SecF	GCF_900461065.1	1533	2.554e-25	1188	44.3	95.3	96.2
WP_066023276.1	ctg16_37	NZ_PETE01000002.1	+	3921231..3922256	local	WP_066023276.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_002796935.1	2052574	7.947e-52	2133	64.1	99.7	99.7
WP_066022611.1	ctg16_38	NZ_PETE01000002.1	+	3922274..3923404	local	WP_066022611.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_002796935.1	2052574	1.201e-49	2050	53.1	97.6	99.5
WP_066022615.1	ctg16_40	NZ_PETE01000002.1	+	3924771..3926132	local	WP_066022615.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_002796935.1	2052574	8.747e-53	2315	51.5	96.6	99.3
WP_066022616.1	ctg16_42	NZ_PETE01000002.1	+	3926387..3927634	local	WP_066022616.1	local	protein translocase subunit SecD	GCF_002796935.1	2052574	7.506e-37	1887	41.1	99.8	98.6
WP_066022617.1	ctg16_43	NZ_PETE01000002.1	+	3927634..3928539	local	WP_066022617.1	local	protein translocase subunit SecF	GCF_002796935.1	2052574	5.467e-26	1217	44.2	98.6	98.0
WP_070110832.1	ctg16_43	NZ_LZFO01000032.1	-	12223..13101	local	WP_070110832.1	local	protein translocase subunit SecF	GCF_001758365.1	1121290	8.973e-27	1251	42.5	99.0	99.3
WP_070110833.1	ctg16_42	NZ_LZFO01000032.1	-	13103..14368	local	WP_070110833.1	local	protein translocase subunit SecD	GCF_001758365.1	1121290	4.792e-36	1848	41.2	100.0	97.6
WP_070110834.1	ctg16_40	NZ_LZFO01000032.1	-	14388..15755	local	WP_070110834.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_001758365.1	1121290	2.468e-52	2296	52.3	96.8	99.1
WP_070110838.1	ctg16_38	NZ_LZFO01000032.1	-	16883..18013	local	WP_070110838.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_001758365.1	1121290	1.133e-49	2051	51.5	97.6	99.5
WP_070110839.1	ctg16_37	NZ_LZFO01000032.1	-	18027..19052	local	WP_070110839.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_001758365.1	1121290	2.208e-52	2155	66.9	99.4	99.4
WP_250814887.1	ctg16_43	NZ_JAMOFV010000006.1	-	2229296..2230183	local	WP_250814887.1	local	protein translocase subunit SecF	GCF_023656515.1	1367462	1.213e-25	1202	41.3	98.6	99.3
WP_250814888.1	ctg16_42	NZ_JAMOFV010000006.1	-	2230190..2231446	local	WP_250814888.1	local	protein translocase subunit SecD	GCF_023656515.1	1367462	1.995e-35	1818	39.0	100.0	98.6
WP_250814889.1	ctg16_40	NZ_JAMOFV010000006.1	-	2231527..2232888	local	WP_250814889.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_023656515.1	1367462	1.04e-53	2354	55.9	96.8	99.3
WP_250814893.1	ctg16_38	NZ_JAMOFV010000006.1	-	2234023..2235153	local	WP_250814893.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_023656515.1	1367462	1.398e-50	2087	51.8	97.6	99.5
WP_250814894.1	ctg16_37	NZ_JAMOFV010000006.1	-	2235179..2236204	local	WP_250814894.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_023656515.1	1367462	7.498e-52	2134	64.6	99.4	99.4
WP_114298460.1	ctg16_43	NZ_QPJT01000016.1	-	48305..49261	local	WP_114298460.1	local	protein translocase subunit SecF	GCF_003337415.1	1297424	1.478e-21	1025	32.0	98.6	98.1
WP_114298461.1	ctg16_42	NZ_QPJT01000016.1	-	49273..50559	local	WP_114298461.1	local	protein translocase subunit SecD	GCF_003337415.1	1297424	1.913e-33	1722	39.0	99.5	100.0
WP_114298463.1	ctg16_40	NZ_QPJT01000016.1	-	51600..52943	local	WP_114298463.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_003337415.1	1297424	5.403e-54	2366	57.0	96.1	99.8
WP_114298467.1	ctg16_38	NZ_QPJT01000016.1	-	54309..55427	local	WP_114298467.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_003337415.1	1297424	3.651e-59	2427	70.9	97.89999999999999	98.9
WP_114298468.1	ctg16_37	NZ_QPJT01000016.1	-	55464..56489	local	WP_114298468.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_003337415.1	1297424	1.057e-49	2049	60.5	99.7	99.7
WP_423230442.1	ctg16_37	NZ_FQZO01000001.1	+	696581..697633	local	WP_423230442.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900142075.1	1121298	2.546e-51	2113	64.7	99.7	97.1
WP_073004639.1	ctg16_38	NZ_FQZO01000001.1	+	697650..698780	local	WP_073004639.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900142075.1	1121298	6.715e-50	2060	52.5	97.6	99.5
WP_073004646.1	ctg16_40	NZ_FQZO01000001.1	+	699789..701159	local	WP_073004646.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900142075.1	1121298	1.214e-52	2309	53.8	95.3	97.39999999999999
WP_073004648.1	ctg16_42	NZ_FQZO01000001.1	+	701231..702472	local	WP_073004648.1	local	protein translocase subunit SecD	GCF_900142075.1	1121298	2.979e-36	1858	38.7	99.8	99.3
WP_073004650.1	ctg16_43	NZ_FQZO01000001.1	+	702478..703347	local	WP_073004650.1	local	protein translocase subunit SecF	GCF_900142075.1	1121298	1.373e-26	1243	45.5	98.6	99.7
WP_226258504.1	ctg16_43	NZ_JAIZZN010000004.1	-	51349..52224	local	WP_226258504.1	local	protein translocase subunit SecF	GCF_020443565.1	2880648	1.017e-24	1162	44.7	96.6	97.6
WP_226258505.1	ctg16_42	NZ_JAIZZN010000004.1	-	52229..53494	local	WP_226258505.1	local	protein translocase subunit SecD	GCF_020443565.1	2880648	2.463e-36	1862	40.7	99.8	97.1
WP_226258506.1	ctg16_40	NZ_JAIZZN010000004.1	-	53543..54910	local	WP_226258506.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_020443565.1	2880648	1.16e-53	2352	54.0	97.0	99.3
WP_226258509.1	ctg16_38	NZ_JAIZZN010000004.1	-	56062..57192	local	WP_226258509.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_020443565.1	2880648	9.517e-50	2054	50.5	97.6	99.5
WP_226258510.1	ctg16_37	NZ_JAIZZN010000004.1	-	57284..58309	local	WP_226258510.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_020443565.1	2880648	3.952e-52	2145	66.3	99.4	99.4
WP_095178102.1	ctg16_37	NZ_OAOH01000001.1	+	453437..454462	local	WP_095178102.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900205945.1	1494	2.266e-51	2115	64.8	99.4	99.4
WP_095178101.1	ctg16_38	NZ_OAOH01000001.1	+	454506..455636	local	WP_095178101.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900205945.1	1494	2.026e-49	2041	51.3	97.6	99.5
WP_095178100.1	ctg16_40	NZ_OAOH01000001.1	+	460631..461992	local	WP_095178100.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900205945.1	1494	3.274e-53	2333	52.8	96.3	99.3
WP_089865417.1	ctg16_42	NZ_OAOH01000001.1	+	462041..463306	local	WP_089865417.1	local	protein translocase subunit SecD	GCF_900205945.1	1494	1.364e-35	1826	39.4	99.8	97.6
WP_096635026.1	ctg16_43	NZ_OAOH01000001.1	+	463307..464182	local	WP_096635026.1	local	protein translocase subunit SecF	GCF_900205945.1	1494	6.185e-27	1258	47.3	95.6	97.3
WP_084114699.1	ctg16_37	NZ_FWXH01000003.1	+	161024..162049	local	WP_084114699.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900176305.1	1121291	4.86e-53	2181	65.5	99.7	99.7
WP_084114701.1	ctg16_38	NZ_FWXH01000003.1	+	162103..163233	local	WP_084114701.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900176305.1	1121291	5.322e-50	2064	52.0	97.3	99.2
WP_084114707.1	ctg16_40	NZ_FWXH01000003.1	+	164270..165631	local	WP_084114707.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900176305.1	1121291	1.61e-53	2346	53.8	96.8	99.6
WP_084114709.1	ctg16_42	NZ_FWXH01000003.1	+	165748..166995	local	WP_084114709.1	local	protein translocase subunit SecD	GCF_900176305.1	1121291	5.162e-35	1798	37.3	100.0	99.0
WP_084114711.1	ctg16_43	NZ_FWXH01000003.1	+	166989..167882	local	WP_084114711.1	local	protein translocase subunit SecF	GCF_900176305.1	1121291	3.331e-25	1183	40.4	99.0	99.7
WP_252131300.1	ctg16_37	NZ_JAMSKT010000006.1	+	93111..94136	local	WP_252131300.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_023806125.1	2940653	2.083e-52	2156	67.2	99.4	99.4
WP_252131301.1	ctg16_38	NZ_JAMSKT010000006.1	+	94163..95293	local	WP_252131301.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_023806125.1	2940653	3.419e-49	2032	51.3	97.6	99.5
WP_252131305.1	ctg16_40	NZ_JAMSKT010000006.1	+	96382..97743	local	WP_252131305.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_023806125.1	2940653	1.539e-54	2389	55.7	96.8	99.3
WP_252131306.1	ctg16_42	NZ_JAMSKT010000006.1	+	97823..99082	local	WP_252131306.1	local	protein translocase subunit SecD	GCF_023806125.1	2940653	5.413e-35	1797	40.1	96.8	94.3
WP_252131307.1	ctg16_43	NZ_JAMSKT010000006.1	+	99089..99976	local	WP_252131307.1	local	protein translocase subunit SecF	GCF_023806125.1	2940653	1.76e-25	1195	42.7	98.6	99.3
WP_035144204.1	ctg16_43	NZ_JABSWD010000001.1	-	3060865..3061752	local	WP_035144204.1	local	protein translocase subunit SecF	GCF_013294265.1	1553	1.052e-26	1248	45.4	99.7	100.0
WP_035144203.1	ctg16_42	NZ_JABSWD010000001.1	-	3061754..3063025	local	WP_035144203.1	local	protein translocase subunit SecD	GCF_013294265.1	1553	1.364e-35	1826	40.1	99.8	97.6
WP_035144200.1	ctg16_40	NZ_JABSWD010000001.1	-	3063196..3064557	local	WP_035144200.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_013294265.1	1553	6.304e-53	2321	51.5	96.8	99.6
WP_035144197.1	ctg16_38	NZ_JABSWD010000001.1	-	3065804..3066934	local	WP_035144197.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_013294265.1	1553	2.276e-49	2039	51.0	97.6	99.5
WP_035144196.1	ctg16_37	NZ_JABSWD010000001.1	-	3066947..3067972	local	WP_035144196.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_013294265.1	1553	7.074e-52	2135	64.1	99.7	99.7
WP_035140317.1	ctg16_43	NZ_AP031606.1	-	2267635..2268510	local	WP_035140317.1	local	protein translocase subunit SecF	GCF_045865195.1	1513	1.638e-27	1283	50.5	97.0	98.6
WP_129133437.1	ctg16_42	NZ_AP031606.1	-	2268511..2269776	local	WP_129133437.1	local	protein translocase subunit SecD	GCF_045865195.1	1513	1.364e-35	1826	39.7	99.5	97.39999999999999
WP_129009783.1	ctg16_40	NZ_AP031606.1	-	2269828..2271189	local	WP_129009783.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_045865195.1	1513	6.243e-52	2279	52.7	96.3	99.3
WP_115605802.1	ctg16_38	NZ_AP031606.1	-	2272591..2273721	local	WP_115605802.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_045865195.1	1513	7.994e-50	2057	51.5	97.6	99.5
WP_129133436.1	ctg16_37	NZ_AP031606.1	-	2273768..2274793	local	WP_129133436.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_045865195.1	1513	1.694e-51	2120	64.0	99.4	99.4
WP_204598334.1	ctg16_37	NZ_JAFBDB010000002.1	+	599421..600446	local	WP_204598334.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_016908015.1	46609	2.481e-52	2153	64.7	99.7	99.7
WP_204598335.1	ctg16_38	NZ_JAFBDB010000002.1	+	600527..601657	local	WP_204598335.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_016908015.1	46609	9.517e-50	2054	51.3	97.6	99.5
WP_204598338.1	ctg16_40	NZ_JAFBDB010000002.1	+	602813..604180	local	WP_204598338.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_016908015.1	46609	6.243e-52	2279	51.7	97.2	99.6
WP_204598339.1	ctg16_42	NZ_JAFBDB010000002.1	+	604862..606127	local	WP_204598339.1	local	protein translocase subunit SecD	GCF_016908015.1	46609	4.57e-36	1849	40.1	99.8	98.1
WP_204598340.1	ctg16_43	NZ_JAFBDB010000002.1	+	606129..607004	local	WP_204598340.1	local	protein translocase subunit SecF	GCF_016908015.1	46609	2.74e-26	1230	46.7	98.3	100.0
WP_061857004.1	ctg16_43	NZ_LTBB01000001.1	-	43309..44187	local	WP_061857004.1	local	protein translocase subunit SecF	GCF_001593985.1	1121305	9.463e-27	1250	44.7	98.6	99.7
WP_061857005.1	ctg16_42	NZ_LTBB01000001.1	-	44193..45458	local	WP_061857005.1	local	protein translocase subunit SecD	GCF_001593985.1	1121305	1.814e-35	1820	41.0	99.8	97.6
WP_061857006.1	ctg16_40	NZ_LTBB01000001.1	-	45549..46919	local	WP_061857006.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_001593985.1	1121305	6.243e-52	2279	52.5	96.8	99.3
WP_061857010.1	ctg16_38	NZ_LTBB01000001.1	-	47963..49093	local	WP_061857010.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_001593985.1	1121305	3.755e-50	2070	51.8	97.6	99.5
WP_061857011.1	ctg16_37	NZ_LTBB01000001.1	-	49113..50138	local	WP_061857011.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_001593985.1	1121305	6.296e-52	2137	69.3	99.4	99.4
WP_186430932.1	ctg16_43	NZ_FYAM01000024.1	-	178275..179150	local	WP_186430932.1	local	protein translocase subunit SecF	GCF_900185645.1	2003589	3.635e-27	1268	46.4	98.3	100.0
WP_186430933.1	ctg16_42	NZ_FYAM01000024.1	-	179152..180417	local	WP_186430933.1	local	protein translocase subunit SecD	GCF_900185645.1	2003589	2.194e-35	1816	38.5	99.8	98.1
WP_186430934.1	ctg16_40	NZ_FYAM01000024.1	-	180845..182209	local	WP_186430934.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_900185645.1	2003589	2.607e-52	2295	51.4	97.0	99.6
WP_186430936.1	ctg16_38	NZ_FYAM01000024.1	-	183365..184495	local	WP_186430936.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_900185645.1	2003589	5.64e-50	2063	51.0	97.6	99.5
WP_186430937.1	ctg16_37	NZ_FYAM01000024.1	-	184576..185601	local	WP_186430937.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_900185645.1	2003589	2.699e-51	2112	63.8	99.7	99.7
WP_251860884.1	ctg16_43	NZ_CALSFS010000005.1	-	9922..10785	local	WP_251860884.1	local	protein translocase subunit SecF	GCF_943736985.1	2942205	5.766e-26	1216	44.9	97.0	98.6
WP_251860885.1	ctg16_42	NZ_CALSFS010000005.1	-	10787..12055	local	WP_251860885.1	local	protein translocase subunit SecD	GCF_943736985.1	2942205	2.136e-36	1865	41.4	99.5	96.89999999999999
WP_251860886.1	ctg16_40	NZ_CALSFS010000005.1	-	12149..13516	local	WP_251860886.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_943736985.1	2942205	5.969e-53	2322	53.0	96.8	99.3
WP_251860889.1	ctg16_38	NZ_CALSFS010000005.1	-	14794..15924	local	WP_251860889.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_943736985.1	2942205	9.517e-50	2054	51.5	97.6	99.5
WP_251860890.1	ctg16_37	NZ_CALSFS010000005.1	-	16005..17030	local	WP_251860890.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_943736985.1	2942205	7.696e-51	2094	62.9	99.7	99.7
WP_406788414.1	ctg16_37	NZ_JBJIAA010000012.1	+	93382..94407	local	WP_406788414.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_045310695.1	1728934	2.787e-52	2151	66.1	99.7	99.7
WP_406788415.1	ctg16_38	NZ_JBJIAA010000012.1	+	94427..95557	local	WP_406788415.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_045310695.1	1728934	3.979e-50	2069	52.3	97.6	99.5
WP_406788418.1	ctg16_40	NZ_JBJIAA010000012.1	+	96907..98271	local	WP_406788418.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_045310695.1	1728934	7.426e-53	2318	53.8	96.8	99.3
WP_406788419.1	ctg16_42	NZ_JBJIAA010000012.1	+	98408..99658	local	WP_406788419.1	local	protein translocase subunit SecD	GCF_045310695.1	1728934	1.392e-36	1874	40.1	99.8	98.3
WP_406788420.1	ctg16_43	NZ_JBJIAA010000012.1	+	99651..100556	local	WP_406788420.1	local	protein translocase subunit SecF	GCF_045310695.1	1728934	3.642e-24	1138	40.2	98.6	98.0
WP_039631329.1	ctg16_37	NZ_CP014176.1	+	1737288..1738313	local	WP_039631329.1	local	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	GCF_002074155.1	29341	2.614e-50	2073	62.5	99.4	99.4
WP_039631331.1	ctg16_38	NZ_CP014176.1	+	1738508..1739638	local	WP_039631331.1	local	tRNA guanosine(34) transglycosylase Tgt	GCF_002074155.1	29341	1.133e-49	2051	50.7	97.6	99.5
WP_039631338.1	ctg16_40	NZ_CP014176.1	+	1740648..1742012	local	WP_039631338.1	local	thioether cross-link-forming SCIFF peptide maturase	GCF_002074155.1	29341	2.779e-53	2336	54.3	97.0	99.6
WP_039631340.1	ctg16_42	NZ_CP014176.1	+	1742249..1743511	local	WP_039631340.1	local	protein translocase subunit SecD	GCF_002074155.1	29341	3.436e-36	1855	38.8	99.8	97.39999999999999
