Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/tmp/tmpflo6kvkl/genomes/GCF_024723825.1_ASM2472382v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_027853495.1_ASM2785349v1_genomic.fna.gz	94.12	71.79	71.32	NZ_JANQBQ010000001.1 Romboutsia lituseburensis strain MY01 tig00001, whole genome shotgun sequence	NZ_JAPNNV010000001.1 Romboutsia lituseburensis strain CML 137 1, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_003478505.1_ASM347850v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_964246085.1_CC00457_genomic.fna.gz	91.78	48.48	50.12	NZ_QUFI01000001.1 Clostridium sp. AF27-2AA AF27-2AA.Scaf1, whole genome shotgun sequence	NZ_CAXTPD010000001.1 Lacrimispora indolis SR3 isolate CC00457 CC00457_1_NODE_1_length_274780_cov_147.026072, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_013036995.1_ASM1303699v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_048627165.1_ASM4862716v1_genomic.fna.gz	94.34	68.81	71.85	NZ_JAAOXG010000001.1 Lacrimispora defluvii strain PI-S10-B5A B5A_0011, whole genome shotgun sequence	NZ_JBMBWP010000001.1 Lacrimispora sp. AGF001 contig_2, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_031202285.1_ASM3120228v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_048568315.1_ASM4856831v1_genomic.fna.gz	91.65	66.81	67.94	NZ_CP101637.1 Terrisporobacter mayombei strain DSM 6539 chromosome, complete genome	NZ_CP183811.1 Terrisporobacter petrolearius strain IIB7 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_031202285.1_ASM3120228v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_036812735.1_TEGL_genomic.fna.gz	93.22	73.31	73.38	NZ_CP101637.1 Terrisporobacter mayombei strain DSM 6539 chromosome, complete genome	NZ_CP117523.1 Terrisporobacter glycolicus ATCC 14880 = DSM 1288 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_000189775.2_ASM18977v3_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_036763025.1_ASM3676302v1_genomic.fna.gz	90.74	70.21	64.18	NC_015555.1 Thermoanaerobacterium xylanolyticum LX-11, complete sequence	NZ_JBAIYY010000010.1 Thermoanaerobacterium saccharolyticum strain 1250_IL3153 NODE_10_length_97895_cov_69.621614, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_000189775.2_ASM18977v3_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_028895185.1_ASM2889518v1_genomic.fna.gz	93.96	73.77	72.85	NC_015555.1 Thermoanaerobacterium xylanolyticum LX-11, complete sequence	NZ_JAEUWW010000001.1 Thermoanaerobacterium sp. R66 1, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_000189775.2_ASM18977v3_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_000307585.2_ASM30758v2_genomic.fna.gz	91.09	72.67	64.91	NC_015555.1 Thermoanaerobacterium xylanolyticum LX-11, complete sequence	NC_017992.1 Thermoanaerobacterium saccharolyticum JW/SL-YS485, complete sequence
/tmp/tmpflo6kvkl/genomes/GCF_001636845.1_ASM163684v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_019056555.1_ASM1905655v1_genomic.fna.gz	93.94	61.31	57.99	NZ_LITT01000011.1 Clostridium ljungdahlii strain ERI-2 scaffold1, whole genome shotgun sequence	NZ_CP020473.1 Clostridium sp. 001 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_001636845.1_ASM163684v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_004006395.2_ASM400639v2_genomic.fna.gz	93.19	61.10	58.23	NZ_LITT01000011.1 Clostridium ljungdahlii strain ERI-2 scaffold1, whole genome shotgun sequence	NZ_CP029758.2 Clostridium sp. AWRP chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_017312485.1_ASM1731248v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_024341925.1_ASM2434192v1_genomic.fna.gz	89.68	48.73	52.73	NZ_BMBA01000001.1 Clostridium zeae strain CSC2 sequence01, whole genome shotgun sequence	NZ_BQXZ01000001.1 Clostridium folliculivorans strain B3 sequence01, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_016765615.1_ASM1676561v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_028728205.1_ASM2872820v1_genomic.fna.gz	92.91	76.86	78.76	NZ_JAESWA010000001.1 Clostridium paridis strain YIM B02565 GCM70020046_1, whole genome shotgun sequence	NZ_JAQYUU010000001.1 Clostridium sp. 'White wine YQ' contig1, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_004015185.1_ASM401518v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_009928445.1_ASM992844v1_genomic.fna.gz	91.39	55.80	58.76	NZ_CP025746.1 Clostridium manihotivorum strain CT4 chromosome, complete genome	NZ_JAABNO010000066.1 Clostridium sp. C8-1-8 NODE_109_length_3442_cov_666.589017, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_025146005.1_ASM2514600v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_039789045.1_ASM3978904v1_genomic.fna.gz	91.65	56.80	59.57	NZ_CP102254.1 Anaerostipes caccae L1-92 strain DSM 14662 chromosome, complete genome	NZ_CP121164.1 Anaerostipes sp. PC18 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_001038625.1_ASM103862v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_003096175.1_ASM309617v1_genomic.fna.gz	91.78	58.75	59.34	NZ_CP011803.1 Clostridium carboxidivorans P7 chromosome, complete genome	NZ_CP020953.1 Clostridium drakei strain SL1 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_001038625.1_ASM103862v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_033561535.1_ASM3356153v1_genomic.fna.gz	95.05	72.86	66.40	NZ_CP011803.1 Clostridium carboxidivorans P7 chromosome, complete genome	NZ_CP131467.1 Clostridium sp. JS66 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_900185645.1_BSD9I1_assembly_1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_900205925.1_Clostridium_peptidoveorans_DPC7177_genomic.fna.gz	88.82	46.49	50.85	NZ_FYAM01000027.1 Clostridium sp. BSD9I1, whole genome shotgun sequence	NZ_OAOD01000062.1 Clostridium peptidivorans isolate src2, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_000421965.1_CpC7_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_029318685.1_ASM2931868v1_genomic.fna.gz	89.30	53.98	47.25	NZ_ATAY01000001.1 Ruminiclostridium papyrosolvens C7 contig00001, whole genome shotgun sequence	NZ_CP119677.1 Ruminiclostridium papyrosolvens DSM 2782 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026650965.1_ASM2665096v1_genomic.fna.gz	95.29	70.80	70.34	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence	NZ_CP086237.1 Clostridium estertheticum strain CF002 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_030585465.1_ASM3058546v1_genomic.fna.gz	95.81	66.94	73.27	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence	NZ_CP077615.1 Clostridium estertheticum strain CF001 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026650925.1_ASM2665092v1_genomic.fna.gz	95.18	65.20	71.52	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence	NZ_CP086147.1 Clostridium estertheticum strain CM034 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026651005.1_ASM2665100v1_genomic.fna.gz	95.08	68.23	67.80	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence	NZ_CP086243.1 Clostridium estertheticum strain CF003 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_030585505.1_ASM3058550v1_genomic.fna.gz	95.05	66.94	68.90	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence	NZ_CP077610.1 Clostridium estertheticum strain CF005 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_002161085.1_ASM216108v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_037572415.1_ASM3757241v1_genomic.fna.gz	91.63	59.59	52.61	NZ_NFLU01000001.1 Flavonifractor sp. An112 An112_contig_1, whole genome shotgun sequence	NZ_JBBHLB010000001.1 Flavonifractor porci strain P01024 N24_ctg01, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_000204565.1_ASM20456v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_016071375.1_ASM1607137v1_genomic.fna.gz	91.77	54.10	64.20	NC_015425.1 Clostridium botulinum BKT015925, complete sequence	NZ_CP063816.1 Clostridium botulinum strain Stockholm chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_000204565.1_ASM20456v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_017100085.1_ASM1710008v1_genomic.fna.gz	95.18	74.93	76.60	NC_015425.1 Clostridium botulinum BKT015925, complete sequence	NZ_CP063965.1 Clostridium botulinum strain BKT2873 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_018861905.1_ASM1886190v1_genomic.fna.gz	94.35	64.97	65.02	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_JAHLDU010000001.1 Clostridium sp. DSM 17811 contig00001, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026650965.1_ASM2665096v1_genomic.fna.gz	94.91	67.72	64.58	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_CP086237.1 Clostridium estertheticum strain CF002 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_030585465.1_ASM3058546v1_genomic.fna.gz	94.35	62.75	65.93	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_CP077615.1 Clostridium estertheticum strain CF001 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_020443575.1_ASM2044357v1_genomic.fna.gz	94.92	68.03	65.30	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_JAIZZY010000001.1 Clostridium estertheticum strain CF016 contig00001, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026650925.1_ASM2665092v1_genomic.fna.gz	94.47	64.10	67.49	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_CP086147.1 Clostridium estertheticum strain CM034 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_026651005.1_ASM2665100v1_genomic.fna.gz	95.65	70.67	67.42	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_CP086243.1 Clostridium estertheticum strain CF003 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_018861795.1_ASM1886179v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_030585505.1_ASM3058550v1_genomic.fna.gz	94.22	62.74	61.99	NZ_JAHLDR010000001.1 Clostridium estertheticum strain CF013 contig00001, whole genome shotgun sequence	NZ_CP077610.1 Clostridium estertheticum strain CF005 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_000025645.1_ASM2564v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_003722315.1_ASM372231v1_genomic.fna.gz	91.22	57.53	48.44	NC_013921.1 Thermoanaerobacter italicus Ab9, complete sequence	NZ_CP033580.1 Thermoanaerobacter ethanolicus JW 200 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_000025645.1_ASM2564v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_000806225.2_ASM80622v2_genomic.fna.gz	90.02	53.95	48.82	NC_013921.1 Thermoanaerobacter italicus Ab9, complete sequence	NZ_JOOI01000002.1 Thermoanaerobacter sp. YS13 THYS13_contig1, whole genome shotgun sequence
/tmp/tmpflo6kvkl/genomes/GCF_001886775.1_ASM188677v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_001889365.1_ASM188936v1_genomic.fna.gz	93.03	65.79	64.60	NZ_CP013242.1 Clostridium sporogenes strain CDC_67071 chromosome, complete genome	NZ_CP013296.1 Clostridium botulinum strain CDC_54064 chromosome, complete genome
/tmp/tmpflo6kvkl/genomes/GCF_001886775.1_ASM188677v1_genomic.fna.gz	/tmp/tmpflo6kvkl/genomes/GCF_900447155.1_53618_G01_genomic.fna.gz	95.05	71.35	73.28	NZ_CP013242.1 Clostridium sporogenes strain CDC_67071 chromosome, complete genome	NZ_UFWX01000002.1 Clostridium botulinum strain NCTC13037, whole genome shotgun sequence
