Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. NPDC059802                                        NZ_JBHWII010000049.1  24836     37858     3.0911   1        1        0        1      
Streptomyces sp. NBC_00243                                         NZ_CP108094.1         10594051  10609319  6.1379   1        1        1        1      
Streptomyces sp. NBC_00243                                         CP108094.1            49324     63336     4.0815   1        0        1        1      
Streptomyces sp. NBC_00243                                         CP108094.1            10595307  10609319  4.0815   1        0        1        1      
Streptomyces sp. NBC_00035                                         NZ_CP108291.1         10360861  10376164  6.1381   1        1        1        1      
Streptomyces sp. NBC_00035                                         CP108291.1            49002     63048     4.0817   1        0        1        1      
Streptomyces sp. NBC_00035                                         CP108291.1            10362117  10376164  4.0817   1        0        1        1      
Streptomyces sp. NPDC048297                                        NZ_JBICZA010000022.1  41188     44059     5.1052   0        1        1        1      
Streptomyces sp. ADI98-10                                          NZ_ML123118.1         1063935   1067933   6.1416   1        1        1        1      
Streptomyces sp. ADI98-10                                          ML123118.1            1063935   1067933   4.1347   1        1        1        0      
Streptomyces sp. NPDC002033                                        NZ_JBEOXX010000034.1  25388     36002     7.1412   1        1        1        2      
Streptomyces sp. NPDC059981                                        NZ_JBHWUL010000024.1  25272     35902     7.1412   1        1        1        2      
Streptomyces sp. NPDC059982                                        NZ_JBHWUM010000045.1  30447     41077     7.1412   1        1        1        2      
Streptomyces sp. NPDC002032                                        NZ_JBIASM010000021.1  25342     35956     7.1412   1        1        1        2      
Streptomyces sp. NBC_00268                                         NZ_JAPEMY010000001.1  5461652   5465424   6.1447   1        1        1        1      
Streptomyces sp. NPDC057900                                        NZ_JBHVOI010000021.1  9023      18087     6.1331   1        1        1        1      
Streptomyces sp. CMB-StM0423                                       NZ_CP025407.1         1012202   1015811   6.1367   1        1        1        1      
Streptomyces sp. WAC00263                                          NZ_MPHV02000001.1     7499815   7503541   6.1449   1        1        1        1      
Streptomyces sp. NPDC057927                                        JBHVOW010000036.1     9816      13542     3.0954   1        1        0        1      
Streptomyces sp. NPDC048337                                        NZ_JBICYR010000008.1  278453    282079    6.1392   1        1        1        1      
Streptomyces sp. NPDC057600                                        NZ_JBHVGO010000026.1  54958     66053     3.0915   1        1        0        1      
Streptomyces sp. NPDC059443                                        NZ_JBHYVM010000020.1  96349     100158    6.1439   1        1        1        1      
Streptomyces sp. NPDC059431                                        NZ_JBHYVW010000168.1  9049      12858     6.1439   1        1        1        1      
Streptomyces sp. NPDC059411                                        NZ_JBHYWF010000007.1  9069      12878     6.1439   1        1        1        1      
Streptomyces sp. NBC_00525                                         NZ_CP107835.1         184330    187972    6.1408   1        1        1        1      
Streptomyces sp. NBC_01764                                         NZ_JAPEQQ010000003.1  430255    434028    6.1447   1        1        1        1      
Streptomyces sp. NPDC059837                                        NZ_JBHWJB010000294.1  605       4378      6.1447   1        1        1        1      
Streptomyces sp. NPDC059441                                        NZ_JBHYVO010000339.1  640       4413      6.1447   1        1        1        1      
Streptomyces sp. NPDC050315                                        NZ_JBFAKN010000014.1  5018      8712      6.1436   1        1        1        1      
Streptomyces sp. RLB3-6                                            NZ_CP041602.2         5965838   5969555   6.1449   1        1        1        1      
Streptomyces sp. S1A1-7                                            NZ_CP041604.2         6203871   6207588   6.1449   1        1        1        1      
Streptomyces sp. S1D4-14                                           NZ_CP041607.2         5869010   5872737   6.1449   1        1        1        1      
Streptomyces sp. S1D4-20                                           NZ_CP041609.2         5960983   5964710   6.1449   1        1        1        1      
Streptomyces sp. S1D4-23                                           NZ_CP041613.2         6323776   6327493   6.1449   1        1        1        1      
Streptomyces sp. RLB1-8                                            NZ_CP041650.2         6250364   6254091   6.1449   1        1        1        1      
Streptomyces sp. RLB3-5                                            NZ_CP041651.1         5787031   5790758   6.1449   1        1        1        1      
Streptomyces sp. NBC_00271                                         NZ_CP108070.1         6100601   6104344   6.1447   1        1        1        1      
Streptomyces sp. RLA2-12                                           NZ_JABAQG010000001.1  6503419   6507146   6.1449   1        1        1        1      
Streptomyces sp. AK02-04a                                          NZ_JARBAB010000058.1  670       4386      6.1449   1        1        1        1      
Streptomyces sp. NPDC007095                                        NZ_JBEYFS010000409.1  651       4367      6.1442   1        1        1        1      
Streptomyces sp. NPDC056704                                        NZ_JBHTYH010000014.1  1498      5242      6.1447   1        1        1        1      
Streptomyces sp. NPDC058086                                        NZ_JBHVST010000138.1  1161      4945      6.1443   1        1        1        1      
Streptomyces sp. OK228                                             NZ_OCQN01000001.1     6304987   6308705   6.1449   1        1        1        1      
Streptomyces sp. RLB1-33                                           CP050974.2            5910372   5914087   6.1442   1        1        1        1      
Streptomyces sp. NPDC056568                                        NZ_JBHTUU010000037.1  55265     58861     6.1421   1        1        1        1      
Streptomyces sp. NPDC096311                                        NZ_JBIWFN010000049.1  20508     24259     6.1448   1        1        1        1      
Streptomyces sp. NPDC093510                                        NZ_JBFBEE010000006.1  342712    357273    6.1415   1        1        1        1      
Streptomyces sp. NPDC093510                                        NZ_JBFBEE010000012.1  239503    243483    7.1416   1        1        1        2      
Streptomyces sp. NPDC059340                                        NZ_JBHYXY010000008.1  1901      5681      6.1443   1        1        1        1      
Streptomyces sp. SCSIO ZS0520                                      NZ_CP092644.1         5657408   5661068   6.1397   1        1        1        1      
Streptomyces sp. VTCC 41912                                        NZ_JBJMAB010000001.1  557225    560872    6.1348   1        1        1        1      
Streptomyces sp. NPDC088864                                        NZ_JBIVJD010000016.1  103564    107205    6.1420   1        1        1        1      
Streptomyces sp. LN785                                             NZ_JAZHRM010000001.1  1324104   1327776   6.1375   1        1        1        1      
Streptomyces sp. NPDC058231                                        NZ_JBHVWN010000009.1  81193     84865     6.1372   1        1        1        1      
Streptomyces sp. NPDC006284                                        NZ_JBEXRY010000033.1  11892     15488     6.1423   1        1        1        1      
Streptomyces sp. NPDC047868                                        NZ_JBEYRL010000037.1  11890     15486     6.1424   1        1        1        1      
Streptomyces sp. NPDC047829                                        NZ_JBEYRU010000044.1  29175     32771     6.1423   1        1        1        1      
Streptomyces sp. NPDC047853                                        NZ_JBIDCI010000028.1  62706     66302     6.1424   1        1        1        1      
Streptomyces sp. NPDC029003                                        NZ_JBEZWT010000026.1  24960     35673     7.1417   1        1        1        2      
Streptomyces sp. Act143                                            NZ_QFRX01000001.1     5562372   5566074   6.1380   1        1        1        1      
Streptomyces sp. Act143                                            QFRX01000001.1        5562372   5566074   3.0938   1        1        0        1      
Streptomyces sp. NPDC048751                                        NZ_JBICUX010000007.1  364843    368527    6.1353   1        1        1        1      
Streptomyces sp. NPDC088253                                        NZ_JBIURR010000005.1  206684    210438    6.1447   1        1        1        1      
Streptomyces sp. ND04-05B                                          NZ_JARAWO010000026.1  31991     34820     5.1093   0        1        1        1      
Streptomyces sp. NPDC012794                                        NZ_JBIBCI010000031.1  658       10319     6.1147   0        1        1        2      
Streptomyces sp. M2CJ-2                                            NZ_JAESIF010000051.1  9156      14422     5.1411   1        1        1        1      
Streptomyces sp. NPDC015131                                        NZ_JBIBVB010000001.1  1069529   1072426   5.1112   0        1        1        1      
Streptomyces sp. OfavH-34-F                                        NZ_JAKRGC010000055.1  14526     18167     6.1421   1        1        1        1      
Streptomyces sp. NPDC013181                                        NZ_JBIBAH010000014.1  133553    137194    6.1421   1        1        1        1      
Streptomyces sp. NPDC006552                                        NZ_JBEXOS010000043.1  47912     56501     3.0893   1        1        0        1      
Streptomyces sp. NPDC016675                                        NZ_JBIBQW010000024.1  28690     32286     6.1414   1        1        1        1      
Streptomyces sp. SID2563                                           NZ_WWKC01000602.1     3584      12114     3.0890   1        1        0        1      
Streptomyces sp. SID2563                                           NZ_WWKC01000980.1     0         3343      6.1324   1        1        1        1      
Streptomyces sp. NPDC086010                                        NZ_JBITRZ010000001.1  1032525   1035354   5.1094   0        1        1        1      
Streptomyces sp. NBC_00496                                         NZ_CP107865.1         3255462   3259130   6.1403   1        1        1        1      
Streptomyces sp. NBC_00487                                         NZ_CP107877.1         3255451   3259119   6.1403   1        1        1        1      
Streptomyces sp. NBC_00391                                         NZ_CP107944.1         3628202   3631870   6.1403   1        1        1        1      
Streptomyces sp. NBC_00104                                         NZ_CP108215.1         7448062   7451730   6.1403   1        1        1        1      
Streptomyces sp. NBC_00024                                         NZ_CP108298.1         4210233   4213901   6.1403   1        1        1        1      
Streptomyces sp. NBC_00310                                         NZ_CP130714.1         7415276   7418944   6.1403   1        1        1        1      
Streptomyces sp. NPDC004134                                        NZ_JBIAMS010000006.1  319971    323580    6.1380   1        1        1        1      
Streptomyces sp. TverLS-915                                        NZ_FMCE01000084.1     47665     53766     4.1024   1        1        0        2      
Streptomyces sp. LcepLS                                            NZ_FMCY01000029.1     13313     19401     4.1024   1        1        0        2      
Streptomyces sp. SID4945                                           NZ_WWIY01000033.1     13313     19401     4.1024   1        1        0        2      
Streptomyces sp. MNU89                                             NZ_JAJKLL010000001.1  4875405   4878580   5.1069   0        1        1        1      
Streptomyces sp. MNU89                                             NZ_JAJKLL010000001.1  1077129   1080905   4.0821   1        0        1        1      
Streptomyces sp. WAC 00631                                         NZ_QHKJ02000001.1     1974380   1977490   5.1069   0        1        1        1      
Streptomyces sp. NPDC047097                                        NZ_JBEYUQ010000001.1  598390    606969    4.0935   1        1        0        1      
Streptomyces sp. MP131-18                                          NZ_LZNS01000001.1     21957     24319     4.0814   1        0        1        1      
Streptomyces sp. NPDC058274                                        NZ_JBHVXW010000015.1  203477    206386    5.1101   0        1        1        1      
Streptomyces sp. NPDC097610                                        NZ_JBEOSE010000175.1  660       4411      6.1448   1        1        1        1      
Streptomyces sp. AM 3-1-1                                          NZ_CP119149.1         6517474   6523550   7.1438   1        1        1        2      
Streptomyces sp. NPDC006684                                        NZ_JBEYJK010000005.1  34525     40614     7.1437   1        1        1        2      
Streptomyces sp. NPDC001255                                        NZ_JBIAXR010000006.1  309391    315480    7.1439   1        1        1        2      
Streptomyces sp. NPDC088925                                        NZ_JBIVIM010000002.1  814378    820471    4.1025   1        1        0        2      
Streptomyces sp. NPDC088674                                        NZ_JBIVLY010000002.1  274218    280322    4.1023   1        1        0        2      
Streptomyces sp. GZWMJZ-114                                        NZ_RWGV01000050.1     92986     99072     4.1025   1        1        0        2      
Streptomyces sp. NPDC047841                                        NZ_JBEYRP010000010.1  24060     27725     6.1435   1        1        1        1      
Streptomyces sp. NPDC058375                                        NZ_JBHXJG010000033.1  32347     41683     7.1462   1        1        1        2      
Streptomyces sp. NBC_00503                                         NZ_CP107856.1         381179    386568    4.0908   1        1        0        1      
Streptomyces sp. NBC_00028                                         NZ_CP108293.1         5254937   5258675   6.1369   1        1        1        1      
Streptomyces sp. NBC_00028                                         CP108293.1            5254937   5258675   3.0943   1        1        0        1      
Streptomyces sp. NPDC091271                                        NZ_JBIVVD010000012.1  100981    104750    6.1435   1        1        1        1      
Streptomyces sp. NRRL WC-3742                                      NZ_JOCF01000006.1     64473     86782     7.1404   1        1        1        1      
Streptomyces sp. NPDC096339                                        NZ_JBIWFI010000035.1  22339     27015     7.1324   1        1        1        1      
Streptomyces sp. GbtcB7                                            NZ_JAGXJM010000059.1  48484     52190     6.1442   1        1        1        1      
Streptomyces sp. NBC_00726                                         NZ_CP108983.1         2601050   2603841   5.1263   0        1        1        1      
Streptomyces sp. NPDC057718                                        NZ_JBHVJL010000005.1  44308     53646     7.1459   1        1        1        2      
Streptomyces sp. NPDC091292                                        NZ_JBIVUQ010000002.1  342616    347226    6.1381   1        1        1        1      
Streptomyces sp. B8F3                                              NZ_JBDPLW010000008.1  321315    324924    6.1381   1        1        1        1      
Streptomyces sp. B5E4                                              NZ_JBDPMI010000008.1  289568    293177    6.1380   1        1        1        1      
Streptomyces sp. WAC 06738                                         NZ_CP029618.1         7335304   7338913   6.1381   1        1        1        1      
Streptomyces sp. NPDC088785                                        NZ_JBIVKH010000026.1  4410      7999      6.1403   1        1        1        1      
Streptomyces sp. A0958                                             NZ_SSBK01000008.1     116680    120324    6.1416   1        1        1        1      
Streptomyces sp. NPDC058001                                        NZ_JBHVQT010000006.1  55784     59450     6.1363   1        1        1        1      
Streptomyces sp. NPDC005209                                        NZ_JBEXHT010000013.1  45615     49213     6.1396   1        1        1        1      
Streptomyces sp. NPDC049879                                        NZ_JBITKT010000007.1  400210    403844    6.1387   1        1        1        1      
Streptomyces sp. NBC_00178                                         NZ_CP108143.1         5021525   5024354   5.1096   0        1        1        1      
Streptomyces sp. NPDC017676                                        NZ_JBIRJA010000006.1  52862     56602     6.1385   1        1        1        1      
Streptomyces sp. NPDC017676                                        NZ_JBIRJA010000010.1  94384     97124     5.1172   0        1        1        1      
Streptomyces sp. NPDC017673                                        NZ_JBIRJB010000005.1  124463    128203    6.1385   1        1        1        1      
Streptomyces sp. NPDC017673                                        NZ_JBIRJB010000024.1  20118     22858     5.1172   0        1        1        1      
Streptomyces sp. Ag82_O1-15                                        NZ_NSGZ01000001.1     6125068   6128811   6.1445   1        1        1        1      
Streptomyces sp. OV198                                             NZ_OCSW01000001.1     4625065   4628808   6.1445   1        1        1        1      
Streptomyces sp. NPDC058646                                        NZ_JBHXRK010000039.1  18984     22645     6.1436   1        1        1        1      
Streptomyces sp. R301                                              NZ_JABBGD010000024.1  74615     78315     6.1438   1        1        1        1      
Streptomyces sp. R302                                              NZ_JABBGE010000004.1  623       4323      6.1438   1        1        1        1      
Streptomyces sp. NBC_00441                                         NZ_CP107920.1         180719    189234    3.0894   1        1        0        1      
Streptomyces sp. NPDC001933                                        NZ_JBIASS010000028.1  23583     39910     3.0913   1        1        0        1      
Streptomyces sp. NPDC001743                                        NZ_JBEOZJ010000051.1  28633     37885     6.1330   1        1        1        1      
Streptomyces sp. NPDC048045                                        NZ_JBEZNI010000006.1  124936    134251    7.1442   1        1        1        2      
Streptomyces sp. NPDC051913                                        NZ_JBIUCI010000003.1  724668    728367    6.1358   1        1        1        1      
Streptomyces sp. SCSIO 30461                                       NZ_CP146101.1         6826502   6829368   5.1080   0        1        1        1      
Streptomyces sp. CB03234                                           NZ_LIYH01000009.1     246605    249396    5.1069   0        1        1        1      
Streptomyces sp. CB03234                                           NZ_LIYH01000004.1     911635    914521    5.1029   0        1        1        1      
Streptomyces sp. NBC_00539                                         NZ_CP107812.1         244522    254998    7.1415   1        1        1        2      
Streptomyces sp. NBC_00667                                         NZ_CP109023.1         192122    202598    7.1415   1        1        1        2      
Streptomyces sp. NBC_00664                                         NZ_CP109026.1         193551    204027    7.1415   1        1        1        2      
Streptomyces sp. NPDC091272                                        NZ_JBIVVC010000018.1  56346     74988     3.0914   1        1        0        1      
Streptomyces sp. NPDC053474                                        NZ_JBITXV010000011.1  172562    193697    4.0800   1        0        1        1      
Streptomyces sp. NPDC008163                                        NZ_JBIBHG010000024.1  6069      14574     3.0886   1        1        0        1      
Streptomyces sp. NPDC046909                                        NZ_JBEYXC010000026.1  97712     109695    3.0918   1        1        0        1      
Streptomyces sp. KMM 9044                                          NZ_CP113910.1         70148     73768     6.1385   1        1        1        1      
Streptomyces sp. NBC_00663                                         NZ_CP109027.1         4950014   4954086   7.1420   1        1        1        2      
Streptomyces sp. NPDC091406                                        NZ_JBIVTW010000001.1  1027199   1036647   7.1456   1        1        1        2      
Streptomyces sp. NPDC091405                                        NZ_JBIVTX010000002.1  1027590   1037038   7.1456   1        1        1        2      
Streptomyces sp. NPDC057654                                        NZ_JBHVHQ010000089.1  2429      13268     6.1359   1        1        1        1      
Streptomyces sp. NPDC052225                                        NZ_JBFAVD010000046.1  5416      9109      6.1420   1        1        1        1      
Streptomyces sp. NPDC057644                                        NZ_JBHVHJ010000076.1  1550      10917     7.1457   1        1        1        2      
Streptomyces sp. NPDC017056                                        NZ_JBIRPD010000033.1  38186     42734     6.1376   1        1        1        1      
Streptomyces sp. NPDC017056                                        NZ_JBIRPD010000031.1  65751     75112     4.0789   1        0        1        1      
Streptomyces sp. NPDC089919                                        NZ_JBFBGK010000012.1  67490     71095     6.1403   1        1        1        1      
Streptomyces sp. NPDC088745                                        NZ_JBIVLB010000017.1  58096     60952     5.1014   0        1        1        1      
Streptomyces sp. NBC_01408                                         NZ_JAPEPJ010000004.1  16516     20120     6.1432   1        1        1        1      
Streptomyces sp. NPDC048255                                        NZ_JBEZMA010000035.1  40877     44482     6.1403   1        1        1        1      
Streptomyces sp. NPDC020607                                        NZ_JBIRUG010000016.1  48003     51625     6.1356   1        1        1        1      
Streptomyces sp. NPDC056367                                        NZ_JBHJQD010000019.1  13936     18597     4.0932   1        1        0        1      
Streptomyces sp. NPDC085524                                        NZ_JBITTH010000034.1  84249     88910     4.0932   1        1        0        1      
Streptomyces sp. NPDC039016                                        NZ_JBEZCS010000033.1  13063     16732     6.1358   1        1        1        1      
Streptomyces sp. NPDC048357                                        NZ_JBEZKX010000052.1  50562     54633     5.1031   0        1        1        1      
Streptomyces sp. NPDC051665                                        NZ_JBFAZC010000001.1  466773    487076    7.1327   1        1        1        1      
Streptomyces sp. NPDC051642                                        NZ_JBFAZF010000009.1  454592    474890    7.1347   1        1        1        1      
Streptomyces sp. NPDC005435                                        NZ_JBEXEQ010000007.1  278115    281792    6.1421   1        1        1        1      
Streptomyces sp. A0642                                             NZ_SSBL01000039.1     28638     37900     6.1326   1        1        1        1      
Streptomyces sp. NRRL S-87                                         NZ_JOGB01000049.1     7382      25599     9.1854   1        1        2        2      
Streptomyces sp. CNQ-509                                           NZ_CP011492.1         7092593   7096202   6.1374   1        1        1        1      
Streptomyces sp. CNQ-509                                           NZ_CP011492.1         3531945   3534823   5.0999   0        1        1        1      
Streptomyces sp. B22F1                                             NZ_JBDPMG010000026.1  9002      12611     6.1374   1        1        1        1      
Streptomyces sp. B22F1                                             NZ_JBDPMG010000049.1  1339      4217      5.0999   0        1        1        1      
Streptomyces sp. NPDC091289                                        NZ_JBIVUT010000042.1  25960     35236     7.1421   1        1        1        2      
Streptomyces sp. AC512_CC834                                       NZ_JAGMUO010000006.1  20119     22904     5.1103   0        1        1        1      
Streptomyces sp. NBC_01012                                         NZ_CP108688.1         2367028   2369855   5.1070   0        1        1        1      
Streptomyces sp. NPDC127084                                        NZ_JBHXFA010000087.1  97        2943      5.1085   0        1        1        1      
Streptomyces sp. NPDC057249                                        NZ_JBHUXS010000031.1  33013     41548     3.0892   1        1        0        1      
Streptomyces sp. NPDC012466                                        NZ_JBIBEQ010000017.1  85331     97702     3.0943   1        1        0        1      
Streptomyces sp. NPDC048590                                        NZ_JBICWC010000003.1  466166    469208    5.1116   0        1        1        1      
Streptomyces sp. NPDC057579                                        NZ_JBHVGD010000030.1  713       4370      6.1357   1        1        1        1      
Streptomyces sp. NPDC059152                                        NZ_JBHZCU010000212.1  6757      10420     6.1358   1        1        1        1      
Streptomyces sp. NPDC059101                                        NZ_JBHZED010000012.1  12382     16052     6.1358   1        1        1        1      
Streptomyces sp. CB02959                                           NZ_NNBP01000063.1     8067      11724     6.1358   1        1        1        1      
Streptomyces sp. NPDC019396                                        NZ_JBEYBS010000003.1  294207    297054    5.1082   0        1        1        1      
Streptomyces sp. NPDC014676                                        NZ_JBIBZI010000004.1  485476    489181    6.1382   1        1        1        1      
Streptomyces sp. W1SF4                                             NZ_CP034352.1         273531    284155    7.1425   1        1        1        2      
Streptomyces sp. W1SF4                                             CP034352.1            273531    284155    4.0801   1        0        1        1      
Streptomyces sp. NPDC048442                                        NZ_JBEZKB010000021.1  158599    164783    7.1356   1        1        1        1      
Streptomyces sp. NPDC048442                                        NZ_JBEZKB010000018.1  25748     28567     5.1218   0        1        1        1      
Streptomyces sp. 303MFCol5.2                                       NZ_KB911721.1         137922    141526    6.1421   1        1        1        1      
Streptomyces sp. 303MFCol5.2                                       NZ_KB911731.1         95856     100066    5.0993   0        1        1        1      
Streptomyces sp. NPDC005195                                        NZ_JBEXHZ010000004.1  668       4466      6.1427   1        1        1        1      
Streptomyces sp. NPDC038707                                        NZ_JBEZUP010000005.1  217436    220444    4.0795   1        0        1        1      
Streptomyces sp. NPDC049590                                        NZ_JBFAPB010000042.1  57045     59997     4.0798   1        0        1        1      
Streptomyces sp. NPDC059122                                        NZ_JBHZDP010000022.1  116003    119660    6.1358   1        1        1        1      
Streptomyces sp. NBC_00343                                         NZ_CP107998.1         9268445   9288196   7.1344   1        1        1        1      
Streptomyces sp. NBC_01261                                         NZ_CP108463.1         10107476  10127204  7.1344   1        1        1        1      
Streptomyces sp. NPDC059828                                        NZ_JBHWIW010000018.1  14234     17096     5.1077   0        1        1        1      
Streptomyces sp. NRRL B-24085                                      NZ_MWIF01000025.1     7619      27321     4.0851   1        0        1        1      
Streptomyces sp. NPDC047718                                        NZ_JBEYST010000052.1  19502     24763     3.0921   1        1        0        1      
Streptomyces sp. NPDC004296                                        NZ_JBIAMH010000016.1  144117    147786    6.1356   1        1        1        1      
Streptomyces sp. AcE210                                            NZ_QURC01000004.1     3066203   3069010   5.1093   0        1        1        1      
Streptomyces sp. NPDC051784                                        NZ_JBFAYP010000047.1  2343      5520      5.1115   0        1        1        1      
Streptomyces sp. NPDC093225                                        NZ_JBIVNX010000019.1  61191     77824     7.1454   1        1        1        2      
Streptomyces sp. NPDC013161                                        NZ_JBIBAJ010000004.1  353996    372869    7.1336   1        1        1        1      
Streptomyces sp. NPDC013161                                        NZ_JBIBAJ010000009.1  406767    410365    6.1434   1        1        1        1      
Streptomyces sp. NPDC020766                                        NZ_JBFADW010000220.1  2042      4900      5.1069   0        1        1        1      
Streptomyces sp. NPDC020747                                        NZ_JBIRTJ010000009.1  410852    413710    5.1068   0        1        1        1      
Streptomyces sp. CB03238                                           NZ_NBCN01000017.1     55316     58106     5.1071   0        1        1        1      
Streptomyces sp. CB03238                                           NZ_NBCN01000015.1     158670    161549    5.1048   0        1        1        1      
Streptomyces sp. CB09030                                           NZ_CP094676.1         2243261   2246147   5.1038   0        1        1        1      
Streptomyces sp. NPDC059668                                        NZ_JBHWEL010000054.1  60005     63901     6.1440   1        1        1        1      
Streptomyces sp. NBC_01176                                         NZ_CP108600.1         4956328   4960291   6.1434   1        1        1        1      
Streptomyces sp. NBC_01571                                         NZ_JAPEPZ010000001.1  5406425   5410326   6.1436   1        1        1        1      
Streptomyces sp. NPDC002769                                        NZ_JBEOVP010000144.1  1002      4920      6.1436   1        1        1        1      
Streptomyces sp. NPDC001185                                        NZ_JBEPAX010000060.1  656       4495      6.1440   1        1        1        1      
Streptomyces sp. NPDC088350                                        NZ_JBIVNL010000023.1  85099     87920     5.1086   0        1        1        1      
Streptomyces sp. NPDC056627                                        NZ_JBHTWF010000089.1  6612      11787     7.1526   1        1        1        2      
Streptomyces sp. CB02058                                           NZ_LIPG01000003.1     838842    844017    7.1519   1        1        1        2      
Streptomyces sp. NPDC056255                                        NZ_JBHJSS010000033.1  19837     31510     3.0907   1        1        0        1      
Streptomyces sp. NPDC056600                                        NZ_JBHTVQ010000043.1  34988     37975     5.1051   0        1        1        1      
Streptomyces sp. NBC_01715                                         NZ_CP109182.1         5110501   5114344   6.1437   1        1        1        1      
Streptomyces sp. NBC_01689                                         NZ_CP109592.1         5017191   5021034   6.1437   1        1        1        1      
Streptomyces sp. NPDC004528                                        NZ_JBEXLV010000125.1  1426      5260      6.1437   1        1        1        1      
Streptomyces sp. NPDC005732                                        NZ_JBEXYI010000135.1  1275      5111      6.1437   1        1        1        1      
Streptomyces sp. NPDC007074                                        NZ_JBEYGD010000151.1  708       4546      6.1437   1        1        1        1      
Streptomyces sp. NPDC006875                                        NZ_JBEYIJ010000407.1  656       4494      6.1437   1        1        1        1      
Streptomyces sp. NPDC048489                                        NZ_JBEZJX010000152.1  693       4537      6.1437   1        1        1        1      
Streptomyces sp. NPDC056785                                        NZ_JBHUAG010000331.1  5231      9050      6.1437   1        1        1        1      
Streptomyces sp. NPDC058108                                        NZ_JBHVTH010000005.1  290694    294523    6.1437   1        1        1        1      
Streptomyces sp. NPDC059215                                        NZ_JBHZAT010000128.1  648       4487      6.1437   1        1        1        1      
Streptomyces sp. NPDC001083                                        NZ_JBIAYB010000004.1  436108    439942    6.1437   1        1        1        1      
Streptomyces sp. NPDC047990                                        NZ_JBIDBR010000007.1  460471    464312    6.1437   1        1        1        1      
Streptomyces sp. NPDC088736                                        NZ_JBIVLF010000001.1  906498    910337    6.1439   1        1        1        1      
Streptomyces sp. me109                                             NZ_RDBJ01000038.1     405036    408874    6.1437   1        1        1        1      
Streptomyces sp. NPDC058746                                        NZ_JBHYQD010000031.1  77637     82298     4.0931   1        1        0        1      
Streptomyces sp. NBC_01426                                         NZ_CP109501.1         498951    502758    6.1447   1        1        1        1      
Streptomyces sp. H27-G5                                            NZ_JAPNLI010000005.1  1231      5039      6.1446   1        1        1        1      
Streptomyces sp. H27-H5                                            NZ_JAPNLK010000122.1  15078     18881     6.1447   1        1        1        1      
Streptomyces sp. LN699                                             NZ_JAZHRK010000006.1  270469    274275    6.1447   1        1        1        1      
Streptomyces sp. NPDC059999                                        NZ_JBHWUT010000050.1  52223     56029     6.1447   1        1        1        1      
Streptomyces sp. MJM8645                                           NZ_LJJF01000001.1     799368    817405    6.1331   1        1        1        1      
Streptomyces sp. NPDC046821                                        NZ_JBEYYB010000002.1  587805    590707    5.1058   0        1        1        1      
Streptomyces sp. L2                                                NZ_QBDT01000001.1     4630118   4636186   6.1434   1        1        1        1      
Streptomyces sp. NBC_00059                                         NZ_JAPELU010000002.1  44556     49752     7.1525   1        1        1        2      
Streptomyces sp. NBC_00059                                         JAPELU010000002.1     44556     49752     4.1037   1        1        0        2      
Streptomyces sp. MNU103                                            JAJKLM010000001.1     7052285   7055118   5.1104   0        1        1        1      
Streptomyces sp. NPDC096934                                        NZ_JBEOUU010000214.1  656       4492      6.1437   1        1        1        1      
Streptomyces sp. NPDC048436                                        NZ_JBICXP010000015.1  91411     100819    7.1452   1        1        1        2      
Streptomyces sp. ALB3                                              NZ_JBISCE010000004.1  36005     39806     6.1368   1        1        1        1      
Streptomyces sp. NPDC001523                                        NZ_JBEPAN010000079.1  559       4383      6.1444   1        1        1        1      
Streptomyces sp. NPDC059382                                        NZ_JBHYWY010000061.1  580       4404      6.1444   1        1        1        1      
Streptomyces sp. ISL-21                                            NZ_JAGGOP010000001.1  30611     34205     6.1414   1        1        1        1      
Streptomyces sp. ISL-87                                            NZ_JAGGOY010000037.1  48048     51642     6.1414   1        1        1        1      
Streptomyces sp. SLBN-118                                          NZ_VFNP01000001.1     683546    687203    6.1419   1        1        1        1      
Streptomyces sp. NPDC093093                                        NZ_JBIVOY010000049.1  710       4518      6.1447   1        1        1        1      
Streptomyces sp. NPDC047028                                        NZ_JBEYVS010000044.1  4576      10668     6.1421   1        1        1        1      
Streptomyces sp. NBC_00029                                         NZ_CP108292.1         1639085   1649192   7.1467   1        1        1        2      
Streptomyces sp. NL15-2K                                           NZ_BHXA01000072.1     56048     61356     5.1404   1        1        1        1      
Streptomyces sp. NL15-2K                                           NZ_CP130630.1         6045863   6051171   5.1404   1        1        1        1      
Streptomyces sp. NL15-2K                                           BHXA01000072.1        56048     60088     3.0831   1        0        1        1      
Streptomyces sp. NPDC007100                                        NZ_JBEYFQ010000046.1  19085     23648     6.1374   1        1        1        1      
Streptomyces sp. NPDC007100                                        NZ_JBEYFQ010000020.1  122507    131803    4.0792   1        0        1        1      
Streptomyces sp. NPDC090131                                        NZ_JBIVDC010000005.1  195477    205561    7.1469   1        1        1        2      
Streptomyces sp. NPDC090046                                        NZ_JBIVEZ010000010.1  195512    205597    7.1469   1        1        1        2      
Streptomyces sp. NPDC090036                                        NZ_JBIVFD010000002.1  193121    203209    7.1467   1        1        1        2      
Streptomyces sp. NPDC005805                                        NZ_JBEXXN010000031.1  75300     78223     5.1094   0        1        1        1      
