Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	assembly_file	representative	dereplication_status
GCF_026651005.1	NZ_CP086243.1	3602755	3609653	7.1828	1	1	0	1	0	1	2	249	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026651005.1.fasta.gz	NZ_CP086243.1|3602755|3609653	dereplication_representative
GCF_002006235.2	NZ_CP096988.1	220311	227472	7.1842	1	1	0	1	0	1	1	70	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_002006235.2.fasta.gz	NZ_CP096988.1|220311|227472	dereplication_representative
GCF_000364165.2	NZ_CP097810.1	1403399	1406973	4.0958	0	0	0	1	0	1	1	21	(1, 1, 1)	(2, 1, 0)	GCF_000364165.2.fasta.gz	NZ_CP097810.1|1403399|1406973	dereplication_representative
GCF_031202285.1	NZ_CP101637.1	2474865	2480566	9.1857	1	1	1	1	1	0	0	276	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_031202285.1.fasta.gz	NZ_CP101637.1|2474865|2480566	dereplication_representative
GCF_025146005.1	NZ_CP102254.1	995137	1003100	6.1173	0	1	1	1	0	1	1	240	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_025146005.1.fasta.gz	NZ_CP102254.1|995137|1003100	dereplication_representative
GCF_026410065.1	NZ_CP112872.1	2472980	2480000	7.1848	1	1	0	1	0	1	2	246	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026410065.1.fasta.gz	NZ_CP112872.1|2472980|2480000	dereplication_representative
GCF_049200475.1	NZ_CP113903.1	3009705	3014189	7.1448	1	1	1	1	0	0	0	329	(-1, -1, -1, -1)	(5, 4, 3, 2)	GCF_049200475.1.fasta.gz	NZ_CP113903.1|3009705|3014189	dereplication_representative
GCF_036812735.1	NZ_CP117523.1	3666488	3672189	9.1861	1	1	1	1	1	0	0	285	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_036812735.1.fasta.gz	NZ_CP117523.1|3666488|3672189	dereplication_representative
GCF_029318685.1	NZ_CP119677.1	1795575	1803326	10.2017	1	1	1	1	0	1	1	258	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_029318685.1.fasta.gz	NZ_CP119677.1|1795575|1803326	dereplication_representative
GCF_029542625.1	NZ_CP120733.1	2709788	2717652	13.2524	1	1	1	1	1	1	1	259	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_029542625.1.fasta.gz	NZ_CP120733.1|2709788|2717652	dereplication_representative
GCF_039789045.1	NZ_CP121164.1	891590	899555	6.1158	0	1	1	1	0	1	1	298	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_039789045.1.fasta.gz	NZ_CP121164.1|891590|899555	dereplication_representative
GCF_035905475.1	NZ_CP121166.1	1916553	1923637	7.1847	1	1	0	1	0	1	1	282	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_035905475.1.fasta.gz	NZ_CP121166.1|1916553|1923637	dereplication_representative
GCF_038396635.1	NZ_CP121687.1	1183830	1193135	7.189	1	1	0	1	0	1	1	290	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_038396635.1.fasta.gz	NZ_CP121687.1|1183830|1193135	dereplication_representative
GCF_037057455.1	NZ_CP124295.1	3110819	3116521	6.1753	1	1	0	1	1	0	0	287	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_037057455.1.fasta.gz	NZ_CP124295.1|3110819|3116521	dereplication_representative
GCF_030013905.1	NZ_CP124862.1	5358735	5364164	7.1411	1	1	1	1	0	0	0	261	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_030013905.1.fasta.gz	NZ_CP124862.1|5358735|5364164	dereplication_representative
GCF_040267475.1	NZ_CP125628.1	4170539	4175303	3.1116	0	1	0	1	0	1	1	303	(-1, -1, -1)	(4, 3, 2)	GCF_040267475.1.fasta.gz	NZ_CP125628.1|4170539|4175303	dereplication_representative
GCF_030166575.1	NZ_CP126462.1	1779989	1787472	13.2702	1	1	1	1	1	1	1	264	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_030166575.1.fasta.gz	NZ_CP126462.1|1779989|1787472	dereplication_representative
GCF_030263895.1	NZ_CP127161.1	2343315	2350915	13.2467	1	1	1	1	1	1	1	265	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_030263895.1.fasta.gz	NZ_CP127161.1|2343315|2350915	dereplication_representative
GCF_030644385.1	NZ_CP130060.1	1443505	1448395	3.1075	0	1	0	1	0	1	1	271	(-1, -1, -1)	(2, 1, 0)	GCF_030644385.1.fasta.gz	NZ_CP130060.1|1443505|1448395	dereplication_representative
GCF_033561535.1	NZ_CP131467.1	5560723	5567835	7.1847	1	1	0	1	0	1	1	280	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_033561535.1.fasta.gz	NZ_CP131467.1|5560723|5567835	dereplication_representative
GCF_046529625.1	NZ_CP132338.1	911060	915054	4.0977	0	0	0	1	0	1	1	323	(1, 1, 1)	(4, 3, 2)	GCF_046529625.1.fasta.gz	NZ_CP132338.1|911060|915054	dereplication_representative
GCF_030913655.1	NZ_CP133189.1	707967	712719	4.1338	1	1	0	1	0	0	0	275	(1, 1, 1)	(2, 1, 0)	GCF_030913655.1.fasta.gz	NZ_CP133189.1|707967|712719	dereplication_representative
GCF_036670035.1	NZ_CP137758.1	2057651	2064512	7.1821	1	1	0	1	0	1	1	283	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_036670035.1.fasta.gz	NZ_CP137758.1|2057651|2064512	dereplication_representative
GCF_040267685.1	NZ_CP158367.1	851768	863553	13.1978	1	1	1	1	1	1	1	304	(1, 1, 1, 1, -1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_040267685.1.fasta.gz	NZ_CP158367.1|851768|863553	dereplication_representative
GCF_040515995.1	NZ_CP159485.1	2060242	2072285	13.1998	1	1	1	1	1	1	1	305	(-1, -1, 1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_040515995.1.fasta.gz	NZ_CP159485.1|2060242|2072285	dereplication_representative
GCF_023653455.2	NZ_CP161000.1	2804034	2809730	6.1736	1	1	0	1	1	0	0	232	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_023653455.2.fasta.gz	NZ_CP161000.1|2804034|2809730	dereplication_representative
GCF_004803955.2	NZ_CP163137.1	2233373	2237871	4.0938	0	0	0	1	0	1	1	125	(-1, -1, -1)	(2, 1, 0)	GCF_004803955.2.fasta.gz	NZ_CP163137.1|2233373|2237871	dereplication_representative
GCF_045038935.1	NZ_CP171113.1	889551	896584	7.1784	1	1	0	1	0	1	1	317	(1, 1, 1, 1, 1)	(5, 4, 3, 2, 1)	GCF_045038935.1.fasta.gz	NZ_CP171113.1|889551|896584	dereplication_representative
GCF_044502415.1	NZ_CP172402.1	1941132	1947968	5.156	1	1	0	1	0	0	1	316	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_044502415.1.fasta.gz	NZ_CP172402.1|1941132|1947968	dereplication_representative
GCF_047456265.2	NZ_CP173187.2	2740150	2744353	7.1437	1	1	1	1	0	0	0	326	(-1, -1, -1, -1)	(5, 4, 3, 2)	GCF_047456265.2.fasta.gz	NZ_CP173187.2|2740150|2744353	dereplication_representative
GCF_046523925.1	NZ_CP174369.1	1554883	1559817	4.1225	1	1	0	1	0	0	0	322	(1, 1, 1)	(4, 3, 2)	GCF_046523925.1.fasta.gz	NZ_CP174369.1|1554883|1559817	dereplication_representative
GCF_041861885.3	NZ_CP175761.1	1358981	1365749	10.1911	1	1	1	1	0	1	1	308	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_041861885.3.fasta.gz	NZ_CP175761.1|1358981|1365749	dereplication_representative
GCF_046603775.1	NZ_CP176625.1	3466585	3470808	4.1449	1	1	0	1	0	0	0	324	(-1, -1, -1)	(5, 4, 3)	GCF_046603775.1.fasta.gz	NZ_CP176625.1|3466585|3470808	dereplication_representative
GCF_048568315.1	NZ_CP183811.1	277728	283428	9.1863	1	1	1	1	1	0	0	327	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_048568315.1.fasta.gz	NZ_CP183811.1|277728|283428	dereplication_representative
GCF_001299475.1	NZ_CYUJ01000002.1	774042	778018	7.1508	1	1	1	1	0	0	0	49	(1, 1, 1, 1)	(4, 3, 2, 1)	GCF_001299475.1.fasta.gz	NZ_CYUJ01000002.1|774042|778018	dereplication_representative
GCF_900078395.1	NZ_FKLA01000009.1	1860069	1864784	7.1313	1	1	1	1	0	0	0	331	(1, 1, 1, 1)	(5, 4, 3, 2)	GCF_900078395.1.fasta.gz	NZ_FKLA01000009.1|1860069|1864784	dereplication_representative
GCF_900095445.1	NZ_FMJL01000002.1	121864	128823	7.1883	1	1	0	1	0	1	1	332	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900095445.1.fasta.gz	NZ_FMJL01000002.1|121864|128823	dereplication_representative
GCF_900095725.1	NZ_FMMP01000006.1	335959	339737	4.093	0	0	0	1	0	1	1	333	(1, 1, 1)	(2, 1, 0)	GCF_900095725.1.fasta.gz	NZ_FMMP01000006.1|335959|339737	dereplication_representative
GCF_900100845.1	NZ_FNFP01000002.1	447264	454799	13.2533	1	1	1	1	1	1	1	334	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900100845.1.fasta.gz	NZ_FNFP01000002.1|447264|454799	dereplication_representative
GCF_900103835.1	NZ_FNID01000019.1	22066	26967	7.1312	1	1	1	1	0	0	0	335	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900103835.1.fasta.gz	NZ_FNID01000019.1|22066|26967	dereplication_representative
GCF_900107485.1	NZ_FNQE01000022.1	24381	31911	13.2457	1	1	1	1	1	1	1	338	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900107485.1.fasta.gz	NZ_FNQE01000022.1|24381|31911	dereplication_representative
GCF_900108045.1	NZ_FNUK01000016.1	38597	45023	7.2159	1	1	0	1	0	1	1	339	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900108045.1.fasta.gz	NZ_FNUK01000016.1|38597|45023	dereplication_representative
GCF_900110045.1	NZ_FOCG01000001.1	784839	790374	7.1296	1	1	1	1	0	0	0	340	(-1, -1, -1, -1)	(4, 3, 2, 1)	GCF_900110045.1.fasta.gz	NZ_FOCG01000001.1|784839|790374	dereplication_representative
GCF_900111595.1	NZ_FOHN01000015.1	52930	61692	3.1135	0	1	0	1	0	1	1	341	(1, 1, 1)	(3, 2, 1)	GCF_900111595.1.fasta.gz	NZ_FOHN01000015.1|52930|61692	dereplication_representative
GCF_900111615.1	NZ_FOHU01000001.1	430838	438363	13.245	1	1	1	1	1	1	1	342	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900111615.1.fasta.gz	NZ_FOHU01000001.1|430838|438363	dereplication_representative
GCF_900111985.1	NZ_FOKI01000002.1	141120	148284	10.1916	1	1	1	1	0	1	1	343	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900111985.1.fasta.gz	NZ_FOKI01000002.1|141120|148284	dereplication_representative
GCF_900113635.1	NZ_FOQA01000001.1	58995	65961	10.2145	1	1	0	1	1	1	1	345	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_900113635.1.fasta.gz	NZ_FOQA01000001.1|58995|65961	dereplication_representative
GCF_900112775.1	NZ_FOYZ01000003.1	254875	261928	3.1127	0	1	0	1	0	1	1	344	(-1, -1, -1)	(2, 1, 0)	GCF_900112775.1.fasta.gz	NZ_FOYZ01000003.1|254875|261928	dereplication_representative
GCF_900128885.1	NZ_FQTU01000001.1	17797	24171	7.2067	1	1	0	1	0	1	2	346	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900128885.1.fasta.gz	NZ_FQTU01000001.1|17797|24171	dereplication_representative
GCF_900129075.1	NZ_FQVH01000002.1	52368	59136	7.2026	1	1	0	1	0	1	1	347	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900129075.1.fasta.gz	NZ_FQVH01000002.1|52368|59136	dereplication_representative
GCF_900129965.1	NZ_FQXM01000004.1	228633	235367	7.1831	1	1	0	1	0	1	1	348	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900129965.1.fasta.gz	NZ_FQXM01000004.1|228633|235367	dereplication_representative
GCF_900130005.1	NZ_FQXP01000013.1	42090	49599	10.1884	1	1	1	1	0	1	1	349	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900130005.1.fasta.gz	NZ_FQXP01000013.1|42090|49599	dereplication_representative
GCF_900141845.1	NZ_FQZB01000003.1	39026	45792	7.1847	1	1	0	1	0	1	1	350	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900141845.1.fasta.gz	NZ_FQZB01000003.1|39026|45792	dereplication_representative
GCF_900142075.1	NZ_FQZO01000001.1	696580	703347	7.1871	1	1	0	1	0	1	1	351	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900142075.1.fasta.gz	NZ_FQZO01000001.1|696580|703347	dereplication_representative
GCF_900142145.1	NZ_FQZV01000003.1	26073	33619	13.2619	1	1	1	1	1	1	1	352	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900142145.1.fasta.gz	NZ_FQZV01000003.1|26073|33619	dereplication_representative
GCF_900142225.1	NZ_FRAD01000012.1	56834	63848	5.1596	1	1	0	1	0	1	1	353	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900142225.1.fasta.gz	NZ_FRAD01000012.1|56834|63848	dereplication_representative
GCF_900142245.1	NZ_FRAG01000001.1	202026	206243	7.1507	0	0	0	1	1	1	1	354	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900142245.1.fasta.gz	NZ_FRAG01000001.1|202026|206243	dereplication_representative
GCF_900142275.1	NZ_FRAI01000005.1	531713	544077	8.1602	0	1	0	1	1	1	1	355	(-1, -1, 1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900142275.1.fasta.gz	NZ_FRAI01000005.1|531713|544077	dereplication_representative
GCF_900142955.1	NZ_FRCP01000014.1	143099	157240	3.1122	0	1	0	1	0	1	1	356	(1, 1, 1)	(2, 1, 0)	GCF_900142955.1.fasta.gz	NZ_FRCP01000014.1|143099|157240	dereplication_representative
GCF_900167305.1	NZ_FUWV01000001.1	267187	274389	10.2212	1	1	1	1	0	1	2	358	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900167305.1.fasta.gz	NZ_FUWV01000001.1|267187|274389	dereplication_representative
GCF_900167505.1	NZ_FUYD01000002.1	164118	171057	7.1875	1	1	0	1	0	1	2	360	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900167505.1.fasta.gz	NZ_FUYD01000002.1|164118|171057	dereplication_representative
GCF_900167605.1	NZ_FUYH01000004.1	4723	12268	7.2124	1	1	0	1	0	1	1	361	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900167605.1.fasta.gz	NZ_FUYH01000004.1|4723|12268	dereplication_representative
GCF_900167445.1	NZ_FUZT01000005.1	261102	268639	10.2536	1	1	1	1	0	1	1	359	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_900167445.1.fasta.gz	NZ_FUZT01000005.1|261102|268639	dereplication_representative
GCF_900176305.1	NZ_FWXH01000003.1	161023	167882	7.1833	1	1	0	1	0	1	1	363	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_900176305.1.fasta.gz	NZ_FWXH01000003.1|161023|167882	dereplication_representative
GCF_900176335.1	NZ_FWXW01000010.1	6029	10995	7.1286	1	1	1	1	0	0	0	364	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900176335.1.fasta.gz	NZ_FWXW01000010.1|6029|10995	dereplication_representative
GCF_900182905.1	NZ_FXUF01000003.1	335385	342395	13.2201	1	1	1	1	1	1	1	365	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900182905.1.fasta.gz	NZ_FXUF01000003.1|335385|342395	dereplication_representative
GCF_900185645.1	NZ_FYAM01000024.1	178274	185601	7.1861	1	1	0	1	0	1	1	366	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900185645.1.fasta.gz	NZ_FYAM01000024.1|178274|185601	dereplication_representative
GCF_900186535.1	NZ_FYDE01000005.1	1921899	1926615	7.1301	1	1	1	1	0	0	0	367	(-1, -1, -1, -1)	(5, 4, 3, 2)	GCF_900186535.1.fasta.gz	NZ_FYDE01000005.1|1921899|1926615	dereplication_representative
GCF_900188145.1	NZ_FZOJ01000008.1	59837	67445	13.2547	1	1	1	1	1	1	1	368	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_900188145.1.fasta.gz	NZ_FZOJ01000008.1|59837|67445	dereplication_representative
GCF_000185385.1	NZ_GL622296.1	2300111	2305124	3.1099	0	1	0	1	0	1	1	11	(-1, -1, -1)	(3, 2, 1)	GCF_000185385.1.fasta.gz	NZ_GL622296.1|2300111|2305124	dereplication_representative
GCF_000430995.1	NZ_HF952018.1	1188858	1196543	10.2306	1	1	0	1	1	1	1	25	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_000430995.1.fasta.gz	NZ_HF952018.1|1188858|1196543	dereplication_representative
GCF_000577895.1	NZ_HG917868.1	2207496	2214792	7.178	1	1	0	1	0	1	1	27	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_000577895.1.fasta.gz	NZ_HG917868.1|2207496|2214792	dereplication_representative
GCF_009928445.1	NZ_JAABNO010000002.1	329523	336327	7.1818	1	1	0	1	0	1	1	143	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009928445.1.fasta.gz	NZ_JAABNO010000002.1|329523|336327	dereplication_representative
GCF_010179735.1	NZ_JAAEEH010000017.1	18011	24380	6.1183	0	1	1	1	0	1	1	145	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_010179735.1.fasta.gz	NZ_JAAEEH010000017.1|18011|24380	dereplication_representative
GCF_010692705.1	NZ_JAAGPU010000003.1	70115	77211	7.1857	1	1	0	1	0	1	2	146	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_010692705.1.fasta.gz	NZ_JAAGPU010000003.1|70115|77211	dereplication_representative
GCF_011065905.2	NZ_JAAMNG020000001.1	2111782	2118661	7.183	1	1	0	1	0	1	1	147	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_011065905.2.fasta.gz	NZ_JAAMNG020000001.1|2111782|2118661	dereplication_representative
GCF_011065935.2	NZ_JAAMNH020000001.1	3037592	3044519	7.1842	1	1	0	1	0	1	1	148	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065935.2.fasta.gz	NZ_JAAMNH020000001.1|3037592|3044519	dereplication_representative
GCF_011065955.2	NZ_JAAMNI020000001.1	3186022	3192951	7.1834	1	1	0	1	0	1	1	149	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_011065955.2.fasta.gz	NZ_JAAMNI020000001.1|3186022|3192951	dereplication_representative
GCF_013036995.1	NZ_JAAOXG010000088.1	32183	36953	3.1099	0	1	0	1	0	1	1	151	(1, 1, 1)	(2, 1, 0)	GCF_013036995.1.fasta.gz	NZ_JAAOXG010000088.1|32183|36953	dereplication_representative
GCF_012926525.1	NZ_JABBNI010000001.1	112638	119768	7.1831	1	1	0	1	0	1	1	150	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_012926525.1.fasta.gz	NZ_JABBNI010000001.1|112638|119768	dereplication_representative
GCF_013294265.1	NZ_JABSWD010000001.1	3060864	3067972	7.1845	1	1	0	1	0	1	1	152	(-1, -1, -1, -1, -1)	(6, 5, 4, 3, 2)	GCF_013294265.1.fasta.gz	NZ_JABSWD010000001.1|3060864|3067972	dereplication_representative
GCF_014050525.1	NZ_JACGAG010000005.1	52396	59273	7.1804	1	1	0	1	0	1	1	154	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_014050525.1.fasta.gz	NZ_JACGAG010000005.1|52396|59273	dereplication_representative
GCF_014205875.1	NZ_JACHEN010000004.1	71403	78943	13.2675	1	1	1	1	1	1	1	157	(-1, -1, -1, -1, -1, -1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_014205875.1.fasta.gz	NZ_JACHEN010000004.1|71403|78943	dereplication_representative
GCF_014202115.1	NZ_JACHFW010000009.1	128874	135783	3.1142	0	1	0	1	0	1	1	156	(-1, -1, -1)	(3, 2, 1)	GCF_014202115.1.fasta.gz	NZ_JACHFW010000009.1|128874|135783	dereplication_representative
GCF_014281125.1	NZ_JACOEA010000001.1	380998	387212	4.124	1	1	0	1	0	0	0	159	(1, 1, 1)	(3, 2, 1)	GCF_014281125.1.fasta.gz	NZ_JACOEA010000001.1|380998|387212	dereplication_representative
GCF_014287895.1	NZ_JACOPP010000002.1	150540	156233	4.1224	1	1	0	1	0	0	0	164	(-1, -1, -1)	(2, 1, 0)	GCF_014287895.1.fasta.gz	NZ_JACOPP010000002.1|150540|156233	dereplication_representative
GCF_014287675.1	NZ_JACOPQ010000002.1	43199	54227	4.1255	1	1	0	1	0	0	0	163	(-1, -1, -1)	(2, 1, 0)	GCF_014287675.1.fasta.gz	NZ_JACOPQ010000002.1|43199|54227	dereplication_representative
GCF_014384895.1	NZ_JACRSQ010000005.1	10858	14781	4.1005	0	0	0	1	0	1	1	167	(1, 1, 1)	(2, 1, 0)	GCF_014384895.1.fasta.gz	NZ_JACRSQ010000005.1|10858|14781	dereplication_representative
GCF_014384995.1	NZ_JACRSY010000008.1	52363	56011	4.0973	0	0	0	1	0	1	1	168	(-1, -1, -1)	(2, 1, 0)	GCF_014384995.1.fasta.gz	NZ_JACRSY010000008.1|52363|56011	dereplication_representative
GCF_014385085.1	NZ_JACRTD010000001.1	381595	386304	7.1362	1	1	1	1	0	0	0	169	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_014385085.1.fasta.gz	NZ_JACRTD010000001.1|381595|386304	dereplication_representative
GCF_014385265.1	NZ_JACRTJ010000005.1	128370	133176	3.1129	0	1	0	1	0	1	1	170	(-1, -1, -1)	(2, 1, 0)	GCF_014385265.1.fasta.gz	NZ_JACRTJ010000005.1|128370|133176	dereplication_representative
GCF_016901815.1	NZ_JACSNR010000007.1	10408	15196	7.1301	1	1	1	1	0	0	0	186	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_016901815.1.fasta.gz	NZ_JACSNR010000007.1|10408|15196	dereplication_representative
GCF_032335695.1	NZ_JACTOJ010000010.1	177457	184398	7.1813	1	1	0	1	0	1	1	278	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_032335695.1.fasta.gz	NZ_JACTOJ010000010.1|177457|184398	dereplication_representative
GCF_014982785.1	NZ_JADCKB010000015.1	13367	19215	6.1016	0	0	1	1	0	1	1	173	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_014982785.1.fasta.gz	NZ_JADCKB010000015.1|13367|19215	dereplication_representative
GCF_015352425.1	NZ_JADKNH010000006.1	234915	238987	7.1874	0	0	0	1	1	1	1	175	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015352425.1.fasta.gz	NZ_JADKNH010000006.1|234915|238987	dereplication_representative
GCF_015351765.1	NZ_JADKQA010000001.1	73899	79039	3.1106	0	1	0	1	0	1	1	174	(1, 1, 1)	(2, 1, 0)	GCF_015351765.1.fasta.gz	NZ_JADKQA010000001.1|73899|79039	dereplication_representative
GCF_017811815.1	NZ_JADKZI010000002.1	453444	463563	4.1235	1	1	0	1	0	0	0	193	(-1, -1, -1)	(2, 1, 0)	GCF_017811815.1.fasta.gz	NZ_JADKZI010000002.1|453444|463563	dereplication_representative
GCF_015550495.1	NZ_JADNAX010000004.1	43127	48999	6.1762	1	1	0	1	1	0	0	176	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015550495.1.fasta.gz	NZ_JADNAX010000004.1|43127|48999	dereplication_representative
GCF_015554605.1	NZ_JADNIV010000001.1	299119	304021	4.1258	1	1	0	1	0	0	0	177	(-1, -1, -1)	(2, 1, 0)	GCF_015554605.1.fasta.gz	NZ_JADNIV010000001.1|299119|304021	dereplication_representative
GCF_015554745.1	NZ_JADNJD010000003.1	38448	42292	5.0902	0	1	1	1	0	0	0	178	(1, 1, 1)	(2, 1, 0)	GCF_015554745.1.fasta.gz	NZ_JADNJD010000003.1|38448|42292	dereplication_representative
GCF_015557495.1	NZ_JADNOJ010000005.1	105646	118296	5.153	0	1	0	1	0	1	1	179	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_015557495.1.fasta.gz	NZ_JADNOJ010000005.1|105646|118296	dereplication_representative
GCF_015594845.1	NZ_JADNRK010000002.1	194572	200903	7.2024	1	1	0	1	0	1	1	180	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_015594845.1.fasta.gz	NZ_JADNRK010000002.1|194572|200903	dereplication_representative
GCF_021531375.1	NZ_JADYTU010000007.1	64822	69927	7.1328	1	1	1	1	0	0	0	225	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_021531375.1.fasta.gz	NZ_JADYTU010000007.1|64822|69927	dereplication_representative
GCF_021531815.1	NZ_JADYUM010000003.1	55198	60282	7.1327	1	1	1	1	0	0	0	226	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_021531815.1.fasta.gz	NZ_JADYUM010000003.1|55198|60282	dereplication_representative
GCF_021432385.1	NZ_JAEACT010000002.1	1175302	1182777	7.185	1	1	0	1	0	1	1	224	(1, 1, 1, 1, 1)	(5, 4, 3, 2, 1)	GCF_021432385.1.fasta.gz	NZ_JAEACT010000002.1|1175302|1182777	dereplication_representative
GCF_016595795.1	NZ_JAENHN010000006.1	91271	98052	7.1818	1	1	0	1	0	1	2	183	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016595795.1.fasta.gz	NZ_JAENHN010000006.1|91271|98052	dereplication_representative
GCF_016765615.1	NZ_JAESWA010000017.1	358691	365547	7.1838	1	1	0	1	0	1	2	185	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765615.1.fasta.gz	NZ_JAESWA010000017.1|358691|365547	dereplication_representative
GCF_016765585.1	NZ_JAESWC010000002.1	394124	401012	7.1896	1	1	0	1	0	1	1	184	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016765585.1.fasta.gz	NZ_JAESWC010000002.1|394124|401012	dereplication_representative
GCF_028895185.1	NZ_JAEUWW010000001.1	897468	904313	10.2093	1	1	1	1	0	1	1	257	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_028895185.1.fasta.gz	NZ_JAEUWW010000001.1|897468|904313	dereplication_representative
